r_fighter,b_fighter,date,referee,winner,r_record,r_losses,r_draws,r_wins,r_winsbydecisionmajority,r_winsbydecisionmajority,r_winsbydecisionunanimous,r_winsbydecisionunanimous,r_winsbydecisionsplit,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,b_record,b_losses,b_draws,b_wins,b_winsbydecisionmajority,b_winsbydecisionmajority,b_winsbydecisionunanimous,b_winsbydecisionunanimous,b_winsbydecisionsplit,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds)
Jarjis Danho,Christian Colombo,2016-09-03,Marc Goddard,Draw,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,88.0,38.0,0.0,0.0,0.0,165.0,,,,,,,
Jessin Ayari,Jimmy Wallhead,2016-09-03,Marc Goddard,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Nick Hein,Tae Hyun Bang,2016-09-03,Lukasz Bosacki,Red,3-1-0,1,0,3,0,0,3,3,0,0,0,0,2-2-0,2,0,2,0,0,0,0,1,1,0,0,0.25,111.25,45.88,1.62,0.5,0.0,54.38,0.75,84.62,37.5,1.0,0.75,1.0,25.38
Peter Sobotta,Nicolas Dalby,2016-09-03,Leon Roberts,Red,2-4-0,4,0,2,0,0,1,1,0,0,1,0,1-2-0,2,0,1,0,0,0,0,1,0,0,0,0.0,29.75,11.53,1.84,0.97,0.31,118.97,0.0,152.25,59.75,4.0,2.0,0.0,122.5
Rustam Khabilov,Leandro Silva,2016-09-03,Neil Hall,Red,5-2-0,2,0,5,0,0,3,3,0,1,0,1,3-4-0,4,0,3,0,0,2,2,0,0,1,0,0.03,76.25,37.88,8.31,5.03,0.03,286.27,0.0,82.98,38.62,3.0,1.59,0.11,130.98
Ryan Bader,Ilir Latifi,2016-09-03,Neil Hall,Red,13-5-0,5,0,13,0,0,8,8,1,3,1,0,5-2-0,2,0,5,0,0,1,1,0,3,1,0,0.0,57.3,20.67,4.25,1.21,0.07,87.71,0.38,31.47,17.28,6.09,1.56,0.03,141.28
Scott Askham,Jack Hermansson,2016-09-03,Leon Roberts,Blue,2-2-0,2,0,2,0,0,0,0,0,2,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.88,29.62,15.62,1.5,0.5,0.25,76.5,,,,,,,
Taylor Lapilus,Leandro Issa,2016-09-03,Lukasz Bosacki,Red,2-1-0,1,0,2,0,0,1,1,0,1,0,0,2-2-0,2,0,2,0,0,0,0,0,0,2,0,0.75,89.75,37.75,1.5,0.5,0.75,280.75,0.0,60.88,26.88,8.0,1.5,0.75,303.0
Brad Tavares,Caio Magalhaes,2016-09-10,Keith Peterson,Red,8-4-0,4,0,8,0,0,6,6,1,1,0,0,4-2-0,2,0,4,0,0,1,1,0,2,1,0,0.0,52.39,21.03,0.92,0.34,0.0,53.06,0.38,18.72,9.09,0.66,0.09,0.16,34.38
CM Punk,Mickey Gall,2016-09-10,Keith Peterson,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,1-0-0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,1.0,4.0,2.0,0.0,0.0,1.0,14.0
Drew Dober,Jason Gonzalez,2016-09-10,Jerry Poe,Red,2-4-0,4,0,2,0,0,1,1,0,0,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,65.53,24.5,7.47,2.5,0.06,179.97,,,,,,,
Fabricio Werdum,Travis Browne,2016-09-10,Gary Copeland,Red,8-3-0,3,0,8,0,0,2,2,0,4,2,0,9-5-0,5,0,9,0,0,1,1,0,7,1,0,0.14,80.26,44.0,2.08,0.41,0.28,33.83,0.14,54.6,21.45,0.85,0.57,0.0,50.41
Jessica Andrade,Joanne Calderwood,2016-09-10,Jerry Poe,Red,5-3-0,3,0,5,0,0,2,2,1,1,1,0,3-1-0,1,0,3,0,0,2,2,0,1,0,0,0.06,137.21,78.69,1.93,1.47,0.32,155.3,1.25,169.88,95.0,4.5,2.5,0.0,334.25
Jessica Eye,Bethe Correia,2016-09-10,Marc Goddard,Blue,1-5-0,5,0,1,0,0,0,0,0,0,0,1,3-2-0,2,0,3,0,0,1,1,1,1,0,0,0.0,64.94,28.0,0.25,0.25,0.25,91.56,0.0,120.88,53.5,0.75,0.06,0.0,107.31
Nik Lentz,Michael McBride,2016-09-10,Gary Copeland,Red,10-6-0,6,0,10,0,0,6,6,2,1,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.03,107.95,50.42,8.62,2.82,1.26,239.59,,,,,,,
Stipe Miocic,Alistair Overeem,2016-09-10,Marc Goddard,Red,9-2-0,2,0,9,0,0,3,3,0,6,0,0,6-3-0,3,0,6,0,0,2,2,0,4,0,0,0.78,59.21,34.82,2.23,0.85,0.0,140.15,0.79,40.51,30.5,1.17,0.57,0.0,61.02
Urijah Faber,Jimmie Rivera,2016-09-10,Gary Copeland,Blue,9-5-0,5,0,9,0,0,3,3,0,0,6,0,3-0-0,0,0,3,0,0,1,1,1,1,0,0,0.07,131.69,44.37,7.27,1.19,0.11,52.22,0.25,116.0,50.25,3.75,1.5,0.0,68.5
Yancy Medeiros,Sean Spencer,2016-09-10,Marc Goddard,Red,3-5-0,5,0,3,0,0,0,0,1,0,2,0,3-4-0,4,0,3,0,0,2,2,1,0,0,0,0.82,157.06,49.09,0.75,0.0,0.12,65.25,0.88,186.77,54.52,0.28,0.12,0.0,58.23
Alejandro Perez,Albert Morales,2016-09-17,Kerry Hatley,Draw,3-1-0,1,0,3,0,0,1,1,0,2,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,72.62,38.5,0.38,0.12,0.12,60.25,,,,,,,
Antonio Carlos Junior,Leonardo Augusto Leleco,2016-09-17,Jacob Montalvo,Red,2-3-0,3,0,2,0,0,1,1,0,0,1,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,47.94,23.69,6.0,1.88,0.25,238.38,0.0,108.0,64.0,0.0,0.0,0.0,215.0
Augusto Montano,Belal Muhammad,2016-09-17,Herb Dean,Blue,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,53.5,25.5,0.0,0.0,0.0,43.5,0.0,199.0,77.0,8.0,2.0,0.0,179.0
Chas Skelly,Maximo Blanco,2016-09-17,Herb Dean,Red,4-2-0,2,0,4,0,0,1,1,0,1,2,0,4-4-0,4,0,4,0,0,3,3,0,1,0,0,0.12,54.25,21.97,2.47,0.78,1.97,133.88,0.31,63.79,31.25,2.51,1.06,0.51,51.89
Chris Wade,Islam Makhachev,2016-09-17,Dan Miragliotta,Blue,4-1-0,1,0,4,0,0,2,2,0,0,2,0,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0.5,43.5,20.69,2.0,1.31,0.31,230.0,0.0,32.5,18.0,2.5,1.5,0.5,91.0
Dustin Poirier,Michael Johnson,2016-09-17,Dan Miragliotta,Blue,12-3-0,3,0,12,0,0,4,4,0,5,3,0,8-6-0,6,0,8,0,0,5,5,0,3,0,0,1.41,78.33,42.63,2.06,1.14,0.15,155.07,0.07,246.14,83.07,0.91,0.72,0.0,23.79
Erick Montano,Randy Brown,2016-09-17,Jacob Montalvo,Blue,1-0-0,0,0,1,0,0,0,0,1,0,0,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0.0,116.0,49.0,3.0,2.0,0.0,162.0,0.0,63.5,29.0,2.5,0.5,1.0,135.5
Evan Dunham,Rick Glenn,2016-09-17,Jacob Montalvo,Red,10-6-0,6,0,10,0,0,4,4,3,1,1,1,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,212.58,93.02,5.41,1.94,0.25,231.49,,,,,,,
Gabriel Benitez,Sam Sicilia,2016-09-17,Dan Miragliotta,Red,2-1-0,1,0,2,0,0,1,1,0,0,1,0,5-5-0,5,0,5,0,0,2,2,0,3,0,0,0.0,54.75,26.25,0.0,0.0,1.5,20.5,0.12,32.56,12.2,1.32,0.67,1.04,149.69
Jose Quinonez,Joey Gomez,2016-09-17,Kerry Hatley,Red,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,57.0,20.0,3.0,2.0,2.0,169.5,0.0,71.0,15.0,1.0,1.0,0.0,24.0
Roan Carneiro,Kenny Robertson,2016-09-17,Kerry Hatley,Red,3-4-0,4,0,3,0,0,1,1,0,1,1,0,4-4-0,4,0,4,0,0,1,1,0,1,2,0,0.0,15.44,4.41,1.91,0.61,0.52,103.02,0.75,120.47,60.8,3.81,1.48,0.34,281.51
Uriah Hall,Derek Brunson,2016-09-17,Herb Dean,Blue,5-4-0,4,0,5,0,0,1,1,0,2,0,2,6-1-0,1,0,6,0,0,2,2,0,3,1,0,0.29,63.82,33.05,0.87,0.22,0.27,45.96,0.14,45.88,22.22,1.36,0.41,0.09,97.61
Alan Patrick,Stevie Ray,2016-09-24,Mario Yamasaki,Red,3-1-0,1,0,3,0,0,2,2,0,1,0,0,3-0-0,0,0,3,0,0,1,1,0,2,0,0,0.12,50.12,23.75,6.88,2.88,0.5,395.38,0.25,95.75,36.5,0.5,0.5,0.5,72.0
Cris Cyborg,Lina Lansberg,2016-09-24,Mario Yamasaki,Red,1-0-0,0,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,1.0,40.0,26.0,0.0,0.0,0.0,12.0,,,,,,,
Erick Silva,Luan Chagas,2016-09-24,Osiris Maia,Red,6-6-0,6,0,6,0,0,0,0,0,2,4,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.03,37.4,15.96,1.79,0.82,0.23,59.45,1.0,115.0,46.0,1.0,0.0,0.0,101.0
Francisco Trinaldo,Paul Felder,2016-09-24,Osiris Maia,Red,10-3-0,3,0,10,0,0,5,5,1,2,2,0,4-2-0,2,0,4,0,0,1,1,1,1,1,0,0.13,137.35,79.67,2.9,1.35,0.01,151.41,0.03,103.06,45.06,2.09,0.53,0.75,152.22
Gilbert Burns,Michel Prazeres,2016-09-24,Osiris Maia,Blue,4-1-0,1,0,4,0,0,1,1,0,0,3,0,4-2-0,2,0,4,0,0,2,2,2,0,0,0,0.0,49.31,18.81,5.06,1.44,0.88,129.31,0.06,70.38,36.84,13.16,4.62,0.5,299.69
Glaico Franca,Gregor Gillespie,2016-09-24,Camila Albuquerque,Blue,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,72.5,31.0,9.5,4.0,0.5,364.5,,,,,,,
Godofredo Pepey,Mike de la Torre,2016-09-24,Mario Yamasaki,Red,4-4-0,4,0,4,0,0,0,0,1,1,2,0,2-3-0,3,0,2,0,0,0,0,1,1,0,0,0.06,25.54,12.25,0.63,0.02,1.51,38.52,0.12,64.25,29.69,1.31,0.06,0.0,126.75
Jussier Formiga,Dustin Ortiz,2016-09-24,Camila Albuquerque,Red,4-3-0,3,0,4,0,0,3,3,0,0,1,0,4-3-0,3,0,4,0,0,0,0,2,2,0,0,0.25,63.48,20.17,3.7,1.38,0.06,69.09,0.0,125.3,55.41,8.2,2.03,0.25,224.53
Rani Yahya,Michinori Tanaka,2016-09-24,Fernando Portella,Red,7-3-0,3,0,7,0,0,3,3,1,0,3,0,2-1-0,1,0,2,0,0,1,1,1,0,0,0,0.0,60.7,28.72,6.9,3.02,1.41,339.24,0.0,119.5,39.25,6.25,3.0,0.25,392.75
Renan Barao,Phillipe Nover,2016-09-24,John McCarthy,Red,8-3-0,3,0,8,0,0,3,3,0,2,3,0,1-4-0,4,0,1,0,0,0,0,1,0,0,0,0.17,152.98,50.24,6.35,1.29,0.13,97.65,0.0,54.62,16.81,5.69,1.5,0.38,120.38
Roy Nelson,Antonio Silva,2016-09-24,John McCarthy,Red,8-9-0,9,0,8,0,0,1,1,0,7,0,0,3-7-0,7,0,3,0,0,0,0,0,3,0,0,0.1,62.47,22.62,6.94,4.03,0.0,352.74,0.15,12.0,6.14,0.2,0.0,0.0,14.31
Thiago Santos,Eric Spicely,2016-09-24,John McCarthy,Blue,5-3-0,3,0,5,0,0,1,1,0,4,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.6,27.71,14.55,0.29,0.12,0.0,14.72,0.0,9.0,7.0,4.0,0.0,0.0,74.0
Vicente Luque,Hector Urbina,2016-09-24,Fernando Portella,Red,2-1-0,1,0,2,0,0,0,0,0,0,2,0,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0.0,47.75,22.5,2.5,2.0,1.0,223.25,0.0,16.0,7.0,0.0,0.0,2.5,45.0
Cody East,Curtis Blaydes,2016-10-01,Dave Hagen,Blue,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,62.0,26.0,0.0,0.0,0.0,39.0,0.0,58.0,24.0,6.0,2.0,0.0,65.0
Hacran Dias,Andre Fili,2016-10-01,Dan Miragliotta,Blue,3-3-0,3,0,3,0,0,2,2,1,0,0,0,3-3-0,3,0,3,0,0,1,1,0,2,0,0,0.0,88.94,39.28,4.47,1.69,0.28,146.78,0.25,40.75,15.34,2.16,1.19,0.06,53.25
Henrique da Silva,Joachim Christensen,2016-10-01,John McCarthy,Red,1-0-0,0,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,136.0,81.0,0.0,0.0,0.0,91.0,,,,,,,
John Lineker,John Dodson,2016-10-01,John McCarthy,Red,9-2-0,2,0,9,0,0,3,3,0,5,1,0,7-2-0,2,0,7,0,0,2,2,0,4,0,1,1.19,100.71,44.02,0.63,0.32,0.34,49.56,0.66,62.04,30.43,1.31,0.59,0.0,57.07
Jonathan Wilson,Ion Cutelaba,2016-10-01,Herb Dean,Blue,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,1.0,52.5,35.0,0.5,0.5,0.0,47.5,0.0,115.0,24.0,1.0,0.0,0.0,9.0
Joshua Burkman,Zak Ottow,2016-10-01,John McCarthy,Blue,6-9-0,9,0,6,0,0,3,3,1,1,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,96.48,43.76,6.0,2.46,0.0,168.27,,,,,,,
Keita Nakamura,Elizeu Zaleski dos Santos,2016-10-01,Dave Hagen,Blue,2-4-0,4,0,2,0,0,0,0,0,0,2,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0.69,87.44,32.06,3.09,1.06,0.91,119.56,0.0,138.5,64.5,2.5,0.0,0.5,103.5
Kelly Faszholz,Ketlen Vieira,2016-10-01,Dan Miragliotta,Blue,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,145.0,76.0,2.0,0.0,0.0,61.0,,,,,,,
Louis Smolka,Brandon Moreno,2016-10-01,Dan Miragliotta,Blue,5-1-0,1,0,5,0,0,2,2,0,2,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.06,104.0,67.0,5.22,2.34,4.66,367.75,,,,,,,
Nate Marquardt,Tamdan McCrory,2016-10-01,John McCarthy,Red,12-9-0,9,0,12,0,0,4,4,0,5,3,0,4-4-0,4,0,4,0,0,1,1,0,1,2,0,0.28,25.04,12.57,0.77,0.08,0.04,16.14,0.0,25.59,14.05,1.96,0.89,0.5,158.12
Shamil Abdurakhimov,Walt Harris,2016-10-01,Herb Dean,Red,1-1-0,1,0,1,0,0,1,1,0,0,0,0,1-3-0,3,0,1,0,0,0,0,0,1,0,0,0.0,64.5,35.5,1.5,0.0,0.0,17.5,0.75,56.5,23.38,0.12,0.0,0.0,0.5
Will Brooks,Alex Oliveira,2016-10-01,Herb Dean,Blue,1-0-0,0,0,1,0,0,1,1,0,0,0,0,4-2-0,2,0,4,0,0,2,2,0,1,1,0,0.0,150.0,80.0,6.0,1.0,0.0,273.0,0.12,63.47,39.44,5.66,1.41,0.16,422.97
Brad Pickett,Iuri Alcantara,2016-10-08,Marc Goddard,Blue,5-6-0,6,0,5,0,0,1,1,2,1,1,0,7-5-0,5,0,7,0,0,4,4,1,2,0,0,0.25,116.33,35.16,4.83,1.93,0.03,153.31,0.05,90.9,40.36,0.81,0.42,0.01,54.43
Danny Roberts,Mike Perry,2016-10-08,Marc Goddard,Blue,2-0-0,0,0,2,0,0,1,1,0,0,1,0,1-0-0,0,0,1,0,0,0,0,0,1,0,0,0.0,65.5,33.0,0.0,0.0,0.5,32.5,3.0,50.0,31.0,0.0,0.0,0.0,88.0
Davey Grant,Damian Stasiak,2016-10-08,Kevin Sataki,Blue,1-1-0,1,0,1,0,0,1,1,0,0,0,0,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0.0,76.5,45.0,4.0,0.5,0.0,268.0,0.0,13.0,8.0,2.0,1.5,1.0,132.5
Leon Edwards,Albert Tumenov,2016-10-08,Yves Lavigne,Red,3-2-0,2,0,3,0,0,2,2,0,1,0,0,5-2-0,2,0,5,0,0,1,1,1,3,0,0,0.19,44.62,25.25,2.0,1.0,0.5,164.56,0.22,88.5,39.03,0.7,0.02,0.0,7.12
Leonardo Santos,Adriano Martins,2016-10-08,Kevin Sataki,Red,4-1-0,1,0,4,0,0,1,1,0,1,2,0,4-1-0,1,0,4,0,0,0,0,1,2,1,0,0.5,53.44,26.5,2.25,1.06,0.31,94.25,0.62,19.19,7.44,1.06,0.81,0.06,45.12
Lukasz Sajewski,Marc Diakiese,2016-10-08,Leon Roberts,Blue,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,58.0,20.0,1.0,0.0,0.0,48.5,,,,,,,
Michael Bisping,Dan Henderson,2016-10-08,Yves Lavigne,Red,19-7-0,7,0,19,0,0,7,7,2,10,0,0,9-8-0,8,0,9,0,0,3,3,2,4,0,0,1.27,159.85,59.32,0.33,0.0,0.0,19.2,0.64,21.03,9.86,0.07,0.0,0.0,2.49
Mirsad Bektic,Russell Doane,2016-10-08,Yves Lavigne,Red,3-0-0,0,0,3,1,1,1,1,0,1,0,0,2-3-0,3,0,2,0,0,0,0,1,0,1,0,0.5,71.0,34.75,4.25,2.5,0.0,427.0,0.25,42.0,18.19,2.56,1.19,0.81,198.25
Ovince Saint Preux,Jimi Manuwa,2016-10-08,Leon Roberts,Blue,7-3-0,3,0,7,1,1,1,1,0,4,1,0,4-2-0,2,0,4,0,0,1,1,0,1,0,2,0.09,117.16,47.0,1.01,0.3,0.01,112.89,0.03,42.41,21.59,0.84,0.09,0.03,123.22
Stefan Struve,Daniel Omielanczuk,2016-10-08,Kevin Sataki,Red,11-6-0,6,0,11,1,1,1,1,0,5,4,0,4-2-0,2,0,4,2,2,0,0,0,2,0,0,0.5,46.93,28.41,0.25,0.25,0.04,17.7,0.16,60.25,38.22,1.34,0.62,0.03,143.72
Vitor Belfort,Gegard Mousasi,2016-10-08,Marc Goddard,Blue,14-8-0,8,0,14,0,0,0,0,0,11,2,1,6-3-0,3,0,6,0,0,3,3,0,2,1,0,0.43,12.25,7.28,0.0,0.0,0.01,4.4,0.53,70.85,37.5,1.39,1.38,0.14,197.92
Alexa Grasso,Heather Jo Clark,2016-11-05,Keith Peterson,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,,,,,,,,0.0,125.5,63.0,10.0,0.5,0.5,386.0
Beneil Dariush,Rashid Magomedov,2016-11-05,Herb Dean,Red,7-2-0,2,0,7,0,0,2,2,1,1,3,0,4-0-0,0,0,4,0,0,3,3,0,1,0,0,1.0,80.04,42.43,3.28,0.47,0.14,112.2,1.62,142.0,76.38,1.5,1.25,0.12,71.0
Diego Sanchez,Marcin Held,2016-11-05,Mario Yamasaki,Red,15-9-0,9,0,15,0,0,7,7,3,5,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.02,63.22,23.05,2.75,0.66,0.1,66.12,,,,,,,
Enrique Barzola,Chris Avila,2016-11-05,Miguel Jimenez,Red,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,118.0,46.5,9.0,3.0,0.0,339.0,0.0,128.0,42.0,1.0,0.0,0.0,22.0
Erick Montano,Max Griffin,2016-11-05,Jerin Valel,Blue,1-1-0,1,0,1,0,0,0,0,1,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,78.5,35.0,5.5,2.0,0.0,238.0,0.0,35.0,13.0,0.0,0.0,1.0,7.0
Erik Perez,Felipe Arantes,2016-11-05,Mario Yamasaki,Red,6-2-0,2,0,6,0,0,3,3,0,2,1,0,5-4-0,4,0,5,0,0,2,2,0,1,2,0,0.09,117.73,41.12,4.59,1.97,0.01,206.78,0.06,24.11,10.7,1.23,0.55,0.97,86.35
Henry Briones,Douglas Silva de Andrade,2016-11-05,Keith Peterson,Blue,1-1-0,1,0,1,0,0,0,0,0,0,1,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0.5,84.5,33.5,0.0,0.0,0.5,16.5,0.5,114.0,33.0,0.5,0.0,0.0,38.5
Marco Beltran,Joe Soto,2016-11-05,Miguel Jimenez,Blue,3-0-0,0,0,3,0,0,1,1,1,0,1,0,1-3-0,3,0,1,0,0,0,0,0,0,1,0,0.5,62.0,25.25,1.25,0.5,0.5,99.5,0.0,121.5,49.12,4.88,0.75,2.0,67.5
Polo Reyes,Jason Novelli,2016-11-05,Mario Yamasaki,Red,2-0-0,0,0,2,0,0,0,0,0,2,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,1.5,165.0,72.5,0.0,0.0,0.0,43.0,0.0,28.0,8.0,0.0,0.0,0.0,23.0
Martin Bravo,Claudio Puelles,2016-11-05,Keith Peterson,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Rafael Dos Anjos,Tony Ferguson,2016-11-05,Herb Dean,Blue,14-6-0,6,0,14,0,0,8,8,0,4,2,0,11-1-0,1,0,11,0,0,2,2,1,2,5,1,0.05,63.72,30.21,1.96,1.3,0.05,156.12,0.13,113.68,60.79,0.74,0.1,2.18,25.51
Ricardo Lamas,Charles Oliveira,2016-11-05,Jerin Valel,Red,7-3-0,3,0,7,0,0,3,3,0,2,2,0,9-7-0,7,0,9,0,0,1,1,0,0,8,0,0.06,105.12,50.24,5.02,0.85,0.11,112.12,0.06,56.52,28.49,6.38,2.45,0.52,173.93
Sam Alvey,Alex Nicholson,2016-11-05,Herb Dean,Red,5-3-0,3,0,5,0,0,0,0,0,4,1,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,1.05,68.71,35.75,0.0,0.0,0.25,32.64,0.5,41.0,17.0,0.0,0.0,0.0,0.5
Chris Weidman,Yoel Romero,2016-11-12,Mario Yamasaki,Blue,9-1-0,1,0,9,0,0,3,3,0,4,2,0,7-0-0,0,0,7,0,0,1,1,1,5,0,0,0.11,83.11,46.38,5.38,2.55,0.16,213.82,0.78,81.25,43.16,2.41,1.06,0.0,103.78
Eddie Alvarez,Conor McGregor,2016-11-12,John McCarthy,Blue,3-1-0,1,0,3,0,0,0,0,2,1,0,0,8-1-0,1,0,8,1,1,1,1,0,6,0,0,0.0,86.75,42.88,7.25,2.38,0.0,157.5,1.75,189.79,103.32,0.78,0.02,0.0,59.25
Frankie Edgar,Jeremy Stephens,2016-11-12,Keith Peterson,Red,14-6-0,6,0,14,0,0,8,8,0,4,2,0,12-11-0,11,0,12,0,0,5,5,1,5,0,1,0.25,195.81,64.02,8.51,1.22,0.13,111.56,0.26,117.35,49.96,4.07,0.1,0.0,139.42
Jim Miller,Thiago Alves,2016-11-12,Keith Peterson,Red,16-8-0,8,0,16,0,0,5,5,2,3,6,0,13-7-0,7,0,13,0,0,4,4,0,7,1,1,0.0,109.48,51.36,2.02,0.32,0.12,44.46,0.29,93.81,43.36,0.38,0.16,0.53,17.68
Joanna Jedrzejczyk,Karolina Kowalkiewicz,2016-11-12,Keith Peterson,Red,6-0-0,0,0,6,0,0,3,3,1,2,0,0,3-0-0,0,0,3,0,0,2,2,1,0,0,0,0.03,316.47,164.69,1.0,0.5,0.0,109.62,0.0,228.5,88.25,0.25,0.0,0.0,102.25
Khabib Nurmagomedov,Michael Johnson,2016-11-12,John McCarthy,Red,7-0-0,0,0,7,0,0,4,4,0,2,1,0,9-6-0,6,0,9,0,0,5,5,0,4,0,0,0.05,99.25,56.31,7.91,4.48,0.14,411.09,0.54,141.57,48.53,0.45,0.36,0.0,13.39
Liz Carmouche,Katlyn Chookagian,2016-11-12,Mario Yamasaki,Red,2-3-0,3,0,2,0,0,1,1,0,1,0,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,57.69,32.25,6.06,2.56,0.12,180.0,0.0,139.0,45.0,1.0,0.0,0.0,7.0
Miesha Tate,Raquel Pennington,2016-11-12,Dan Miragliotta,Blue,5-3-0,3,0,5,1,1,3,3,0,0,1,0,5-2-0,2,0,5,0,0,2,2,1,0,2,0,0.12,57.73,22.7,5.56,0.7,0.93,158.35,0.0,79.69,45.56,4.19,1.83,0.7,200.44
Rafael Natal,Tim Boetsch,2016-11-12,Dan Miragliotta,Blue,9-6-0,6,0,9,0,0,5,5,2,1,1,0,10-9-0,9,0,10,0,0,3,3,2,5,0,0,0.26,116.9,56.41,6.44,1.71,0.01,130.55,0.13,51.75,28.75,1.22,1.04,0.04,138.17
Tyron Woodley,Stephen Thompson,2016-11-12,Dan Miragliotta,Draw,6-2-0,2,0,6,0,0,0,0,1,5,0,0,8-1-0,1,0,8,0,0,3,3,0,5,0,0,0.7,40.78,15.37,0.22,0.09,0.0,35.73,0.63,158.57,69.9,0.44,0.17,0.0,76.71
Vicente Luque,Belal Muhammad,2016-11-12,John McCarthy,Red,3-1-0,1,0,3,0,0,0,0,0,1,2,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0.5,34.88,16.75,1.25,1.0,0.5,112.12,0.0,174.0,71.5,6.0,2.5,0.0,193.0
Anna Elmose,Amanda Cooper,2016-11-19,Grant Waterman,Blue,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,10.0,6.0,5.0,0.0,0.0,114.0,0.0,4.0,1.0,0.0,0.0,2.0,26.0
Artem Lobov,Teruto Ishihara,2016-11-19,Rich Mitchell,Red,1-2-0,2,0,1,0,0,1,1,0,0,0,0,2-1-0,1,0,2,0,0,0,0,0,2,0,0,0.0,88.25,32.75,0.5,0.0,0.0,143.0,1.25,67.25,35.25,0.75,0.0,0.0,7.5
Brett Johns,Kwan Ho Kwak,2016-11-19,Rich Mitchell,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Cezar Ferreira,Jack Hermansson,2016-11-19,Fernando Portella,Red,6-3-0,3,0,6,0,0,4,4,1,0,1,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.01,47.35,24.15,4.78,3.96,0.0,388.51,0.0,156.0,88.0,6.0,1.0,0.0,196.0
