b_fighter,gender,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_record,b_losses,b_draws,b_wins,b_winbydecisionmajority,b_winbydecisionunanimous,b_winsbydecisionmajority,b_winsbydecisionsplit,b_winsbydecisionunanimous,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_matchwcrank,b_pfprank
Seohee Ham,FEMALE,Women's Strawweight,29.0,Southpaw,157.48,157.48,115.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Alan Jouban,MALE,Welterweight,34.0,Southpaw,182.88,185.42,170.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Mark Eddiva,MALE,Featherweight,30.0,Orthodox,172.72,172.72,145.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Antonio Carlos Junior,MALE,Middleweight,26.0,Orthodox,187.96,200.66,185.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Neil Magny,MALE,Welterweight,28.0,Orthodox,190.5,203.2,170.0,10.0-3.0-0.0,3.0,0.0,10.0,0.0,5.0,0.0,,5.0,3.0,1.0,0.0,9.0,
Johnny Case,MALE,Lightweight,26.0,Orthodox,177.8,182.88,155.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,1.0,0.0,,
Steve Bosse,MALE,Light Heavyweight,34.0,Orthodox,180.34,182.88,205.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rin Nakai,FEMALE,Women's Bantamweight,29.0,Orthodox,154.94,152.4,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Frank Mir,MALE,Heavyweight,36.0,Southpaw,190.5,200.66,264.0,16.0-10.0-0.0,10.0,0.0,16.0,0.0,2.0,0.0,,2.0,5.0,8.0,0.0,10.0,
Viscardi Andrade,MALE,Welterweight,32.0,Orthodox,180.34,190.5,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Chad Laprise,MALE,Lightweight,29.0,Orthodox,177.8,180.34,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Bojan Velickovic,MALE,Middleweight,27.0,Southpaw,182.88,193.04,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Junior Dos Santos,MALE,Heavyweight,32.0,Orthodox,193.04,195.58,238.0,11.0-3.0-0.0,3.0,0.0,11.0,0.0,3.0,0.0,,3.0,8.0,0.0,0.0,5.0,
Gabriel Gonzaga,MALE,Heavyweight,36.0,Orthodox,187.96,193.04,242.0,12.0-9.0-0.0,9.0,0.0,12.0,0.0,1.0,0.0,,1.0,7.0,4.0,0.0,,
Damian Stasiak,MALE,Bantamweight,26.0,Orthodox,165.1,177.8,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Curtis Blaydes,MALE,Heavyweight,25.0,Orthodox,193.04,203.2,265.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alejandro Perez,MALE,Bantamweight,26.0,Orthodox,167.64,170.18,135.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Jan Blachowicz,MALE,Light Heavyweight,33.0,Orthodox,187.96,198.12,205.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Cyril Asker,MALE,Heavyweight,30.0,Orthodox,182.88,187.96,247.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Damir Hadzovic,MALE,Lightweight,29.0,Orthodox,175.26,177.8,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Cristina Stanciu,FEMALE,Women's Strawweight,22.0,Orthodox,160.02,162.56,115.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Zak Cummings,MALE,Welterweight,31.0,Southpaw,182.88,190.5,185.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Lucas Martins,MALE,Featherweight,27.0,Southpaw,182.88,182.88,145.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,
Marcin Tybura,MALE,Heavyweight,30.0,Orthodox,190.5,198.12,249.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Michael Chiesa,MALE,Lightweight,28.0,Southpaw,185.42,190.5,170.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,2.0,0.0,,2.0,0.0,4.0,0.0,14.0,
Raquel Pennington,FEMALE,Women's Bantamweight,27.0,Orthodox,170.18,170.18,135.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,2.0,0.0,11.0,
Santiago Ponzinibbio,MALE,Welterweight,29.0,Orthodox,182.88,185.42,170.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Hacran Dias,MALE,Featherweight,31.0,Orthodox,172.72,175.26,155.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,10.0,
Omari Akhmedov,MALE,Welterweight,28.0,Orthodox,182.88,185.42,185.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Rashad Evans,MALE,Light Heavyweight,36.0,Orthodox,182.88,190.5,205.0,14.0-5.0-0.0,5.0,0.0,14.0,1.0,3.0,1.0,,3.0,6.0,0.0,0.0,7.0,
Manvel Gamburyan,MALE,Bantamweight,34.0,Orthodox,165.1,170.18,135.0,6.0-7.0-0.0,7.0,0.0,6.0,0.0,3.0,0.0,,3.0,0.0,3.0,0.0,,
Darrell Horcher,MALE,Catch Weight,28.0,Southpaw,177.8,177.8,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Cezar Ferreira,MALE,Middleweight,31.0,Southpaw,185.42,198.12,185.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Michael Graves,MALE,Welterweight,25.0,Orthodox,177.8,180.34,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Tecia Torres,FEMALE,Women's Strawweight,26.0,Orthodox,154.94,152.4,115.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,4.0,
Edson Barboza,MALE,Lightweight,30.0,Orthodox,180.34,190.5,155.0,10.0-4.0-0.0,4.0,0.0,10.0,1.0,3.0,1.0,,3.0,5.0,0.0,0.0,8.0,
Juliana Lima,FEMALE,Women's Strawweight,34.0,Orthodox,165.1,165.1,115.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,14.0,
Dominique Steele,MALE,Welterweight,28.0,Orthodox,177.8,187.96,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Henry Cejudo,MALE,Flyweight,29.0,Orthodox,162.56,162.56,135.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,2.0,
Kevin Lee,MALE,Lightweight,23.0,Orthodox,175.26,195.58,170.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
James Vick,MALE,Lightweight,29.0,Orthodox,190.5,193.04,155.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,,
Ovince Saint Preux,MALE,Light Heavyweight,33.0,Southpaw,190.5,203.2,205.0,7.0-2.0-0.0,2.0,0.0,7.0,1.0,1.0,1.0,,1.0,4.0,1.0,0.0,6.0,
Clint Hester,MALE,Light Heavyweight,29.0,Orthodox,187.96,195.58,205.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,,
Rafael Natal,MALE,Middleweight,33.0,Orthodox,182.88,193.04,185.0,9.0-5.0-0.0,5.0,0.0,9.0,0.0,5.0,0.0,,5.0,1.0,1.0,0.0,13.0,
Chris Kelades,MALE,Flyweight,35.0,Orthodox,170.18,172.72,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Cody East,MALE,Heavyweight,27.0,Orthodox,190.5,187.96,245.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Andre Fili,MALE,Featherweight,25.0,Orthodox,180.34,187.96,145.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Gunnar Nelson,MALE,Welterweight,27.0,Switch,180.34,182.88,170.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,1.0,0.0,,1.0,0.0,4.0,0.0,,
Andrei Arlovski,MALE,Heavyweight,37.0,Orthodox,190.5,195.58,240.0,14.0-5.0-0.0,5.0,0.0,14.0,0.0,2.0,0.0,,2.0,9.0,2.0,0.0,5.0,
Stefan Struve,MALE,Heavyweight,28.0,Orthodox,210.82,213.36,265.0,10.0-6.0-0.0,6.0,0.0,10.0,1.0,1.0,1.0,,1.0,4.0,4.0,0.0,,
Anna Elmose,FEMALE,Women's Bantamweight,31.0,Orthodox,160.02,165.1,115.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Josh Emmett,MALE,Lightweight,31.0,Orthodox,167.64,177.8,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Heather Jo Clark,FEMALE,Women's Strawweight,35.0,Orthodox,167.64,162.56,115.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Neil Seery,MALE,Flyweight,36.0,Orthodox,162.56,162.56,125.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Dominic Waters,MALE,Welterweight,27.0,Orthodox,185.42,200.66,170.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Garreth McLellan,MALE,Middleweight,33.0,Southpaw,185.42,182.88,185.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Francimar Barroso,MALE,Light Heavyweight,36.0,Orthodox,185.42,190.5,205.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,,
Chris Wade,MALE,Lightweight,28.0,Orthodox,177.8,177.8,155.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,,
Reza Madadi,MALE,Lightweight,37.0,Orthodox,180.34,182.88,155.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Willie Gates,MALE,Flyweight,29.0,Orthodox,172.72,177.8,125.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Leslie Smith,MALE,Catch Weight,33.0,Orthodox,175.26,167.64,135.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Matt Brown,MALE,Welterweight,35.0,Orthodox,182.88,190.5,170.0,13.0-7.0-0.0,7.0,0.0,13.0,0.0,2.0,0.0,,2.0,9.0,2.0,0.0,8.0,
Stipe Miocic,MALE,Heavyweight,33.0,Orthodox,193.04,203.2,240.0,8.0-2.0-0.0,2.0,0.0,8.0,0.0,3.0,0.0,,3.0,5.0,0.0,0.0,3.0,
Yancy Medeiros,MALE,Lightweight,28.0,Orthodox,177.8,190.5,155.0,3.0-4.0-0.0,4.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Vitor Belfort,MALE,Middleweight,39.0,Southpaw,182.88,187.96,185.0,14.0-7.0-0.0,7.0,0.0,14.0,0.0,0.0,0.0,,0.0,11.0,2.0,1.0,3.0,
Rob Font,MALE,Bantamweight,28.0,Orthodox,172.72,180.34,135.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Corey Anderson,MALE,Light Heavyweight,26.0,Orthodox,190.5,200.66,205.0,5.0-1.0-0.0,1.0,0.0,5.0,0.0,4.0,0.0,,4.0,1.0,0.0,0.0,12.0,
Zubaira Tukhugov,MALE,Featherweight,25.0,Orthodox,172.72,172.72,145.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Patrick Cummins,MALE,Light Heavyweight,35.0,Orthodox,187.96,193.04,205.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,2.0,0.0,,2.0,2.0,0.0,0.0,11.0,
Nate Marquardt,MALE,Middleweight,37.0,Orthodox,182.88,187.96,185.0,12.0-8.0-0.0,8.0,0.0,12.0,0.0,4.0,0.0,,4.0,5.0,3.0,0.0,,
Bryan Barberena,MALE,Welterweight,27.0,Southpaw,182.88,182.88,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Jordan Rinaldi,MALE,Lightweight,28.0,Orthodox,177.8,182.88,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Bryan Caraway,MALE,Bantamweight,31.0,Orthodox,172.72,172.72,135.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,1.0,0.0,,1.0,0.0,4.0,0.0,8.0,
Vitor Miranda,MALE,Middleweight,37.0,Orthodox,185.42,195.58,185.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,,
Adam Milstead,MALE,Heavyweight,28.0,Orthodox,190.5,193.04,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Shane Campbell,MALE,Lightweight,29.0,Orthodox,182.88,180.34,155.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Alberto Uda,MALE,Middleweight,31.0,Orthodox,190.5,195.58,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Lorenz Larkin,MALE,Welterweight,29.0,Orthodox,180.34,182.88,170.0,3.0-5.0-0.0,5.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Paul Felder,MALE,Lightweight,32.0,Orthodox,180.34,177.8,155.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Jeremy Stephens,MALE,Featherweight,30.0,Orthodox,172.72,180.34,145.0,11.0-11.0-0.0,11.0,0.0,11.0,0.0,4.0,0.0,,4.0,5.0,0.0,1.0,9.0,
Jessica Eye,FEMALE,Women's Bantamweight,29.0,Orthodox,167.64,167.64,125.0,1.0-4.0-0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,7.0,
Rick Story,MALE,Welterweight,31.0,Southpaw,175.26,180.34,170.0,11.0-6.0-0.0,6.0,0.0,11.0,0.0,4.0,0.0,,4.0,2.0,2.0,0.0,11.0,
Cody Garbrandt,MALE,Bantamweight,24.0,Orthodox,172.72,165.1,135.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
James Vick,MALE,Lightweight,29.0,Orthodox,190.5,193.04,155.0,5.0-0.0-0.0,0.0,0.0,5.0,0.0,3.0,0.0,,3.0,0.0,2.0,0.0,,
Clay Guida,MALE,Featherweight,34.0,Orthodox,170.18,177.8,155.0,12.0-10.0-0.0,10.0,0.0,12.0,0.0,4.0,0.0,,4.0,1.0,4.0,0.0,,
Alex Caceres,MALE,Featherweight,27.0,Southpaw,177.8,185.42,145.0,6.0-7.0-0.0,7.0,0.0,6.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,,
Hector Lombard,MALE,Middleweight,38.0,Southpaw,175.26,180.34,185.0,3.0-4.0-0.0,4.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Urijah Faber,MALE,Bantamweight,37.0,Orthodox,167.64,170.18,135.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,3.0,0.0,,3.0,0.0,6.0,0.0,2.0,
Bobby Green,MALE,Lightweight,29.0,Orthodox,177.8,180.34,155.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,13.0,
Jessica Andrade,FEMALE,Women's Strawweight,24.0,Orthodox,154.94,157.48,115.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Henrique da Silva,MALE,Light Heavyweight,26.0,Orthodox,190.5,193.04,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Michael Bisping,MALE,Middleweight,37.0,Orthodox,185.42,190.5,185.0,18.0-7.0-0.0,7.0,0.0,18.0,0.0,7.0,0.0,,7.0,9.0,0.0,0.0,4.0,
Ricardo Lamas,MALE,Featherweight,34.0,Orthodox,172.72,180.34,145.0,7.0-2.0-0.0,2.0,0.0,7.0,0.0,3.0,0.0,,3.0,2.0,2.0,0.0,5.0,
Dong Hyun Ma,MALE,Lightweight,27.0,Orthodox,180.34,177.8,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tom Breese,MALE,Welterweight,24.0,Southpaw,190.5,185.42,185.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Geane Herrera,MALE,Flyweight,26.0,Orthodox,165.1,167.64,125.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Joe Soto,MALE,Bantamweight,29.0,Orthodox,167.64,165.1,135.0,0.0-3.0-0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jonathan Meunier,MALE,Welterweight,28.0,Switch,190.5,190.5,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Patrick Cote,MALE,Welterweight,36.0,Orthodox,180.34,180.34,170.0,10.0-9.0-0.0,9.0,0.0,10.0,0.0,4.0,0.0,,4.0,4.0,0.0,0.0,,
Sam Alvey,MALE,Middleweight,30.0,Southpaw,187.96,190.5,205.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,,
Leandro Silva,MALE,Lightweight,30.0,Orthodox,175.26,182.88,155.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Ion Cutelaba,MALE,Light Heavyweight,22.0,Southpaw,185.42,190.5,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Thibault Gouti,MALE,Lightweight,29.0,Orthodox,177.8,182.88,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jocelyn Jones-Lybarger,FEMALE,Women's Strawweight,30.0,Orthodox,170.18,162.56,115.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Stephen Thompson,MALE,Welterweight,33.0,Orthodox,182.88,190.5,170.0,7.0-1.0-0.0,1.0,0.0,7.0,0.0,2.0,0.0,,2.0,5.0,0.0,0.0,2.0,
Sean O'Connell,MALE,Light Heavyweight,32.0,Orthodox,185.42,187.96,205.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Krzysztof Jotko,MALE,Middleweight,26.0,Southpaw,185.42,195.58,185.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,,
Joanne Calderwood,FEMALE,Women's Flyweight,30.0,Orthodox,167.64,165.1,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Belal Muhammad,MALE,Welterweight,27.0,Orthodox,180.34,182.88,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dileno Lopes,MALE,Bantamweight,31.0,Southpaw,165.1,165.1,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jerrod Sanders,MALE,Bantamweight,36.0,Orthodox,172.72,182.88,135.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Lukasz Sajewski,MALE,Lightweight,25.0,Orthodox,172.72,180.34,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mitch Clarke,MALE,Lightweight,30.0,Orthodox,177.8,185.42,155.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Mehdi Baghdad,MALE,Lightweight,31.0,Orthodox,185.42,190.5,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Reginaldo Vieira,MALE,Bantamweight,33.0,Orthodox,170.18,165.1,135.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Alberto Mina,MALE,Welterweight,34.0,Orthodox,182.88,195.58,170.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Eddie Alvarez,MALE,Lightweight,32.0,Orthodox,175.26,175.26,155.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,
Derrick Lewis,MALE,Heavyweight,31.0,Orthodox,190.5,200.66,260.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,12.0,
Pedro Munhoz,MALE,Bantamweight,29.0,Orthodox,167.64,165.1,135.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Alvaro Herrera Mendoza,MALE,Welterweight,26.0,Orthodox,182.88,187.96,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Khalil Rountree Jr.,MALE,Light Heavyweight,26.0,Southpaw,185.42,193.04,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Anthony Smith,MALE,Middleweight,27.0,Orthodox,193.04,193.04,205.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Josh Stansbury,MALE,Light Heavyweight,31.0,Orthodox,187.96,187.96,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Thiago Tavares,MALE,Featherweight,31.0,Orthodox,170.18,172.72,145.0,10.0-7.0-0.0,7.0,0.0,10.0,0.0,4.0,0.0,,4.0,1.0,5.0,0.0,,
Fernando Bruno,MALE,Featherweight,34.0,Southpaw,167.64,177.8,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kevin Lee,MALE,Lightweight,23.0,Orthodox,175.26,195.58,170.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,3.0,0.0,,3.0,0.0,1.0,0.0,,
Claudia Gadelha,FEMALE,Women's Strawweight,27.0,Orthodox,162.56,160.02,115.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,1.0,
Andrew Holbrook,MALE,Lightweight,30.0,Southpaw,180.34,177.8,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Matheus Nicolau,MALE,Flyweight,23.0,Orthodox,167.64,167.64,125.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Anton Zafir,MALE,Welterweight,29.0,Orthodox,180.34,182.88,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Will Brooks,MALE,Lightweight,29.0,Orthodox,177.8,182.88,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Amanda Cooper,FEMALE,Women's Strawweight,24.0,Switch,160.02,162.56,115.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Travis Browne,MALE,Heavyweight,33.0,Orthodox,198.12,200.66,255.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,1.0,0.0,,1.0,7.0,1.0,0.0,7.0,
Julianna Pena,FEMALE,Women's Bantamweight,26.0,Orthodox,167.64,175.26,135.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,5.0,
Anderson Silva,MALE,Light Heavyweight,41.0,Southpaw,187.96,195.58,185.0,16.0-4.0-0.0,4.0,0.0,16.0,0.0,2.0,0.0,,2.0,11.0,3.0,0.0,,
Joe Lauzon,MALE,Lightweight,32.0,Orthodox,177.8,180.34,155.0,12.0-8.0-0.0,8.0,0.0,12.0,0.0,1.0,0.0,,1.0,3.0,7.0,1.0,,
Thiago Santos,MALE,Middleweight,32.0,Orthodox,187.96,193.04,205.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,1.0,0.0,,1.0,4.0,0.0,0.0,15.0,
Takanori Gomi,MALE,Lightweight,37.0,Southpaw,170.18,177.8,155.0,4.0-6.0-0.0,6.0,0.0,4.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Kelvin Gastelum,MALE,Welterweight,24.0,Southpaw,175.26,180.34,185.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,1.0,0.0,,1.0,1.0,2.0,0.0,12.0,
Frankie Edgar,MALE,Featherweight,34.0,Orthodox,167.64,172.72,145.0,14.0-5.0-0.0,5.0,0.0,14.0,0.0,8.0,0.0,,8.0,4.0,2.0,0.0,2.0,10.0
Amanda Nunes,FEMALE,Women's Bantamweight,28.0,Orthodox,172.72,175.26,145.0,5.0-1.0-0.0,1.0,0.0,5.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,4.0,
