r_name,b_name,event,date,month,year,gender,city,state,country,referee,winner,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_age_range,r_stance,b_odds,b_age,r_age_range,b_stance,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds),r_undefeated,b_undefeated,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion
Mike Wilkinson,Makwan Amirkhani,UFC Fight Night: Silva vs Bisping,2016-02-27,2,2016,MALE,London,England,United Kingdom,Grant Waterman,Blue,U-DEC,,3,False,Featherweight,3,False,-7.62,1,-10.16,160,28,26-30,Orthodox,-185,27,26-30,Southpaw,0.5,48.25,17.5,3.75,0.5,0.0,70.0,0.5,3.5,3.0,0.5,0.5,1.0,40.5,False,True,False,False,False,False,False,False
Norman Parke,Rustam Khabilov,UFC Fight Night: Silva vs Bisping,2016-02-27,2,2016,MALE,London,England,United Kingdom,,Blue,U-DEC,,3,False,Lightweight,3,False,7.62,0,-7.62,170,29,26-30,Southpaw,-200,29,26-30,Orthodox,0.0,125.42,40.53,7.81,1.7,0.0,270.83,0.12,74.0,18.5,6.25,2.12,0.12,76.06,False,False,False,False,False,False,False,False
Scott Askham,Chris Dempsey,UFC Fight Night: Silva vs Bisping,2016-02-27,2,2016,MALE,London,England,United Kingdom,Leon Roberts,Red,KO/TKO,Punch,1,False,Middleweight,3,False,12.7,-1,7.62,-360,27,26-30,Southpaw,300,28,26-30,Orthodox,0.75,50.25,24.25,1.0,0.0,0.5,110.0,0.0,37.75,11.25,3.5,0.75,0.0,49.25,False,False,False,False,False,False,False,False
Teemu Packalen,Thibault Gouti,UFC Fight Night: Silva vs Bisping,2016-02-27,2,2016,MALE,London,England,United Kingdom,Grant Waterman,Red,SUB,Rear Naked Choke,1,False,Lightweight,3,False,7.62,0,0.0,100,28,26-30,Orthodox,-110,28,26-30,Orthodox,0.0,61.0,35.0,11.0,3.0,1.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Tom Breese,Keita Nakamura,UFC Fight Night: Silva vs Bisping,2016-02-27,2,2016,MALE,London,England,United Kingdom,Leon Roberts,Red,U-DEC,,3,False,Welterweight,3,False,10.16,-7,0.0,-1165,24,21-25,Southpaw,750,31,21-25,Southpaw,1.0,38.5,24.5,1.0,0.0,0.0,30.5,0.75,107.75,40.25,2.38,1.25,0.62,175.25,True,False,False,False,False,False,False,False
Amanda Nunes,Valentina Shevchenko,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,FEMALE,Las Vegas,Nevada,USA,Herb Dean,Red,U-DEC,,3,False,Women's Bantamweight,3,False,7.62,0,7.62,-105,27,26-30,Orthodox,-115,27,26-30,Southpaw,0.75,32.94,21.5,0.62,0.31,0.5,61.5,0.0,44.0,32.0,9.0,4.0,0.0,373.0,False,True,True,False,True,False,False,False
Brandon Thatch,Siyar Bahadurzada,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,John McCarthy,Blue,SUB,Arm Triangle,3,False,Welterweight,3,False,7.62,-1,2.54,-335,30,26-30,Switch,275,31,26-30,Orthodox,0.38,49.5,18.62,0.88,0.62,0.0,10.0,0.25,67.0,24.0,1.0,0.5,0.0,58.0,False,False,False,False,False,False,False,False
Conor McGregor,Nate Diaz,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,SUB,Rear Naked Choke,2,False,Welterweight,5,False,-7.62,-3,-5.08,-425,27,26-30,Southpaw,340,30,26-30,Southpaw,0.98,47.16,24.28,0.11,0.09,0.0,16.02,0.0,195.16,88.99,0.42,0.06,0.17,9.05,True,False,False,True,False,False,False,False
Corey Anderson,Tom Lawlor,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,John McCarthy,Red,U-DEC,,3,False,Light Heavyweight,3,False,7.62,-6,12.7,-250,26,26-30,Orthodox,210,32,26-30,Southpaw,0.0,147.25,69.19,9.94,4.56,0.0,450.19,0.57,41.97,16.95,3.42,0.35,0.56,109.29,False,False,True,False,False,False,False,False
Darren Elkins,Chas Skelly,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Red,U-DEC,,3,False,Featherweight,3,False,-2.54,1,-2.54,155,31,31-35,Orthodox,-175,30,31-35,Orthodox,0.01,123.15,38.38,9.53,3.96,1.53,378.66,0.25,36.5,16.94,3.94,1.56,1.94,204.75,False,False,True,False,False,False,False,False
Diego Sanchez,Jim Miller,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Red,U-DEC,,3,False,Lightweight,3,False,5.08,2,2.54,160,34,31-35,Southpaw,-185,32,31-35,Southpaw,0.06,107.87,32.19,1.99,0.64,0.41,57.5,0.0,44.88,18.89,1.2,0.59,0.93,113.67,False,False,False,False,False,False,False,False
Erick Silva,Nordine Taleb,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,KO/TKO,Punch,2,False,Welterweight,3,False,-2.54,-3,0.0,-225,31,31-35,Orthodox,185,34,31-35,Orthodox,0.06,42.81,20.92,2.57,1.63,0.46,118.91,0.0,56.75,31.75,3.5,2.25,0.0,281.5,False,False,False,False,False,False,False,False
Gian Villante,Ilir Latifi,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Blue,U-DEC,,3,False,Light Heavyweight,3,False,12.7,-2,7.62,160,30,26-30,Orthodox,-185,32,26-30,Orthodox,0.52,69.19,33.95,0.77,0.36,0.0,14.38,0.75,9.94,4.56,0.19,0.12,0.06,5.56,False,False,True,False,False,False,False,False
Holly Holm,Miesha Tate,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,FEMALE,Las Vegas,Nevada,USA,John McCarthy,Blue,SUB,Rear Naked Choke,5,True,Women's Bantamweight,5,False,5.08,5,10.16,-300,34,31-35,Southpaw,250,29,31-35,Orthodox,0.5,123.5,46.25,0.75,0.75,0.0,20.75,0.5,96.94,44.78,3.25,0.81,1.72,328.41,True,False,True,True,True,False,True,False
Jason Saggo,Justin Salas,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Red,KO/TKO,Punches,1,False,Lightweight,3,False,7.62,-3,2.54,-190,30,26-30,Orthodox,165,33,26-30,Southpaw,0.5,37.0,19.5,9.5,4.0,0.0,330.0,0.25,64.09,28.09,4.66,0.31,0.0,40.44,False,False,False,False,False,False,False,False
Julian Erosa,Teruto Ishihara,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Blue,KO/TKO,Punch,2,False,Featherweight,3,False,15.24,2,12.7,-175,26,26-30,Southpaw,155,24,26-30,Southpaw,0.0,108.0,61.0,3.0,2.0,2.0,279.0,2.0,168.0,88.0,1.0,0.0,0.0,10.0,True,False,False,False,False,False,False,False
Vitor Miranda,Marcelo Guimaraes,UFC 196: McGregor vs Diaz,2016-03-05,3,2016,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Red,KO/TKO,Kick,2,False,Middleweight,3,False,2.54,4,10.16,-300,36,36-40,Orthodox,250,32,36-40,Orthodox,0.0,54.5,37.25,0.75,0.5,0.0,132.75,0.0,132.0,66.5,11.75,2.0,0.0,218.75,False,False,False,False,False,False,False,False
Alan Patrick,Damien Brown,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,Greg Kleynjans,Red,U-DEC,,3,False,Lightweight,3,False,2.54,1,15.24,-300,32,31-35,Southpaw,250,31,31-35,Orthodox,0.25,61.25,22.5,6.75,0.75,0.0,49.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Bec Rawlings,Seohee Ham,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,FEMALE,Brisbane,Queensland,Australia,Steve Perceval,Red,,,,False,Women's Strawweight,3,False,10.16,-2,5.08,-110,27,26-30,Orthodox,-110,29,26-30,Southpaw,0.0,79.0,45.0,1.0,0.0,0.5,98.0,0.0,142.5,64.5,2.5,0.0,0.0,82.5,False,False,False,False,False,False,False,False
Brendan O'Reilly,Alan Jouban,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,John Sharp,Blue,KO/TKO,Elbow,1,False,Welterweight,3,False,-12.7,-6,-10.16,415,28,26-30,Orthodox,-525,34,26-30,Southpaw,0.0,67.5,28.5,6.5,3.0,0.5,327.0,0.31,58.56,29.25,0.25,0.25,0.0,46.62,False,False,False,False,False,False,False,False
Dan Hooker,Mark Eddiva,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,Greg Kleynjans,Red,SUB,Guillotine Choke,1,False,Featherweight,3,False,10.16,-4,17.78,-160,26,26-30,Switch,150,30,26-30,Orthodox,0.25,86.5,28.62,1.5,0.5,0.0,210.0,0.0,93.25,41.75,5.0,1.0,0.0,195.5,False,False,False,False,False,False,False,False
Daniel Kelly,Antonio Carlos Junior,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,Greg Kleynjans,Red,KO/TKO,Punches,3,False,Middleweight,3,False,-5.08,12,-22.86,385,38,36-40,Southpaw,-485,26,36-40,Orthodox,0.0,92.25,42.75,6.75,2.62,0.12,242.88,0.0,33.88,14.38,3.0,1.75,0.5,178.75,False,False,False,False,False,False,False,False
Hector Lombard,Neil Magny,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,Steve Perceval,Blue,KO/TKO,Punches,3,False,Welterweight,3,False,-15.24,10,-22.86,100,38,36-40,Southpaw,-120,28,36-40,Orthodox,0.19,90.66,38.88,3.06,2.31,0.0,187.12,0.0,117.48,50.66,9.77,4.29,0.03,255.99,False,False,True,False,True,False,False,False
Jake Matthews,Johnny Case,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,John Sharp,Red,SUB,Rear Naked Choke,3,False,Lightweight,3,False,2.54,-5,2.54,105,21,21-25,Orthodox,-125,26,21-25,Orthodox,0.0,74.5,42.75,3.62,1.38,0.25,277.38,0.62,129.75,56.0,2.5,1.5,0.12,207.38,False,True,False,False,False,False,False,False
James Te Huna,Steve Bosse,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,Marc Goddard,Blue,KO/TKO,Punch,1,False,Light Heavyweight,3,False,7.62,0,7.62,-255,34,31-35,Orthodox,215,34,31-35,Orthodox,0.04,22.89,11.62,1.15,0.24,0.0,54.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Leslie Smith,Rin Nakai,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,FEMALE,Brisbane,Queensland,Australia,John Sharp,Red,U-DEC,,3,False,Women's Bantamweight,3,False,20.32,4,15.24,-130,33,31-35,Orthodox,110,29,31-35,Orthodox,0.25,124.5,42.75,1.25,0.0,0.0,32.25,0.0,47.0,16.0,19.0,3.0,0.0,236.0,False,False,False,False,False,False,False,False
Mark Hunt,Frank Mir,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,Marc Goddard,Red,KO/TKO,Punch,1,False,Heavyweight,5,False,-12.7,5,-17.78,-150,41,41-45,Orthodox,130,36,41-45,Southpaw,0.73,51.14,21.69,0.31,0.2,0.0,30.11,0.38,40.91,18.37,2.74,0.58,0.07,124.09,False,False,True,False,True,False,False,False
Richard Walsh,Viscardi Andrade,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,Marc Goddard,Blue,U-DEC,,3,False,Welterweight,3,False,2.54,-5,-5.08,-125,27,26-30,Orthodox,105,32,26-30,Orthodox,0.25,118.38,65.25,1.12,0.62,0.0,240.88,0.5,113.25,48.0,1.5,0.25,0.0,43.5,False,False,False,False,False,False,False,False
Ross Pearson,Chad Laprise,UFC Fight Night: Hunt vs Mir,2016-03-19,3,2016,MALE,Brisbane,Queensland,Australia,Steve Perceval,Red,S-DEC,,3,False,Lightweight,3,False,-5.08,2,-5.08,-105,31,31-35,Orthodox,-115,29,31-35,Orthodox,0.09,83.71,34.65,1.3,1.26,0.0,78.45,0.0,83.62,38.25,1.12,0.5,0.0,61.62,False,False,False,False,False,False,False,False
Alessio Di Chirico,Bojan Velickovic,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Kevin Sataki,Blue,U-DEC,,3,False,Middleweight,3,False,0.0,-1,-5.08,155,26,26-30,Orthodox,-175,27,26-30,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Ben Rothwell,Junior Dos Santos,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Leon Roberts,Blue,U-DEC,,5,False,Heavyweight,5,False,0.0,2,2.54,-105,34,31-35,Orthodox,-115,32,31-35,Orthodox,0.2,61.18,25.21,0.14,0.04,0.76,16.9,0.41,129.34,55.53,0.48,0.32,0.12,27.99,False,False,True,False,True,False,False,False
Derrick Lewis,Gabriel Gonzaga,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Marc Goddard,Red,KO/TKO,Punches,1,False,Heavyweight,3,False,2.54,-5,7.62,-150,31,31-35,Orthodox,130,36,31-35,Orthodox,0.0,39.45,21.78,1.42,0.53,0.0,107.25,0.05,41.68,17.74,5.68,1.58,0.26,190.89,False,False,False,False,False,False,False,False
Filip Pejic,Damian Stasiak,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Marc Goddard,Blue,SUB,Rear Naked Choke,1,False,Bantamweight,3,False,7.62,-3,0.0,-110,23,21-25,Orthodox,100,26,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,2.0,1.0,1.0,163.0,True,False,False,False,False,False,False,False
Francis Ngannou,Curtis Blaydes,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Kevin Sataki,Red,KO/TKO,,2,False,Heavyweight,3,False,0.0,4,7.62,140,29,26-30,Orthodox,-160,25,26-30,Orthodox,1.0,45.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Ian Entwistle,Alejandro Perez,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Grant Waterman,Blue,KO/TKO,Punches,1,False,Bantamweight,3,False,-2.54,3,-7.62,-150,29,26-30,Orthodox,130,26,26-30,Orthodox,0.0,5.5,0.5,1.0,0.0,3.0,10.5,0.0,78.25,29.0,0.75,0.25,0.25,14.5,False,False,False,False,False,False,False,False
Igor Pokrajac,Jan Blachowicz,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Leon Roberts,Blue,U-DEC,,3,False,Light Heavyweight,3,False,-5.08,4,-5.08,280,37,36-40,Orthodox,-340,33,36-40,Orthodox,0.01,20.11,9.38,1.01,0.05,0.13,38.99,0.0,53.0,24.25,1.25,0.5,0.5,20.25,False,False,False,False,False,False,False,False
Jared Cannonier,Cyril Asker,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Grant Waterman,Red,KO/TKO,Punch,1,False,Heavyweight,3,False,-2.54,2,7.62,-135,32,31-35,Switch,115,30,31-35,Orthodox,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Mairbek Taisumov,Damir Hadzovic,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,,Red,KO/TKO,Punch,1,False,Lightweight,3,False,0.0,-2,7.62,-320,27,26-30,Orthodox,260,29,26-30,Orthodox,0.62,48.62,25.56,0.94,0.81,0.0,42.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Maryna Moroz,Cristina Stanciu,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,FEMALE,Zagreb,,Croatia,Kevin Sataki,Red,U-DEC,,3,False,Women's Strawweight,3,False,10.16,2,7.62,-170,24,21-25,Orthodox,150,22,21-25,Orthodox,0.0,96.5,33.5,0.0,0.0,0.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,False,False,False
Nicolas Dalby,Zak Cummings,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Marc Goddard,Blue,U-DEC,,3,False,Welterweight,3,False,-2.54,0,-2.54,-105,31,31-35,Orthodox,-115,31,31-35,Southpaw,0.0,154.5,62.5,7.0,4.0,0.0,238.0,0.5,45.5,15.62,1.0,0.62,0.25,85.62,False,False,False,False,False,False,False,False
Rob Whiteford,Lucas Martins,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Leon Roberts,Blue,,,,False,Featherweight,3,False,-7.62,5,-7.62,-110,32,31-35,Southpaw,-110,27,31-35,Southpaw,0.25,50.5,21.62,2.88,1.12,0.0,93.38,0.22,55.19,18.84,0.12,0.0,0.31,10.25,False,False,False,False,False,False,False,False
Tim Johnson,Marcin Tybura,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,4,2016,MALE,Zagreb,,Croatia,Grant Waterman,Red,,,,False,Heavyweight,3,False,0.0,1,-2.54,-110,31,31-35,Southpaw,-110,30,31-35,Orthodox,0.0,58.0,24.0,3.0,2.0,0.0,290.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Beneil Dariush,Michael Chiesa,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,MALE,Tampa,Florida,USA,Dan Miragliotta,Blue,SUB,Rear Naked Choke,2,False,Lightweight,3,False,-7.62,-2,-7.62,-165,26,26-30,Southpaw,145,28,26-30,Southpaw,0.02,127.17,50.72,5.11,0.88,0.55,228.8,0.02,60.43,26.89,3.89,2.33,0.59,256.63,False,False,True,False,True,False,False,False
Bethe Correia,Raquel Pennington,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,FEMALE,Tampa,Florida,USA,James Warring,Blue,S-DEC,,3,False,Women's Bantamweight,3,False,-5.08,5,-7.62,180,32,31-35,Orthodox,-220,27,31-35,Orthodox,0.0,70.75,41.0,0.5,0.12,0.0,89.62,0.0,88.75,41.25,2.75,1.31,0.81,128.75,False,False,True,False,True,False,False,False
Court McGee,Santiago Ponzinibbio,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,MALE,Tampa,Florida,USA,Herb Dean,Blue,KO/TKO,Punch,1,False,Welterweight,3,False,-2.54,2,5.08,100,31,31-35,Orthodox,-120,29,31-35,Orthodox,0.0,169.52,68.96,9.66,2.29,0.52,274.31,0.62,90.69,40.69,1.12,0.12,0.0,25.75,False,False,False,False,False,False,False,False
Cub Swanson,Hacran Dias,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,MALE,Tampa,Florida,USA,Herb Dean,Red,U-DEC,,3,False,Featherweight,3,False,0.0,1,2.54,-115,32,31-35,Orthodox,-105,31,31-35,Orthodox,0.09,128.69,51.85,1.64,0.14,0.0,15.35,0.0,46.88,23.56,7.94,3.38,0.56,293.56,False,False,True,False,True,False,False,False
Elizeu Zaleski dos Santos,Omari Akhmedov,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,MALE,Tampa,Florida,USA,Dan Miragliotta,Red,KO/TKO,Knee,3,False,Welterweight,3,False,-2.54,1,0.0,125,29,26-30,Orthodox,-145,28,26-30,Orthodox,0.0,131.0,57.0,2.0,0.0,0.0,36.0,0.56,93.75,30.5,1.94,1.19,0.06,68.69,False,False,False,False,False,False,False,False
Glover Teixeira,Rashad Evans,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,MALE,Tampa,Florida,USA,Herb Dean,Red,KO/TKO,Punch,1,False,Light Heavyweight,5,False,5.08,0,2.54,-225,36,36-40,Orthodox,185,36,36-40,Orthodox,0.04,91.68,46.33,3.27,1.35,0.27,147.57,0.0,86.88,26.67,3.59,0.4,0.0,117.05,False,False,True,False,True,False,False,False
John Dodson,Manvel Gamburyan,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,MALE,Tampa,Florida,USA,James Warring,Red,KO/TKO,Punches,1,False,Bantamweight,3,False,-5.08,-3,-2.54,-450,31,31-35,Orthodox,400,34,31-35,Orthodox,0.32,105.07,44.85,2.62,1.17,0.0,110.15,0.5,74.52,29.99,9.04,3.59,1.38,209.93,False,False,False,False,False,False,False,False
Khabib Nurmagomedov,Darrell Horcher,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,MALE,Tampa,Florida,USA,James Warring,Red,KO/TKO,Punches,2,False,Catch Weight,3,False,0.0,-1,0.0,-1000,27,26-30,Orthodox,650,28,26-30,Southpaw,0.09,93.5,37.62,12.81,6.97,0.28,490.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Oluwale Bamgbose,Cezar Ferreira,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,MALE,Tampa,Florida,USA,Herb Dean,Blue,U-DEC,,3,False,Middleweight,3,False,-5.08,-3,0.0,-185,28,26-30,Switch,160,31,26-30,Southpaw,0.5,16.0,7.5,0.0,0.0,0.0,2.5,0.03,29.41,10.61,2.12,0.84,0.02,103.03,False,False,False,False,False,False,False,False
Randy Brown,Michael Graves,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,MALE,Tampa,Florida,USA,Dan Miragliotta,Blue,SUB,Rear Naked Choke,2,False,Welterweight,3,False,12.7,0,17.78,125,25,21-25,Orthodox,-145,25,21-25,Orthodox,0.0,108.0,48.0,4.0,1.0,1.0,209.0,0.0,45.0,27.0,10.0,7.0,0.0,537.0,True,True,False,False,False,False,False,False
Rose Namajunas,Tecia Torres,UFC on FOX: Teixeira vs Evans,2016-04-16,4,2016,FEMALE,Tampa,Florida,USA,Dan Miragliotta,Red,U-DEC,,3,False,Women's Strawweight,3,False,10.16,-3,12.7,-160,23,21-25,Orthodox,140,26,21-25,Orthodox,0.0,76.25,38.75,6.0,4.5,2.25,524.25,0.25,135.5,70.5,5.25,0.75,0.0,313.0,False,True,True,False,True,False,False,False
Anthony Pettis,Edson Barboza,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,U-DEC,,3,False,Lightweight,3,False,-2.54,-1,-7.62,-190,29,26-30,Orthodox,165,30,26-30,Orthodox,0.05,105.2,46.79,0.32,0.05,0.2,17.0,0.05,99.74,45.14,2.01,1.0,0.01,59.12,False,False,True,False,True,False,False,False
Carla Esparza,Juliana Lima,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,FEMALE,Las Vegas,Nevada,USA,John McCarthy,Red,U-DEC,,3,False,Women's Strawweight,3,False,-10.16,-6,-5.08,-190,28,26-30,Orthodox,165,34,26-30,Orthodox,0.0,56.0,23.0,12.0,3.0,0.5,184.5,0.0,64.75,30.25,6.0,2.0,0.0,488.5,False,False,True,False,True,False,False,False
Danny Roberts,Dominique Steele,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,U-DEC,,3,False,Welterweight,3,False,7.62,0,0.0,-355,28,26-30,Southpaw,295,28,26-30,Orthodox,0.0,19.0,6.0,0.0,0.0,1.0,0.0,0.5,31.5,19.0,2.0,2.0,0.0,186.0,True,False,False,False,False,False,False,False
Demetrious Johnson,Henry Cejudo,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,MALE,Las Vegas,Nevada,USA,John McCarthy,Red,KO/TKO,Knees,1,True,Flyweight,5,False,-2.54,0,5.08,-340,29,26-30,Orthodox,280,29,26-30,Orthodox,0.03,139.58,75.04,12.78,5.88,0.55,412.73,0.12,120.5,52.25,6.38,2.0,0.12,187.88,False,True,True,True,True,False,True,False
Efrain Escudero,Kevin Lee,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,MALE,Las Vegas,Nevada,USA,Mark Smith,Blue,U-DEC,,3,False,Lightweight,3,False,0.0,7,-17.78,300,30,26-30,Orthodox,-360,23,26-30,Orthodox,0.19,60.16,28.99,3.84,1.26,0.35,212.61,0.0,66.81,22.38,2.31,1.16,0.69,106.47,False,False,False,False,False,False,False,False
Glaico Franca,James Vick,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,MALE,Las Vegas,Nevada,USA,Dan Miragliotta,Blue,,,,False,Lightweight,3,False,-7.62,-4,2.54,170,25,21-25,Orthodox,-200,29,21-25,Orthodox,0.0,31.0,23.0,9.0,4.0,1.0,400.0,0.12,75.62,24.62,0.62,0.0,0.62,12.25,True,True,False,False,False,False,False,False
Jon Jones,Ovince Saint Preux,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,U-DEC,,5,True,Light Heavyweight,5,False,2.54,-5,10.16,-720,28,26-30,Orthodox,510,33,26-30,Southpaw,0.04,184.76,102.78,5.86,2.63,0.55,336.87,0.19,74.32,37.0,2.02,0.6,0.02,225.77,False,False,True,True,True,False,False,False
Marcos Rogerio de Lima,Clint Hester,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,MALE,Las Vegas,Nevada,USA,Dan Miragliotta,Red,SUB,Arm Triangle,1,False,Light Heavyweight,3,False,-2.54,1,-5.08,-120,30,26-30,Orthodox,100,29,26-30,Orthodox,0.5,12.75,8.75,0.0,0.0,1.0,25.25,0.12,60.78,26.91,3.62,0.78,0.0,134.56,False,False,False,False,False,False,False,False
Robert Whittaker,Rafael Natal,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,MALE,Las Vegas,Nevada,USA,John McCarthy,Red,U-DEC,,3,False,Middleweight,3,False,0.0,-8,-7.62,-325,25,21-25,Orthodox,265,33,21-25,Orthodox,0.52,107.34,48.66,1.32,0.7,0.0,168.91,0.52,96.79,50.82,8.88,3.42,0.02,261.11,False,False,True,False,True,False,False,False
Sergio Pettis,Chris Kelades,UFC 197: Jones vs Saint Preux,2016-04-23,4,2016,MALE,Las Vegas,Nevada,USA,Mark Smith,Red,U-DEC,,3,False,Flyweight,3,False,-2.54,-13,2.54,-225,22,21-25,Orthodox,185,35,21-25,Orthodox,0.5,130.38,45.44,3.06,1.84,0.34,216.62,0.0,78.75,38.5,6.0,1.0,0.25,183.0,False,False,True,False,False,False,False,False
