r_name,b_name,date,month,year,gender,city,state,country,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,r_odds,r_age,r_stance,b_odds,b_age,b_stance,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion,r_undefeated,b_undefeated,r_age_range,b_age_range,heightdif,reachdif,agedif
Josh Stansbury,Jeremy Kimball,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,KO/TKO,Punches,1.0,False,Light Heavyweight,3.0,0.0,-160.0,32.0,Orthodox,140.0,26.0,Switch,False,False,False,False,False,False,False,False,31-35,26-30,5.08,5.08,6.0
Michael Chiesa,Kevin Lee,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,SUB,Rear Naked Choke,1.0,False,Lightweight,5.0,0.0,125.0,29.0,Southpaw,-145.0,24.0,Orthodox,True,False,True,False,False,False,False,False,26-30,21-25,10.16,-5.08,5.0
Tim Boetsch,Johny Hendricks,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,KO/TKO,Punches,2.0,False,Middleweight,3.0,0.0,125.0,36.0,Orthodox,-145.0,33.0,Southpaw,False,False,False,False,False,False,False,False,36-40,31-35,7.62,12.7,3.0
Tim Means,Alex Garcia,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-310.0,33.0,Orthodox,255.0,29.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,12.7,7.62,4.0
Vitor Miranda,Marvin Vettori,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,315.0,38.0,Orthodox,-380.0,23.0,Southpaw,False,False,False,False,False,False,False,False,36-40,21-25,2.54,7.62,15.0
Angela Hill,Ashley Yoder,2017-07-07,7,2017,FEMALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Women's Strawweight,3.0,0.0,-340.0,32.0,Orthodox,280.0,29.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,-10.16,-12.7,3.0
Brad Tavares,Elias Theodorou,2017-07-07,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,-115.0,29.0,Orthodox,-105.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,0.0,-2.54,0.0
Dhiego Lima,Jesse Taylor,2017-07-07,7,2017,MALE,Las Vegas,Nevada,USA,SUB,Rear Naked Choke,2.0,True,Welterweight,4.0,0.0,150.0,28.0,Orthodox,-170.0,34.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,5.08,2.54,-6.0
Ed Herman,CB Dollaway,2017-07-07,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,125.0,36.0,Orthodox,-145.0,33.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,-2.54,2.54,3.0
Gray Maynard,Teruto Ishihara,2017-07-07,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Featherweight,3.0,0.0,285.0,38.0,Orthodox,-345.0,25.0,Southpaw,False,False,False,False,False,False,False,False,36-40,21-25,5.08,2.54,13.0
James Krause,Tom Gallicchio,2017-07-07,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-550.0,31.0,Orthodox,425.0,30.0,Southpaw,False,False,False,False,False,False,False,True,31-35,26-30,10.16,0.0,1.0
Jared Cannonier,Nick Roehrick,2017-07-07,7,2017,MALE,Las Vegas,Nevada,USA,KO/TKO,Elbows,3.0,False,Light Heavyweight,3.0,0.0,-350.0,33.0,Switch,290.0,30.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,-7.62,5.08,3.0
Jordan Johnson,Marcel Fortuna,2017-07-07,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,-190.0,28.0,Orthodox,165.0,31.0,Orthodox,False,False,False,False,False,False,True,True,26-30,31-35,2.54,12.7,-3.0
Michael Johnson,Justin Gaethje,2017-07-07,7,2017,MALE,Las Vegas,Nevada,USA,KO/TKO,Knees,2.0,False,Lightweight,5.0,0.0,-165.0,31.0,Southpaw,145.0,28.0,Orthodox,True,False,False,False,False,False,False,True,31-35,26-30,-2.54,7.62,3.0
Tecia Torres,Juliana Lima,2017-07-07,7,2017,FEMALE,Las Vegas,Nevada,USA,SUB,Rear Naked Choke,2.0,False,Women's Strawweight,3.0,0.0,-470.0,27.0,Orthodox,375.0,35.0,Orthodox,True,False,False,False,False,False,False,False,26-30,31-35,-10.16,-12.7,-8.0
Anthony Pettis,Jim Miller,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-235.0,30.0,Orthodox,195.0,33.0,Southpaw,False,False,False,False,False,False,False,False,26-30,31-35,5.08,2.54,-3.0
Chad Laprise,Brian Camozzi,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,KO/TKO,Punch,3.0,False,Welterweight,3.0,0.0,-550.0,30.0,Orthodox,425.0,26.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-10.16,-17.78,4.0
Cody Stamann,Terrion Ware,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Featherweight,3.0,0.0,-245.0,27.0,Orthodox,205.0,31.0,Orthodox,False,False,False,False,False,False,True,True,26-30,31-35,-5.08,-17.78,-4.0
Daniel Omielanczuk,Curtis Blaydes,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Heavyweight,3.0,0.0,470.0,34.0,Southpaw,-640.0,26.0,Orthodox,True,False,False,False,False,False,False,False,31-35,26-30,-10.16,-15.24,8.0
Fabricio Werdum,Alistair Overeem,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,M-DEC,,3.0,False,Heavyweight,3.0,0.0,120.0,39.0,Orthodox,-140.0,37.0,Orthodox,True,False,True,False,False,False,False,False,36-40,36-40,0.0,-7.62,2.0
Jordan Mein,Belal Muhammad,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,115.0,27.0,Orthodox,-135.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,2.54,2.54,-1.0
Rob Font,Douglas Silva de Andrade,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,SUB,Guillotine Choke,2.0,False,Bantamweight,3.0,0.0,-265.0,30.0,Orthodox,225.0,32.0,Orthodox,True,False,False,False,False,False,False,False,26-30,31-35,2.54,7.62,-2.0
Thiago Santos,Gerald Meerschaert,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,KO/TKO,Punches,2.0,False,Middleweight,3.0,0.0,-160.0,33.0,Orthodox,140.0,29.0,Southpaw,False,False,False,False,False,False,False,True,31-35,26-30,2.54,-2.54,4.0
Travis Browne,Aleksei Oleinik,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,SUB,Rear Naked Choke,2.0,False,Heavyweight,3.0,0.0,-290.0,34.0,Orthodox,245.0,40.0,Orthodox,True,False,True,False,False,False,False,False,31-35,36-40,10.16,-2.54,-6.0
Trevin Giles,James Bochnovic,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,KO/TKO,Punch,2.0,False,Light Heavyweight,3.0,0.0,-250.0,24.0,Orthodox,210.0,28.0,Orthodox,False,False,False,False,False,False,True,True,21-25,26-30,-10.16,-17.78,-4.0
Yoel Romero,Robert Whittaker,2017-07-08,7,2017,MALE,Las Vegas,Nevada,USA,U-DEC,,5.0,True,Middleweight,5.0,0.0,110.0,40.0,Southpaw,-130.0,26.0,Orthodox,True,False,True,False,False,False,True,False,36-40,26-30,0.0,0.0,14.0
Alexandre Pantoja,Neil Seery,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,SUB,Rear Naked Choke,3.0,False,Flyweight,3.0,0.0,-350.0,27.0,Orthodox,290.0,37.0,Orthodox,True,False,False,False,False,False,True,False,26-30,36-40,2.54,7.62,-10.0
Brett Johns,Albert Morales,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,U-DEC,,3.0,False,Bantamweight,3.0,0.0,-350.0,25.0,Orthodox,290.0,26.0,Orthodox,False,False,False,False,False,False,True,False,21-25,26-30,-5.08,-2.54,-1.0
Charlie Ward,Galore Bofando,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,KO/TKO,Slam,1.0,False,Welterweight,3.0,0.0,175.0,36.0,Orthodox,-210.0,35.0,Switch,False,False,False,False,False,False,False,True,36-40,31-35,0.0,2.54,1.0
Danny Henry,Daniel Teymur,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,U-DEC,,3.0,False,Lightweight,3.0,0.0,150.0,28.0,Orthodox,-170.0,29.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,17.78,10.16,-1.0
Danny Roberts,Bobby Nash,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,KO/TKO,Punch,2.0,False,Welterweight,3.0,0.0,-190.0,30.0,Southpaw,165.0,27.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,2.54,0.0,3.0
Gunnar Nelson,Santiago Ponzinibbio,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,KO/TKO,Punches,1.0,False,Welterweight,5.0,0.0,-174.0,28.0,Switch,164.0,30.0,Orthodox,True,False,True,False,False,False,False,False,26-30,26-30,-2.54,-2.54,-2.0
Jack Marshman,Ryan Janes,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,U-DEC,,3.0,False,Middleweight,3.0,0.0,-500.0,27.0,Orthodox,400.0,35.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-7.62,-7.62,-8.0
James Mulheron,Justin Willis,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,U-DEC,,3.0,False,Heavyweight,3.0,0.0,130.0,29.0,Orthodox,-140.0,29.0,Southpaw,False,False,False,False,False,False,True,True,26-30,26-30,-7.62,-12.7,0.0
Joanne Calderwood,Cynthia Calvillo,2017-07-16,7,2017,FEMALE,Glasgow,Scotland,United Kingdom,U-DEC,,3.0,False,Women's Strawweight,3.0,0.0,180.0,31.0,Orthodox,-220.0,30.0,Orthodox,True,False,True,False,False,False,False,True,31-35,26-30,5.08,2.54,1.0
Khalil Rountree Jr.,Paul Craig,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,KO/TKO,Punch,1.0,False,Light Heavyweight,3.0,0.0,-145.0,27.0,Southpaw,125.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-5.08,0.0,-2.0
Leslie Smith,Amanda Lemos,2017-07-16,7,2017,FEMALE,Glasgow,Scotland,United Kingdom,KO/TKO,Elbows,2.0,False,Women's Bantamweight,3.0,0.0,-225.0,34.0,Orthodox,185.0,30.0,Southpaw,False,False,False,False,False,False,False,True,31-35,26-30,12.7,2.54,4.0
Stevie Ray,Paul Felder,2017-07-16,7,2017,MALE,Glasgow,Scotland,United Kingdom,KO/TKO,Elbow,1.0,False,Lightweight,3.0,0.0,-185.0,27.0,Southpaw,160.0,33.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-2.54,0.0,-6.0
Brian Kelleher,Marlon Vera,2017-07-22,7,2017,MALE,Uniondale,New York,USA,SUB,Armbar,1.0,False,Bantamweight,3.0,0.0,-235.0,30.0,Switch,195.0,24.0,Switch,False,False,False,False,False,False,True,False,26-30,21-25,-5.08,-10.16,6.0
Chris Weidman,Kelvin Gastelum,2017-07-22,7,2017,MALE,Uniondale,New York,USA,SUB,Arm Triangle,3.0,False,Middleweight,5.0,0.0,135.0,33.0,Orthodox,-155.0,25.0,Southpaw,True,False,True,False,False,False,False,False,31-35,21-25,12.7,17.78,8.0
Damian Grabowski,Chase Sherman,2017-07-22,7,2017,MALE,Uniondale,New York,USA,U-DEC,,3.0,False,Heavyweight,3.0,0.0,205.0,37.0,Orthodox,-245.0,27.0,Orthodox,False,False,False,False,False,False,False,False,36-40,26-30,-7.62,-7.62,10.0
Dennis Bermudez,Darren Elkins,2017-07-22,7,2017,MALE,Uniondale,New York,USA,S-DEC,,3.0,False,Featherweight,3.0,0.0,-210.0,30.0,Orthodox,175.0,33.0,Orthodox,True,False,True,False,False,False,False,False,26-30,31-35,-10.16,-12.7,-3.0
Frankie Perez,Chris Wade,2017-07-22,7,2017,MALE,Uniondale,New York,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,300.0,28.0,Orthodox,-360.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,2.54,7.62,-1.0
Jimmie Rivera,Thomas Almeida,2017-07-22,7,2017,MALE,Uniondale,New York,USA,U-DEC,,3.0,False,Bantamweight,3.0,0.0,-185.0,28.0,Orthodox,160.0,25.0,Southpaw,True,False,True,False,False,False,True,False,26-30,21-25,-7.62,-5.08,3.0
Kyle Bochniak,Jeremy Kennedy,2017-07-22,7,2017,MALE,Uniondale,New York,USA,U-DEC,,3.0,False,Featherweight,3.0,0.0,245.0,30.0,Orthodox,-290.0,24.0,Orthodox,False,False,False,False,False,False,False,True,26-30,21-25,-10.16,-2.54,6.0
Lyman Good,Elizeu Zaleski dos Santos,2017-07-22,7,2017,MALE,Uniondale,New York,USA,S-DEC,,3.0,False,Welterweight,3.0,0.0,-150.0,32.0,Orthodox,130.0,30.0,Orthodox,False,False,False,False,False,False,True,False,31-35,26-30,2.54,2.54,2.0
Patrick Cummins,Gian Villante,2017-07-22,7,2017,MALE,Uniondale,New York,USA,S-DEC,,3.0,False,Light Heavyweight,3.0,0.0,175.0,36.0,Orthodox,-210.0,31.0,Orthodox,True,False,True,False,False,False,False,False,36-40,31-35,-2.54,0.0,5.0
Rafael Natal,Eryk Anders,2017-07-22,7,2017,MALE,Uniondale,New York,USA,KO/TKO,Punch,1.0,False,Middleweight,3.0,0.0,-105.0,34.0,Orthodox,-115.0,30.0,Southpaw,False,False,False,False,False,False,False,True,31-35,26-30,-2.54,2.54,4.0
Ryan LaFlare,Alex Oliveira,2017-07-22,7,2017,MALE,Uniondale,New York,USA,KO/TKO,Punch,2.0,False,Welterweight,3.0,0.0,-175.0,33.0,Southpaw,155.0,29.0,Orthodox,True,False,False,False,False,False,False,False,31-35,26-30,5.08,-5.08,4.0
Shane Burgos,Godofredo Pepey,2017-07-22,7,2017,MALE,Uniondale,New York,USA,U-DEC,,3.0,False,Featherweight,3.0,0.0,-700.0,26.0,Orthodox,500.0,30.0,Orthodox,False,False,False,False,False,False,True,False,26-30,26-30,10.16,5.08,-4.0
Tim Johnson,Junior Albini,2017-07-22,7,2017,MALE,Uniondale,New York,USA,,,,False,Heavyweight,3.0,0.0,-280.0,32.0,Southpaw,240.0,26.0,Orthodox,True,False,False,False,False,False,False,True,31-35,26-30,0.0,7.62,6.0
Aljamain Sterling,Renan Barao,2017-07-29,7,2017,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Catch Weight,3.0,0.0,110.0,27.0,Orthodox,-130.0,30.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,2.54,2.54,-3.0
Andre Fili,Calvin Kattar,2017-07-29,7,2017,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Featherweight,3.0,0.0,-175.0,27.0,Orthodox,155.0,29.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,0.0,5.08,-2.0
Brian Ortega,Renato Moicano,2017-07-29,7,2017,MALE,Anaheim,California,USA,SUB,Guillotine Choke,3.0,False,Featherweight,3.0,0.0,160.0,26.0,Switch,-185.0,28.0,Orthodox,True,False,True,False,False,False,False,True,26-30,26-30,-7.62,-7.62,-2.0
Cris Cyborg,Tonya Evinger,2017-07-29,7,2017,FEMALE,Anaheim,California,USA,,,,True,Women's Featherweight,5.0,0.0,-1250.0,32.0,Orthodox,800.0,36.0,Orthodox,False,False,False,False,False,False,True,True,31-35,36-40,2.54,-5.08,-4.0
Eric Shelton,Jarred Brooks,2017-07-29,7,2017,MALE,Anaheim,California,USA,S-DEC,,3.0,False,Flyweight,3.0,0.0,125.0,26.0,Orthodox,-145.0,24.0,Switch,False,False,False,False,False,False,False,True,26-30,21-25,7.62,15.24,2.0
Jimi Manuwa,Volkan Oezdemir,2017-07-29,7,2017,MALE,Anaheim,California,USA,KO/TKO,Punches,1.0,False,Light Heavyweight,3.0,0.0,-175.0,37.0,Orthodox,155.0,27.0,Orthodox,True,False,True,False,False,False,False,True,36-40,26-30,-2.54,10.16,10.0
Joshua Burkman,Drew Dober,2017-07-29,7,2017,MALE,Anaheim,California,USA,KO/TKO,Punch,1.0,False,Lightweight,3.0,0.0,255.0,37.0,Orthodox,-310.0,28.0,Southpaw,False,False,False,False,False,False,False,False,36-40,26-30,5.08,5.08,9.0
Kailin Curran,Alexandra Albu,2017-07-29,7,2017,FEMALE,Anaheim,California,USA,,,,False,Women's Strawweight,3.0,0.0,155.0,26.0,Orthodox,-175.0,27.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,5.08,5.08,-1.0
Ricardo Lamas,Jason Knight,2017-07-29,7,2017,MALE,Anaheim,California,USA,KO/TKO,Punches,1.0,False,Featherweight,3.0,0.0,-105.0,35.0,Orthodox,-115.0,25.0,Orthodox,True,False,True,False,False,False,False,False,31-35,21-25,-5.08,0.0,10.0
Robbie Lawler,Donald Cerrone,2017-07-29,7,2017,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-155.0,35.0,Southpaw,135.0,34.0,Orthodox,True,False,True,False,False,False,False,False,31-35,31-35,-5.08,2.54,1.0
Tyron Woodley,Demian Maia,2017-07-29,7,2017,MALE,Anaheim,California,USA,U-DEC,,5.0,True,Welterweight,5.0,0.0,-220.0,35.0,Orthodox,180.0,39.0,Southpaw,True,True,True,False,True,False,False,False,31-35,36-40,-10.16,5.08,-4.0
Alan Jouban,Niko Price,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,KO/TKO,Punch,1.0,False,Welterweight,3.0,0.0,-165.0,35.0,Southpaw,145.0,27.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,0.0,-7.62,8.0
Alejandro Perez,Andre Soukhamthath,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,S-DEC,,3.0,False,Bantamweight,3.0,0.0,-165.0,27.0,Orthodox,145.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-7.62,-7.62,-1.0
Alvaro Herrera,Jordan Rinaldi,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,,,,False,Lightweight,3.0,0.0,185.0,27.0,Orthodox,-225.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,5.08,5.08,-2.0
Bradley Scott,Jack Hermansson,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,,,,False,Middleweight,3.0,0.0,240.0,28.0,Orthodox,-280.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,0.0,-2.54,-1.0
Dustin Ortiz,Hector Sandoval,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,KO/TKO,Punch,1.0,False,Flyweight,3.0,0.0,-175.0,28.0,Orthodox,155.0,31.0,Orthodox,True,False,False,False,False,False,False,False,26-30,31-35,7.62,2.54,-3.0
Henry Briones,Rani Yahya,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,SUB,Kimura,1.0,False,Bantamweight,3.0,0.0,190.0,36.0,Orthodox,-230.0,32.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,5.08,5.08,4.0
Jose Quinonez,Diego Rivas,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,U-DEC,,3.0,False,Bantamweight,3.0,0.0,-245.0,27.0,Orthodox,205.0,25.0,Orthodox,False,False,False,False,False,False,False,True,26-30,21-25,0.0,0.0,2.0
Joseph Morales,Roberto Sanchez,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,,,,False,Flyweight,3.0,0.0,100.0,22.0,Switch,-120.0,31.0,Orthodox,False,False,False,False,False,False,True,True,21-25,31-35,0.0,7.62,-9.0
Martin Bravo,Humberto Bandenay,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,KO/TKO,Kick,1.0,False,Featherweight,3.0,0.0,-300.0,23.0,Southpaw,250.0,22.0,Southpaw,False,False,False,False,False,False,True,True,21-25,21-25,-7.62,-1.66,1.0
Randa Markos,Alexa Grasso,2017-08-05,8,2017,FEMALE,Mexico City,Distrito Federal,Mexico,S-DEC,,3.0,False,Women's Strawweight,3.0,0.0,180.0,31.0,Orthodox,-220.0,23.0,Orthodox,True,False,False,False,False,False,False,False,31-35,21-25,-2.54,-7.62,8.0
Sam Alvey,Rashad Evans,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,S-DEC,,3.0,False,Middleweight,3.0,0.0,-130.0,31.0,Southpaw,110.0,37.0,Orthodox,False,False,False,False,False,False,False,False,31-35,36-40,5.08,0.0,-6.0
Sergio Pettis,Brandon Moreno,2017-08-05,8,2017,MALE,Mexico City,Distrito Federal,Mexico,U-DEC,,5.0,False,Flyweight,5.0,0.0,155.0,23.0,Orthodox,-175.0,23.0,Orthodox,True,False,True,False,False,False,False,True,21-25,21-25,-2.54,-2.54,0.0
Alexander Volkov,Stefan Struve,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,KO/TKO,Punch,3.0,False,Heavyweight,5.0,0.0,-130.0,28.0,Orthodox,110.0,29.0,Orthodox,True,False,True,False,False,False,True,False,26-30,26-30,-10.16,-10.16,-1.0
Bojan Mihajlovic,Abdul-Kerim Edilov,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,KO/TKO,Punches,2.0,False,Light Heavyweight,3.0,0.0,485.0,37.0,Orthodox,-670.0,25.0,Orthodox,False,False,False,False,False,False,False,True,36-40,21-25,-7.62,-12.7,12.0
Darren Till,Bojan Velickovic,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,U-DEC,,3.0,False,Welterweight,3.0,0.0,-190.0,24.0,Southpaw,165.0,28.0,Southpaw,False,False,False,False,False,False,False,False,21-25,26-30,0.0,-5.08,-4.0
Francimar Barroso,Aleksandar Rakic,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,125.0,37.0,Orthodox,-145.0,25.0,Orthodox,False,False,False,False,False,False,False,True,36-40,21-25,-7.62,-7.62,12.0
Leon Edwards,Bryan Barberena,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,U-DEC,,3.0,False,Welterweight,3.0,0.0,-250.0,26.0,Southpaw,210.0,28.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,0.0,5.08,-2.0
Mairbek Taisumov,Felipe Silva,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,KO/TKO,Punch,1.0,False,Lightweight,3.0,0.0,-525.0,29.0,Orthodox,450.0,33.0,Orthodox,False,False,False,False,False,False,False,True,26-30,31-35,-7.62,-10.16,-4.0
Marion Reneau,Talita Bernardo,2017-09-02,9,2017,FEMALE,Rotterdam,Zuid-Holland,Netherlands,KO/TKO,Punches,3.0,False,Women's Bantamweight,3.0,0.0,-320.0,40.0,Orthodox,260.0,30.0,Orthodox,True,False,False,False,False,False,False,True,36-40,26-30,5.08,0.0,10.0
Michel Prazeres,Mads Burnell,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,SUB,North-South Choke,3.0,False,Lightweight,3.0,0.0,-390.0,36.0,Orthodox,320.0,23.0,Orthodox,False,False,False,False,False,False,False,True,36-40,21-25,-5.08,-5.08,13.0
Mike Santiago,Zabit Magomedsharipov,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,SUB,Rear Naked Choke,2.0,False,Featherweight,3.0,0.0,325.0,28.0,Orthodox,-400.0,26.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,-7.62,-10.16,2.0
Rustam Khabilov,Desmond Green,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,U-DEC,,3.0,False,Lightweight,3.0,0.0,-250.0,30.0,Orthodox,210.0,27.0,Southpaw,False,False,False,False,False,False,False,True,26-30,26-30,-5.08,0.0,3.0
Siyar Bahadurzada,Rob Wilkinson,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,KO/TKO,Punch,2.0,False,Middleweight,3.0,0.0,-130.0,33.0,Orthodox,110.0,25.0,Orthodox,False,False,False,False,False,False,False,True,31-35,21-25,-10.16,-17.78,8.0
Thibault Gouti,Andrew Holbrook,2017-09-02,9,2017,MALE,Rotterdam,Zuid-Holland,Netherlands,KO/TKO,Punches,1.0,False,Lightweight,3.0,0.0,155.0,30.0,Orthodox,-175.0,31.0,Southpaw,False,False,False,False,False,False,False,False,26-30,31-35,-2.54,5.08,-1.0
Amanda Nunes,Valentina Shevchenko,2017-09-09,9,2017,FEMALE,Edmonton,Alberta,Canada,S-DEC,,5.0,True,Women's Bantamweight,5.0,0.0,125.0,29.0,Orthodox,-145.0,29.0,Southpaw,True,True,True,False,True,False,False,False,26-30,26-30,7.62,7.62,0.0
Gavin Tucker,Rick Glenn,2017-09-09,9,2017,MALE,Edmonton,Alberta,Canada,U-DEC,,3.0,False,Featherweight,3.0,0.0,-370.0,31.0,Southpaw,310.0,28.0,Southpaw,False,False,False,False,False,False,True,False,31-35,26-30,-15.24,-10.16,3.0
Henry Cejudo,Wilson Reis,2017-09-09,9,2017,MALE,Edmonton,Alberta,Canada,KO/TKO,Punch,2.0,False,Flyweight,3.0,0.0,-400.0,30.0,Orthodox,325.0,32.0,Southpaw,True,False,True,False,False,False,False,False,26-30,31-35,0.0,-2.54,-2.0
Ilir Latifi,Tyson Pedro,2017-09-09,9,2017,MALE,Edmonton,Alberta,Canada,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,120.0,34.0,Orthodox,-140.0,25.0,Orthodox,True,False,True,False,False,False,False,True,31-35,21-25,-12.7,-15.24,9.0
Jeremy Stephens,Gilbert Melendez,2017-09-09,9,2017,MALE,Edmonton,Alberta,Canada,U-DEC,,3.0,False,Featherweight,3.0,0.0,-115.0,31.0,Orthodox,-105.0,35.0,Orthodox,True,False,False,False,False,False,False,False,31-35,31-35,-2.54,-5.08,-4.0
Kajan Johnson,Adriano Martins,2017-09-09,9,2017,MALE,Edmonton,Alberta,Canada,KO/TKO,Punch,3.0,False,Lightweight,3.0,0.0,450.0,33.0,Orthodox,-600.0,34.0,Southpaw,False,False,False,False,False,False,False,False,31-35,31-35,2.54,7.62,-1.0
Luis Henrique,Arjan Bhullar,2017-09-09,9,2017,MALE,Edmonton,Alberta,Canada,U-DEC,,3.0,False,Heavyweight,3.0,0.0,175.0,24.0,Orthodox,-210.0,31.0,Orthodox,False,False,False,False,False,False,False,True,21-25,31-35,2.54,-2.54,-7.0
Mitch Clarke,Alex White,2017-09-09,9,2017,MALE,Edmonton,Alberta,Canada,KO/TKO,Punch,2.0,False,Lightweight,3.0,0.0,180.0,31.0,Orthodox,-220.0,28.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,-5.08,5.08,3.0
Neil Magny,Rafael Dos Anjos,2017-09-09,9,2017,MALE,Edmonton,Alberta,Canada,SUB,Arm Triangle,1.0,False,Welterweight,3.0,0.0,165.0,30.0,Orthodox,-190.0,32.0,Southpaw,True,False,True,False,False,False,False,False,26-30,31-35,17.78,25.4,-2.0
