r_name,b_name,date,month,year,gender,city,state,country,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,r_odds,r_age,r_stance,b_odds,b_age,b_stance,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion,r_undefeated,b_undefeated,r_age_range,b_age_range,heightdif,reachdif,agedif
Jenel Lausa,Magomed Bibulatov,2017-04-08,4,2017,MALE,Buffalo,New York,USA,U-DEC,,3.0,False,Flyweight,3.0,0.0,470.0,28.0,Orthodox,-640.0,28.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,0.0,7.62,0.0
Josh Emmett,Desmond Green,2017-04-08,4,2017,MALE,Buffalo,New York,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,-200.0,32.0,Orthodox,170.0,27.0,Southpaw,False,False,False,False,False,False,True,True,31-35,26-30,-10.16,-7.62,5.0
Kamaru Usman,Sean Strickland,2017-04-08,4,2017,MALE,Buffalo,New York,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-290.0,29.0,Switch,245.0,26.0,Orthodox,True,False,False,False,False,False,True,False,26-30,26-30,-2.54,0.0,3.0
Katlyn Chookagian,Irene Aldana,2017-04-08,4,2017,FEMALE,Buffalo,New York,USA,S-DEC,,3.0,False,Women's Bantamweight,3.0,0.0,-135.0,28.0,Orthodox,115.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,0.0,0.0,-1.0
Myles Jury,Mike de la Torre,2017-04-08,4,2017,MALE,Buffalo,New York,USA,KO/TKO,Punches,1.0,False,Featherweight,3.0,0.0,-450.0,28.0,Orthodox,360.0,30.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,5.08,-2.0
Patrick Cummins,Jan Blachowicz,2017-04-08,4,2017,MALE,Buffalo,New York,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,-105.0,36.0,Orthodox,-115.0,34.0,Orthodox,True,False,True,False,False,False,False,False,36-40,31-35,0.0,-5.08,2.0
Shane Burgos,Charles Rosa,2017-04-08,4,2017,MALE,Buffalo,New York,USA,KO/TKO,Punch,3.0,False,Featherweight,3.0,0.0,-255.0,26.0,Orthodox,215.0,30.0,Switch,False,False,False,False,False,False,True,False,26-30,26-30,5.08,15.24,-4.0
Thiago Alves,Patrick Cote,2017-04-08,4,2017,MALE,Buffalo,New York,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,110.0,33.0,Orthodox,-130.0,37.0,Orthodox,False,False,False,False,False,False,False,False,31-35,36-40,-5.08,-2.54,-4.0
Will Brooks,Charles Oliveira,2017-04-08,4,2017,MALE,Buffalo,New York,USA,SUB,Rear Naked Choke,1.0,False,Lightweight,3.0,0.0,-220.0,30.0,Orthodox,180.0,27.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,0.0,-5.08,3.0
Alexander Volkov,Roy Nelson,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,U-DEC,,3.0,False,Heavyweight,3.0,0.0,-155.0,28.0,Orthodox,135.0,40.0,Orthodox,True,False,False,False,False,False,True,False,26-30,36-40,17.78,20.32,-12.0
Aljamain Sterling,Augusto Mendes,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,U-DEC,,3.0,False,Bantamweight,3.0,0.0,-400.0,27.0,Orthodox,325.0,34.0,Orthodox,True,False,False,False,False,False,False,False,26-30,31-35,2.54,15.24,-7.0
Anthony Smith,Andrew Sanchez,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,KO/TKO,Kick,3.0,False,Middleweight,3.0,0.0,270.0,28.0,Orthodox,-330.0,29.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,7.62,5.08,-1.0
Ashlee Evans-Smith,Ketlen Vieira,2017-04-15,4,2017,FEMALE,Kansas City,Missouri,USA,U-DEC,,3.0,False,Women's Bantamweight,3.0,0.0,-165.0,29.0,Orthodox,145.0,25.0,Orthodox,True,False,False,False,False,False,False,True,26-30,21-25,0.0,-2.54,4.0
Bobby Green,Rashid Magomedov,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,270.0,30.0,Orthodox,-330.0,32.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,2.54,2.54,-2.0
Demetrious Johnson,Wilson Reis,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,SUB,Armbar,3.0,True,Flyweight,5.0,0.0,-1100.0,30.0,Orthodox,700.0,32.0,Southpaw,True,True,True,False,True,False,False,False,26-30,31-35,-2.54,2.54,-2.0
Devin Clark,Jake Collier,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,-140.0,27.0,Orthodox,120.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-7.62,-7.62,-1.0
Jacare Souza,Robert Whittaker,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,KO/TKO,Kick,2.0,False,Middleweight,3.0,0.0,-265.0,37.0,Orthodox,225.0,26.0,Orthodox,False,False,True,False,False,False,False,False,36-40,26-30,2.54,-2.54,11.0
Jeremy Stephens,Renato Moicano,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,S-DEC,,3.0,False,Featherweight,3.0,0.0,-170.0,30.0,Orthodox,150.0,27.0,Orthodox,True,False,False,False,False,False,False,True,26-30,26-30,-7.62,-2.54,3.0
Louis Smolka,Tim Elliott,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,U-DEC,,3.0,False,Flyweight,3.0,0.0,160.0,25.0,Orthodox,-185.0,30.0,Southpaw,True,False,True,False,False,False,False,False,21-25,26-30,5.08,5.08,-5.0
Patrick Williams,Tom Duquesnoy,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,KO/TKO,Elbows,2.0,False,Bantamweight,3.0,0.0,650.0,35.0,Orthodox,-1000.0,23.0,Orthodox,False,False,False,False,False,False,False,True,31-35,21-25,2.54,12.7,12.0
Rose Namajunas,Michelle Waterson,2017-04-15,4,2017,FEMALE,Kansas City,Missouri,USA,SUB,Rear Naked Choke,2.0,False,Women's Strawweight,3.0,0.0,110.0,24.0,Orthodox,-130.0,31.0,Orthodox,True,False,True,False,False,False,False,True,21-25,31-35,5.08,7.62,-7.0
Zak Cummings,Nathan Coy,2017-04-15,4,2017,MALE,Kansas City,Missouri,USA,SUB,Guillotine Choke,1.0,False,Welterweight,3.0,0.0,-550.0,32.0,Southpaw,425.0,38.0,Southpaw,False,False,False,False,False,False,False,False,31-35,36-40,5.08,15.24,-6.0
Al Iaquinta,Diego Sanchez,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,KO/TKO,Punch,1.0,False,Lightweight,3.0,0.0,-420.0,29.0,Orthodox,335.0,35.0,Southpaw,True,False,False,False,False,False,False,False,26-30,31-35,0.0,-5.08,-6.0
Alexis Davis,Cindy Dandois,2017-04-22,4,2017,FEMALE,Nashville,Tennessee,USA,U-DEC,,3.0,False,Women's Bantamweight,3.0,0.0,-290.0,32.0,Orthodox,245.0,32.0,Orthodox,True,False,False,False,False,False,False,True,31-35,31-35,-2.54,0.0,0.0
Bryan Barberena,Joe Proctor,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,KO/TKO,Punch,1.0,False,Welterweight,3.0,0.0,-330.0,27.0,Southpaw,270.0,31.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,5.08,0.0,-4.0
Cub Swanson,Artem Lobov,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,U-DEC,,5.0,False,Featherweight,5.0,0.0,-600.0,33.0,Orthodox,450.0,30.0,Southpaw,True,False,False,False,False,False,False,False,31-35,26-30,-2.54,12.7,3.0
Dustin Ortiz,Brandon Moreno,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,SUB,Rear Naked Choke,2.0,False,Flyweight,3.0,0.0,-120.0,28.0,Orthodox,100.0,23.0,Orthodox,True,False,True,False,False,False,False,True,26-30,21-25,-5.08,-12.7,5.0
Hector Sandoval,Matt Schnell,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,KO/TKO,Punch,1.0,False,Flyweight,3.0,0.0,130.0,30.0,Orthodox,-150.0,27.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-15.24,-15.24,3.0
Jake Ellenberger,Mike Perry,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,KO/TKO,Elbow,2.0,False,Welterweight,3.0,0.0,105.0,32.0,Orthodox,-125.0,25.0,Orthodox,True,False,False,False,False,False,False,False,31-35,21-25,-2.54,0.0,7.0
Jessica Penne,Danielle Taylor,2017-04-22,4,2017,FEMALE,Nashville,Tennessee,USA,U-DEC,,3.0,False,Women's Strawweight,3.0,0.0,-110.0,34.0,Orthodox,-110.0,27.0,Orthodox,True,False,False,False,False,False,False,False,31-35,26-30,12.7,17.78,7.0
Joe Lauzon,Stevie Ray,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,M-DEC,,3.0,False,Lightweight,3.0,0.0,145.0,32.0,Orthodox,-165.0,27.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,0.0,2.54,5.0
John Dodson,Eddie Wineland,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,U-DEC,,3.0,False,Bantamweight,3.0,0.0,-400.0,32.0,Orthodox,325.0,32.0,Orthodox,True,False,True,False,False,False,False,False,31-35,31-35,-10.16,-7.62,0.0
Ovince Saint Preux,Marcos Rogerio de Lima,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,SUB,Other - Choke,2.0,False,Light Heavyweight,3.0,0.0,-160.0,34.0,Southpaw,140.0,31.0,Orthodox,True,False,False,False,False,False,False,False,31-35,31-35,5.08,12.7,3.0
Scott Holtzman,Michael McBride,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-280.0,33.0,Orthodox,240.0,31.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-10.16,-15.24,2.0
Thales Leites,Sam Alvey,2017-04-22,4,2017,MALE,Nashville,Tennessee,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,-125.0,35.0,Orthodox,105.0,30.0,Southpaw,True,False,True,False,False,False,False,False,31-35,26-30,-2.54,7.62,5.0
Chas Skelly,Jason Knight,2017-05-13,5,2017,MALE,Dallas,Texas,USA,KO/TKO,Punch,3.0,False,Featherweight,3.0,0.0,-110.0,32.0,Orthodox,-110.0,24.0,Orthodox,False,False,False,False,False,False,False,False,31-35,21-25,2.54,2.54,8.0
Chase Sherman,Rashad Coulter,2017-05-13,5,2017,MALE,Dallas,Texas,USA,KO/TKO,Elbow,2.0,False,Heavyweight,3.0,0.0,-110.0,27.0,Orthodox,-110.0,35.0,Orthodox,False,False,False,False,False,False,False,True,26-30,31-35,12.7,5.08,-8.0
Demian Maia,Jorge Masvidal,2017-05-13,5,2017,MALE,Dallas,Texas,USA,S-DEC,,3.0,False,Welterweight,3.0,0.0,-115.0,39.0,Southpaw,-105.0,32.0,Orthodox,True,False,True,False,False,False,False,False,36-40,31-35,5.08,-5.08,7.0
Frankie Edgar,Yair Rodriguez,2017-05-13,5,2017,MALE,Dallas,Texas,USA,KO/TKO,,2.0,False,Featherweight,3.0,0.0,-140.0,35.0,Orthodox,120.0,24.0,Orthodox,True,False,True,False,False,False,False,True,31-35,21-25,-12.7,-7.62,11.0
Gabriel Benitez,Enrique Barzola,2017-05-13,5,2017,MALE,Dallas,Texas,USA,U-DEC,,3.0,False,Featherweight,3.0,0.0,-135.0,28.0,Southpaw,115.0,28.0,Switch,False,False,False,False,False,False,False,False,26-30,26-30,2.54,2.54,0.0
James Vick,Polo Reyes,2017-05-13,5,2017,MALE,Dallas,Texas,USA,,,,False,Lightweight,3.0,0.0,-355.0,30.0,Orthodox,320.0,32.0,Orthodox,False,False,False,False,False,False,False,True,26-30,31-35,10.16,12.7,-2.0
Jessica Aguilar,Cortney Casey,2017-05-13,5,2017,FEMALE,Dallas,Texas,USA,U-DEC,,3.0,False,Women's Strawweight,3.0,0.0,140.0,35.0,Orthodox,-160.0,30.0,Orthodox,True,False,False,False,False,False,False,False,31-35,26-30,-10.16,-10.16,5.0
Joachim Christensen,Gadzhimurad Antigulov,2017-05-13,5,2017,MALE,Dallas,Texas,USA,SUB,Rear Naked Choke,1.0,False,Light Heavyweight,3.0,0.0,315.0,38.0,Orthodox,-380.0,30.0,Orthodox,False,False,False,False,False,False,False,True,36-40,26-30,10.16,15.24,8.0
Joanna Jedrzejczyk,Jessica Andrade,2017-05-13,5,2017,FEMALE,Dallas,Texas,USA,U-DEC,,5.0,True,Women's Strawweight,5.0,0.0,-190.0,29.0,Orthodox,165.0,25.0,Orthodox,True,True,True,False,True,False,True,False,26-30,21-25,12.7,7.62,4.0
Krzysztof Jotko,David Branch,2017-05-13,5,2017,MALE,Dallas,Texas,USA,S-DEC,,3.0,False,Middleweight,3.0,0.0,-170.0,27.0,Southpaw,150.0,35.0,Orthodox,True,False,False,False,False,False,False,False,26-30,31-35,0.0,-2.54,-8.0
Stipe Miocic,Junior Dos Santos,2017-05-13,5,2017,MALE,Dallas,Texas,USA,KO/TKO,Punch,1.0,True,Heavyweight,5.0,0.0,-165.0,34.0,Orthodox,145.0,33.0,Orthodox,True,True,True,False,True,False,False,False,31-35,31-35,0.0,7.62,1.0
Abdul Razak Alhassan,Omari Akhmedov,2017-05-28,5,2017,MALE,Stockholm,,Sweden,S-DEC,,3.0,False,Welterweight,3.0,0.0,-275.0,31.0,Orthodox,235.0,29.0,Orthodox,False,False,False,False,False,False,True,False,31-35,26-30,-5.08,0.0,2.0
Alexander Gustafsson,Glover Teixeira,2017-05-28,5,2017,MALE,Stockholm,,Sweden,KO/TKO,Punches,5.0,False,Light Heavyweight,5.0,0.0,-300.0,30.0,Orthodox,250.0,37.0,Orthodox,True,False,True,False,False,False,False,False,26-30,36-40,7.62,7.62,-7.0
Darren Till,Jessin Ayari,2017-05-28,5,2017,MALE,Stockholm,,Sweden,U-DEC,,3.0,False,Welterweight,3.0,0.0,-275.0,24.0,Southpaw,235.0,24.0,Orthodox,False,False,False,False,False,False,False,True,21-25,21-25,0.0,2.54,0.0
Jack Hermansson,Alex Nicholson,2017-05-28,5,2017,MALE,Stockholm,,Sweden,KO/TKO,Punches,1.0,False,Middleweight,3.0,0.0,-165.0,28.0,Orthodox,145.0,27.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-7.62,-10.16,1.0
Marcin Held,Damir Hadzovic,2017-05-28,5,2017,MALE,Stockholm,,Sweden,KO/TKO,Knee,3.0,False,Lightweight,3.0,0.0,-290.0,25.0,Orthodox,245.0,30.0,Orthodox,False,False,False,False,False,False,False,False,21-25,26-30,0.0,2.54,-5.0
Nico Musoke,Bojan Velickovic,2017-05-28,5,2017,MALE,Stockholm,,Sweden,,,,False,Welterweight,3.0,0.0,-130.0,31.0,Orthodox,110.0,28.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,0.0,-2.54,3.0
Oliver Enkamp,Nordine Taleb,2017-05-28,5,2017,MALE,Stockholm,,Sweden,U-DEC,,3.0,False,Welterweight,3.0,0.0,275.0,25.0,Switch,-335.0,35.0,Orthodox,False,False,False,False,False,False,True,False,21-25,31-35,-2.54,7.62,-10.0
Pedro Munhoz,Damian Stasiak,2017-05-28,5,2017,MALE,Stockholm,,Sweden,U-DEC,,3.0,False,Bantamweight,3.0,0.0,-670.0,30.0,Orthodox,485.0,27.0,Orthodox,True,False,False,False,False,False,False,False,26-30,26-30,2.54,-12.7,3.0
Peter Sobotta,Ben Saunders,2017-05-28,5,2017,MALE,Stockholm,,Sweden,KO/TKO,Knee,2.0,False,Welterweight,3.0,0.0,-135.0,30.0,Southpaw,115.0,34.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-5.08,-5.08,-4.0
Reza Madadi,Joaquim Silva,2017-05-28,5,2017,MALE,Stockholm,,Sweden,S-DEC,,3.0,False,Lightweight,3.0,0.0,135.0,38.0,Orthodox,-155.0,28.0,Orthodox,False,False,False,False,False,False,False,True,36-40,26-30,7.62,7.62,10.0
Trevor Smith,Chris Camozzi,2017-05-28,5,2017,MALE,Stockholm,,Sweden,U-DEC,,3.0,False,Middleweight,3.0,0.0,130.0,36.0,Orthodox,-150.0,30.0,Orthodox,False,False,False,False,False,False,False,False,36-40,26-30,2.54,-2.54,6.0
Volkan Oezdemir,Misha Cirkunov,2017-05-28,5,2017,MALE,Stockholm,,Sweden,KO/TKO,Punch,1.0,False,Light Heavyweight,3.0,0.0,375.0,27.0,Orthodox,-470.0,30.0,Orthodox,True,False,True,False,False,False,True,True,26-30,26-30,-2.54,-5.08,-3.0
Claudia Gadelha,Karolina Kowalkiewicz,2017-06-03,6,2017,FEMALE,Rio de Janeiro,Rio de Janeiro,Brazil,SUB,Rear Naked Choke,1.0,False,Women's Strawweight,3.0,0.0,-280.0,28.0,Orthodox,240.0,31.0,Orthodox,True,False,True,False,False,False,False,False,26-30,31-35,2.54,-2.54,-3.0
Erick Silva,Yancy Medeiros,2017-06-03,6,2017,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,KO/TKO,Punch,2.0,False,Welterweight,3.0,0.0,120.0,32.0,Orthodox,-140.0,29.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,5.08,-2.54,3.0
Iuri Alcantara,Brian Kelleher,2017-06-03,6,2017,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,SUB,Guillotine Choke,1.0,False,Bantamweight,3.0,0.0,-380.0,36.0,Southpaw,315.0,30.0,Switch,True,False,False,False,False,False,False,True,36-40,26-30,7.62,12.7,6.0
Johnny Eduardo,Matthew Lopez,2017-06-03,6,2017,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,KO/TKO,Punches,1.0,False,Bantamweight,3.0,0.0,-110.0,38.0,Orthodox,-110.0,30.0,Southpaw,True,False,False,False,False,False,False,False,36-40,26-30,0.0,5.08,8.0
Jose Aldo,Max Holloway,2017-06-03,6,2017,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,KO/TKO,Punches,3.0,True,Featherweight,5.0,0.0,-145.0,30.0,Orthodox,125.0,25.0,Orthodox,True,True,True,True,True,False,False,False,26-30,21-25,-10.16,2.54,5.0
Luan Chagas,Jimmy Wallhead,2017-06-03,6,2017,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,,,,False,Welterweight,3.0,0.0,-260.0,23.0,Orthodox,220.0,33.0,Orthodox,False,False,False,False,False,False,False,False,21-25,31-35,5.08,5.08,-10.0
Paulo Costa,Oluwale Bamgbose,2017-06-03,6,2017,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,KO/TKO,Punches,2.0,False,Middleweight,3.0,0.0,-265.0,26.0,Orthodox,225.0,29.0,Switch,False,False,False,False,False,False,True,False,26-30,26-30,5.08,-15.24,-3.0
Raphael Assuncao,Marlon Moraes,2017-06-03,6,2017,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,S-DEC,,3.0,False,Bantamweight,3.0,0.0,220.0,34.0,Orthodox,-260.0,29.0,Orthodox,True,False,False,False,False,False,False,True,31-35,26-30,-2.54,-2.54,5.0
Vitor Belfort,Nate Marquardt,2017-06-03,6,2017,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,U-DEC,,3.0,False,Middleweight,3.0,0.0,-180.0,40.0,Southpaw,158.0,38.0,Orthodox,True,False,False,False,False,False,False,False,36-40,36-40,0.0,0.0,2.0
Viviane Pereira,Jamie Moyle,2017-06-03,6,2017,FEMALE,Rio de Janeiro,Rio de Janeiro,Brazil,U-DEC,,3.0,False,Women's Strawweight,3.0,0.0,-180.0,23.0,Orthodox,158.0,28.0,Orthodox,False,False,False,False,False,False,True,True,21-25,26-30,0.0,-5.08,-5.0
Alexander Volkanovski,Mizuto Hirota,2017-06-10,6,2017,MALE,Auckland,,New Zealand,U-DEC,,3.0,False,Featherweight,3.0,0.0,-580.0,28.0,Orthodox,440.0,36.0,Orthodox,False,False,False,False,False,False,True,False,26-30,36-40,-2.54,10.16,-8.0
Damien Brown,Vinc Pichel,2017-06-10,6,2017,MALE,Auckland,,New Zealand,KO/TKO,Punch,1.0,False,Lightweight,3.0,0.0,105.0,32.0,Orthodox,-125.0,34.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,0.0,-10.16,-2.0
Dan Hooker,Ross Pearson,2017-06-10,6,2017,MALE,Auckland,,New Zealand,KO/TKO,Knee,2.0,False,Lightweight,3.0,0.0,-145.0,27.0,Switch,125.0,32.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,10.16,15.24,-5.0
Derek Brunson,Daniel Kelly,2017-06-10,6,2017,MALE,Auckland,,New Zealand,KO/TKO,Punch,1.0,False,Middleweight,3.0,0.0,-250.0,33.0,Southpaw,210.0,39.0,Southpaw,True,False,True,False,False,False,False,False,31-35,36-40,2.54,17.78,-6.0
Derrick Lewis,Mark Hunt,2017-06-10,6,2017,MALE,Auckland,,New Zealand,KO/TKO,Punches,4.0,False,Heavyweight,5.0,0.0,-150.0,32.0,Orthodox,130.0,43.0,Orthodox,True,False,True,False,False,False,False,False,31-35,41-45,12.7,17.78,-11.0
Ion Cutelaba,Henrique da Silva,2017-06-10,6,2017,MALE,Auckland,,New Zealand,KO/TKO,Punch,1.0,False,Light Heavyweight,3.0,0.0,-305.0,23.0,Southpaw,275.0,27.0,Orthodox,False,False,False,False,False,False,False,False,21-25,26-30,-5.08,-2.54,-4.0
JJ Aldrich,Chanmi Jeon,2017-06-10,6,2017,FEMALE,Auckland,,New Zealand,,,,False,Women's Strawweight,3.0,0.0,-200.0,24.0,Southpaw,170.0,19.0,Orthodox,False,False,False,False,False,False,False,True,21-25,16-20,0.0,0.0,5.0
John Moraga,Ashkan Mokhtarian,2017-06-10,6,2017,MALE,Auckland,,New Zealand,U-DEC,,3.0,False,Flyweight,3.0,0.0,-210.0,33.0,Orthodox,175.0,31.0,Southpaw,True,False,False,False,False,False,False,True,31-35,31-35,0.0,-2.54,2.0
Kiichi Kunimoto,Zak Ottow,2017-06-10,6,2017,MALE,Auckland,,New Zealand,S-DEC,,3.0,False,Welterweight,3.0,0.0,310.0,36.0,Orthodox,-370.0,30.0,Orthodox,False,False,False,False,False,False,False,False,36-40,26-30,-2.54,-2.54,6.0
Luke Jumeau,Dominique Steele,2017-06-10,6,2017,MALE,Auckland,,New Zealand,U-DEC,,3.0,False,Welterweight,3.0,0.0,175.0,29.0,Orthodox,-210.0,29.0,Orthodox,False,False,False,False,False,False,True,False,26-30,26-30,2.54,-5.08,0.0
Tim Elliott,Ben Nguyen,2017-06-10,6,2017,MALE,Auckland,,New Zealand,SUB,Rear Naked Choke,1.0,False,Flyweight,3.0,0.0,-170.0,30.0,Southpaw,160.0,28.0,Switch,True,False,True,False,False,False,False,False,26-30,26-30,5.08,2.54,2.0
Alex Caceres,Rolando Dy,2017-06-17,6,2017,MALE,Kallang,,Singapore,KO/TKO,,2.0,False,Featherweight,3.0,0.0,-320.0,28.0,Southpaw,260.0,26.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,5.08,10.16,2.0
Andrei Arlovski,Marcin Tybura,2017-06-17,6,2017,MALE,Kallang,,Singapore,U-DEC,,3.0,False,Heavyweight,3.0,0.0,190.0,38.0,Orthodox,-230.0,31.0,Orthodox,True,False,True,False,False,False,False,False,36-40,31-35,0.0,-2.54,7.0
Cyril Asker,Walt Harris,2017-06-17,6,2017,MALE,Kallang,,Singapore,KO/TKO,Elbows,1.0,False,Heavyweight,3.0,0.0,300.0,31.0,Orthodox,-360.0,34.0,Southpaw,False,False,False,False,False,False,False,False,31-35,31-35,-12.7,-7.62,-3.0
Dong Hyun Kim,Colby Covington,2017-06-17,6,2017,MALE,Kallang,,Singapore,U-DEC,,3.0,False,Welterweight,3.0,0.0,200.0,35.0,Southpaw,-240.0,29.0,Orthodox,True,False,False,False,False,False,False,False,31-35,26-30,7.62,10.16,6.0
Holly Holm,Bethe Correia,2017-06-17,6,2017,FEMALE,Kallang,,Singapore,KO/TKO,Kick,3.0,False,Women's Bantamweight,5.0,0.0,-570.0,35.0,Southpaw,435.0,33.0,Orthodox,True,False,True,False,False,False,False,False,31-35,31-35,7.62,12.7,2.0
Ji Yeon Kim,Lucie Pudilova,2017-06-17,6,2017,FEMALE,Kallang,,Singapore,U-DEC,,3.0,False,Women's Bantamweight,3.0,0.0,100.0,27.0,Orthodox,-120.0,23.0,Orthodox,False,False,False,False,False,False,True,False,26-30,21-25,-2.54,12.7,4.0
Justin Scoggins,Ulka Sasaki,2017-06-17,6,2017,MALE,Kallang,,Singapore,,,,False,Flyweight,3.0,0.0,-525.0,25.0,Southpaw,415.0,27.0,Southpaw,False,False,False,False,False,False,False,False,21-25,26-30,-7.62,-12.7,-2.0
Kwan Ho Kwak,Russell Doane,2017-06-17,6,2017,MALE,Kallang,,Singapore,KO/TKO,Punches,1.0,False,Bantamweight,3.0,0.0,-120.0,27.0,Switch,100.0,30.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-5.08,0.0,-3.0
Naoki Inoue,Carls John De Tomas,2017-06-17,6,2017,MALE,Kallang,,Singapore,U-DEC,,3.0,False,Flyweight,3.0,0.0,-275.0,20.0,Orthodox,235.0,20.0,Southpaw,False,False,False,False,False,False,True,True,16-20,16-20,10.16,0.0,0.0
Takanori Gomi,Jon Tuck,2017-06-17,6,2017,MALE,Kallang,,Singapore,SUB,Rear Naked Choke,1.0,False,Lightweight,3.0,0.0,325.0,38.0,Southpaw,-360.0,32.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,-10.16,-7.62,6.0
Tarec Saffiedine,Rafael Dos Anjos,2017-06-17,6,2017,MALE,Kallang,,Singapore,U-DEC,,3.0,False,Welterweight,3.0,0.0,170.0,30.0,Switch,-200.0,32.0,Southpaw,True,False,False,False,False,False,False,False,26-30,31-35,5.08,0.0,-2.0
Anthony Rocco Martin,Johnny Case,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-125.0,27.0,Orthodox,105.0,27.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,5.08,2.54,0.0
BJ Penn,Dennis Siver,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,M-DEC,,3.0,False,Featherweight,3.0,0.0,115.0,38.0,Orthodox,-135.0,38.0,Orthodox,False,False,False,False,False,False,False,False,36-40,36-40,7.62,0.0,0.0
Clay Guida,Erik Koch,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,290.0,35.0,Orthodox,-350.0,28.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,-7.62,-2.54,7.0
Devin Powell,Darrell Horcher,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,360.0,29.0,Orthodox,-450.0,29.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,5.08,7.62,0.0
Felice Herrig,Justine Kish,2017-06-25,6,2017,FEMALE,Oklahoma City,Oklahoma,USA,U-DEC,,3.0,False,Women's Strawweight,3.0,0.0,140.0,32.0,Orthodox,-160.0,29.0,Orthodox,True,False,False,False,False,False,False,True,31-35,26-30,-2.54,2.54,3.0
Jared Gordon,Michel Quinones,2017-06-25,6,2017,MALE,Oklahoma City,Oklahoma,USA,KO/TKO,Punches,2.0,False,Featherweight,3.0,0.0,-135.0,28.0,Orthodox,115.0,32.0,Orthodox,False,False,False,False,False,False,True,True,26-30,31-35,-2.54,-12.7,-4.0
