date,event,referee,r_fighter,b_fighter,finish,totalfighttimesecs,finishround,heightdif,agedif,reachdif,r_odds,b_odds,r_avgkd,b_avgkd,r_avgsigstratt,b_avgsigstratt,r_avgsigstrlanded,b_avgsigstrlanded,r_avgtdatt,b_avgtdatt,r_avgtdlanded,b_avgtdlanded,r_avgsubatt,b_avgsubatt,r_avgctrltime,b_avgctrltime
2017-01-28,UFC on FOX: Shevchenko vs. Pena,Herb Dean,Nate Marquardt,Sam Alvey,U-DEC,900.0,3.0,5.08,7.0,2.54,120.0,-140.0,0.64,0.52,32.02,103.36,23.36,28.67,1.39,1.0,1.41,0.0,0.64,0.11,158.57,36.32
2017-01-28,UFC on FOX: Shevchenko vs. Pena,Tim Mills,Raphael Assuncao,Aljamain Sterling,S-DEC,900.0,3.0,5.08,7.0,12.7,-145.0,125.0,0.01,0.0,140.38,65.69,47.89,39.0,3.53,4.44,1.22,2.6,0.22,1.4,37.11,286.69
2017-01-28,UFC on FOX: Shevchenko vs. Pena,Herb Dean,Valentina Shevchenko,Julianna Pena,SUB,569.0,2.0,2.54,1.0,7.62,-185.0,160.0,0.0,0.0,120.25,46.12,49.0,29.0,6.0,3.38,2.67,2.0,0.0,1.0,194.5,310.75
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Kerry Hatley,Abel Trujillo,James Vick,SUB,649.0,3.0,17.78,4.0,15.24,115.0,-135.0,0.1,0.03,52.34,76.91,25.89,38.33,2.52,0.16,1.44,0.0,0.33,0.33,138.31,26.31
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Kerry Hatley,Adam Milstead,Curtis Blaydes,,,,,,,,,0.0,0.0,116.0,69.5,,,0.0,6.0,,,,,20.0,166.5
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Kerry Hatley,Alex Morono,Niko Price,,,,,,,,,0.0,0.0,155.5,16.0,,,1.5,4.0,,,,,60.0,171.0
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Jacob Montalvo,Alexa Grasso,Felice Herrig,U-DEC,900.0,3.0,-2.54,-9.0,-2.54,-380.0,315.0,0.0,0.0,134.0,30.25,65.0,16.33,2.0,1.75,1.0,0.67,0.0,1.67,201.0,145.0
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Herb Dean,Anthony Hamilton,Marcel Fortuna,KO/TKO,190.0,1.0,-10.16,5.0,-5.08,-270.0,230.0,0.25,,22.78,,28.57,,1.86,,1.29,,0.0,,76.73,
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Chris Reed,Chas Skelly,Chris Gruetzemacher,SUB,421.0,2.0,-7.62,1.0,-10.16,-350.0,290.0,0.06,0.0,27.62,182.0,15.86,103.0,1.23,0.0,1.0,0.0,1.86,0.0,72.44,30.0
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Chris Reed,Daniel Jolly,Khalil Rountree Jr.,KO/TKO,52.0,1.0,0.0,6.0,2.54,145.0,-185.0,0.0,0.5,14.0,17.0,6.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Herb Dean,Dennis Bermudez,Chan Sung Jung,KO/TKO,149.0,1.0,2.54,1.0,15.24,-185.0,160.0,0.05,0.12,87.36,110.75,47.75,31.75,7.65,1.25,3.17,1.25,1.0,1.0,335.99,97.62
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Jacob Montalvo,Jessica Andrade,Angela Hill,U-DEC,900.0,3.0,5.08,-7.0,5.08,-800.0,550.0,0.03,0.25,82.61,67.75,59.44,48.67,2.46,0.25,1.67,0.0,0.56,0.0,182.15,77.0
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Chris Reed,Ovince Saint Preux,Volkan Oezdemir,S-DEC,900.0,3.0,-2.54,6.0,-12.7,-420.0,335.0,0.05,,77.58,,24.55,,2.0,,0.73,,0.18,,159.44,
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Herb Dean,Ricardo Ramos,Michinori Tanaka,U-DEC,900.0,3.0,-10.16,-5.0,-12.7,105.0,-125.0,,0.0,,76.75,,30.0,,5.12,,2.5,,0.25,,373.38
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,Jacob Montalvo,Tecia Torres,Bec Rawlings,U-DEC,900.0,3.0,12.7,0.0,10.16,-450.0,317.0,0.12,0.0,128.25,91.0,66.5,47.0,3.12,1.0,0.75,0.25,0.0,0.25,179.0,99.75
2017-02-11,UFC 208: Holm vs. De Randamie,Yves Lavigne,Anderson Silva,Derek Brunson,U-DEC,900.0,3.0,-2.54,8.0,0.0,100.0,-120.0,0.28,0.29,85.11,34.22,33.19,19.56,0.0,2.59,0.14,1.22,0.29,0.33,2.22,75.9
2017-02-11,UFC 208: Holm vs. De Randamie,Todd Ronald Anderson,Dustin Poirier,Jim Miller,M-DEC,900.0,3.0,-2.54,-5.0,-2.54,-450.0,360.0,0.7,0.0,45.17,97.24,40.56,28.28,1.03,3.51,1.0,1.24,0.56,1.44,77.54,214.23
2017-02-11,UFC 208: Holm vs. De Randamie,Kevin MacDonald,Glover Teixeira,Jared Cannonier,U-DEC,900.0,3.0,-7.62,5.0,2.54,-230.0,190.0,0.26,0.25,28.67,60.5,34.73,32.0,0.82,1.0,1.36,0.0,0.36,0.0,37.39,96.0
2017-02-11,UFC 208: Holm vs. De Randamie,Todd Ronald Anderson,Holly Holm,Germaine de Randamie,U-DEC,1500.0,5.0,2.54,3.0,5.08,100.0,-130.0,0.12,0.5,171.88,46.5,52.0,24.5,0.19,0.0,0.4,0.0,0.0,0.0,70.44,47.12
2017-02-11,UFC 208: Holm vs. De Randamie,Dan Miragliotta,Jacare Souza,Tim Boetsch,SUB,221.0,1.0,-2.54,1.0,5.08,-600.0,450.0,0.02,0.56,47.59,38.37,22.71,27.0,4.19,0.61,1.43,1.05,0.86,0.55,204.67,71.08
2017-02-11,UFC 208: Holm vs. De Randamie,Kevin MacDonald,Nik Lentz,Islam Makhachev,U-DEC,900.0,3.0,5.08,7.0,5.08,270.0,-330.0,0.02,0.0,78.97,25.75,41.88,16.0,7.31,3.25,3.47,2.33,1.18,1.0,338.8,313.5
2017-02-11,UFC 208: Holm vs. De Randamie,Yves Lavigne,Randy Brown,Belal Muhammad,U-DEC,900.0,3.0,-10.16,-2.0,-15.24,-145.0,115.0,0.5,0.0,64.38,92.0,28.0,48.67,1.88,3.0,0.75,1.67,0.75,0.0,187.38,96.5
2017-02-11,UFC 208: Holm vs. De Randamie,Yves Lavigne,Rick Glenn,Phillipe Nover,S-DEC,900.0,3.0,-7.62,-6.0,5.08,-175.0,155.0,0.0,0.0,156.0,97.81,58.0,18.83,3.0,2.84,0.0,1.0,0.0,0.67,0.0,60.19
2017-02-11,UFC 208: Holm vs. De Randamie,Dan Miragliotta,Ryan LaFlare,Roan Carneiro,U-DEC,900.0,3.0,-5.08,-5.0,0.0,-325.0,250.0,0.03,0.0,150.38,42.72,55.67,14.25,2.88,3.95,3.17,2.25,0.33,1.12,123.0,130.01
2017-02-11,UFC 208: Holm vs. De Randamie,Dan Miragliotta,Wilson Reis,Yuta Sasaki,,,,15.24,5.0,15.24,485.0,-670.0,0.0,0.0,50.23,25.12,24.43,9.0,10.14,6.88,4.14,1.5,0.43,0.75,199.3,43.88
2017-02-19,UFC Fight Night: Lewis vs. Browne,Mario Yamasaki,Aiemann Zahabi,Reginaldo Vieira,U-DEC,900.0,3.0,-2.54,-5.0,-7.62,-275.0,235.0,,0.0,,80.5,,39.5,,2.5,,1.5,,1.0,,206.5
2017-02-19,UFC Fight Night: Lewis vs. Browne,Keith Peterson,Carla Esparza,Randa Markos,S-DEC,900.0,3.0,7.62,-2.0,0.0,-260.0,200.0,0.0,0.0,49.0,91.38,24.67,39.4,9.5,3.5,3.67,1.2,0.33,0.4,379.75,154.81
2017-02-19,UFC Fight Night: Lewis vs. Browne,Mario Yamasaki,Derrick Lewis,Travis Browne,KO/TKO,492.0,2.0,7.62,-2.0,0.0,-105.0,-115.0,0.12,0.07,71.31,98.8,23.6,22.93,1.68,0.42,0.4,0.67,0.0,0.13,65.41,31.71
2017-02-19,UFC Fight Night: Lewis vs. Browne,Keith Peterson,Elias Theodorou,Cezar Ferreira,U-DEC,900.0,3.0,0.0,-4.0,7.62,-105.0,-115.0,0.0,0.0,121.19,38.68,44.0,16.9,6.38,2.89,1.8,1.6,0.0,0.2,207.81,234.75
2017-02-19,UFC Fight Night: Lewis vs. Browne,Keith Peterson,Gerald Meerschaert,Ryan Janes,SUB,94.0,1.0,5.08,-6.0,-2.54,-300.0,250.0,0.0,0.0,34.0,214.0,14.0,82.0,2.0,0.0,0.0,0.0,1.0,0.0,65.0,178.0
2017-02-19,UFC Fight Night: Lewis vs. Browne,Brad Jardine,Jack Marshman,Thiago Santos,KO/TKO,441.0,2.0,5.08,-6.0,7.62,145.0,-165.0,2.0,0.3,91.0,18.36,42.0,16.56,0.0,0.14,0.0,0.11,0.0,0.0,13.0,39.86
2017-02-19,UFC Fight Night: Lewis vs. Browne,Brad Jardine,Johny Hendricks,Hector Lombard,U-DEC,900.0,3.0,0.0,-6.0,5.08,110.0,-130.0,0.0,1.05,78.73,62.91,44.28,33.5,6.41,2.52,3.39,1.5,0.33,0.25,405.41,183.78
2017-02-19,UFC Fight Night: Lewis vs. Browne,Cyril Desjardins,Nordine Taleb,Santiago Ponzinibbio,U-DEC,900.0,3.0,-2.54,5.0,-2.54,265.0,-325.0,0.5,0.41,53.38,103.92,38.6,37.43,2.25,0.28,2.6,0.14,0.0,0.0,143.25,8.44
2017-02-19,UFC Fight Night: Lewis vs. Browne,Brad Jardine,Paul Felder,Alex Ricci,,,,0.0,-2.0,-2.54,-370.0,310.0,0.02,0.0,93.53,60.0,44.43,28.0,1.05,2.0,0.43,0.0,0.43,0.0,89.61,88.0
2017-02-19,UFC Fight Night: Lewis vs. Browne,Cyril Desjardins,Sam Sicilia,Gavin Tucker,U-DEC,900.0,3.0,-5.08,1.0,-2.54,130.0,-160.0,0.06,,51.28,,22.27,,1.16,,0.91,,0.55,,74.84,
2017-02-19,UFC Fight Night: Lewis vs. Browne,Mario Yamasaki,Sara McMann,Gina Mazany,SUB,74.0,1.0,0.0,8.0,5.08,-800.0,550.0,0.06,,42.27,,18.71,,2.94,,1.71,,0.29,,162.17,
2017-03-04,UFC 209: Woodley vs. Thompson 2,Chris Tognoni,Albert Morales,Andre Soukhamthath,S-DEC,900.0,3.0,0.0,-3.0,-5.08,-150.0,130.0,0.0,,153.0,,48.5,,1.5,,0.5,,0.0,,24.0,
2017-03-04,UFC 209: Woodley vs. Thompson 2,Marc Goddard,Alistair Overeem,Mark Hunt,KO/TKO,704.0,3.0,-15.24,-6.0,-20.32,-130.0,110.0,0.89,0.43,28.76,33.54,33.6,27.69,0.58,0.08,0.3,0.54,0.1,0.08,33.51,8.03
2017-03-04,UFC 209: Woodley vs. Thompson 2,Herb Dean,Amanda Cooper,Cynthia Calvillo,SUB,199.0,1.0,2.54,-4.0,0.0,150.0,-170.0,0.0,,88.0,,35.0,,1.5,,1.0,,1.5,,104.5,
2017-03-04,UFC 209: Woodley vs. Thompson 2,Marc Goddard,Iuri Alcantara,Luke Sanders,SUB,493.0,2.0,-7.62,5.0,-10.16,130.0,-150.0,0.52,1.0,64.95,48.0,28.69,26.0,0.41,0.0,1.08,0.0,0.54,1.0,41.71,12.0
2017-03-04,UFC 209: Woodley vs. Thompson 2,Herb Dean,Lando Vannata,David Teymur,U-DEC,900.0,3.0,0.0,-3.0,5.08,-360.0,300.0,1.0,1.0,71.0,61.5,25.0,32.0,1.0,1.0,0.0,0.5,0.0,0.0,35.5,15.5
2017-03-04,UFC 209: Woodley vs. Thompson 2,Herb Dean,Marcin Tybura,Luis Henrique,KO/TKO,826.0,3.0,-2.54,8.0,-10.16,-175.0,155.0,0.5,0.0,81.5,39.25,31.5,18.67,1.5,6.25,0.5,2.67,0.0,1.0,46.0,439.5
2017-03-04,UFC 209: Woodley vs. Thompson 2,Chris Tognoni,Mark Godbeer,Daniel Spitz,U-DEC,900.0,3.0,7.62,7.0,12.7,-145.0,125.0,0.0,,11.0,,5.0,,1.0,,0.0,,0.0,,10.0,
2017-03-04,UFC 209: Woodley vs. Thompson 2,Chris Tognoni,Mirsad Bektic,Darren Elkins,KO/TKO,799.0,3.0,5.08,-6.0,2.54,-750.0,525.0,0.25,0.0,40.5,97.54,26.0,35.4,5.12,8.13,2.75,2.27,0.5,1.13,314.0,577.66
2017-03-04,UFC 209: Woodley vs. Thompson 2,John McCarthy,Rashad Evans,Daniel Kelly,S-DEC,900.0,3.0,0.0,-2.0,-12.7,-245.0,205.0,0.0,0.0,50.44,96.06,27.15,37.83,1.79,3.94,2.5,1.67,0.0,0.17,62.03,280.97
2017-03-04,UFC 209: Woodley vs. Thompson 2,John McCarthy,Tyron Woodley,Stephen Thompson,M-DEC,1500.0,5.0,7.62,0.0,2.54,120.0,-140.0,0.85,0.31,90.89,159.79,27.33,47.6,0.61,0.72,0.44,0.5,0.22,0.0,162.87,112.35
2017-03-04,UFC 209: Woodley vs. Thompson 2,Marc Goddard,Tyson Pedro,Paul Craig,KO/TKO,250.0,1.0,0.0,-4.0,-7.62,-140.0,120.0,0.0,0.0,7.0,49.0,4.0,31.0,2.0,2.0,2.0,1.0,1.0,3.0,189.0,128.0
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,John McCarthy,Alex Oliveira,Tim Means,SUB,458.0,2.0,7.62,-4.0,-2.54,175.0,-210.0,0.53,0.19,35.62,58.66,26.38,43.08,5.91,0.73,1.88,0.62,0.5,0.15,267.99,43.35
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,Camila Albuquerque,Bethe Correia,Marion Reneau,,,,,,,,,0.0,0.0,135.44,127.19,,,1.88,0.75,,,,,83.66,134.25
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,Osiris Maia,Edson Barboza,Beneil Dariush,KO/TKO,515.0,2.0,-2.54,4.0,-7.62,-160.0,140.0,0.01,0.5,133.93,100.02,42.31,33.8,1.0,4.14,0.44,0.9,0.06,0.5,33.78,181.1
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,Mario Yamasaki,Francisco Trinaldo,Kevin Lee,SUB,492.0,2.0,0.0,14.0,17.78,150.0,-170.0,0.06,0.0,102.17,51.85,37.93,39.0,2.95,5.79,0.86,2.56,0.36,1.0,206.7,282.56
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,Osiris Maia,Garreth McLellan,Paulo Costa,KO/TKO,77.0,1.0,0.0,9.0,0.0,280.0,-340.0,0.0,,97.0,,44.75,,5.12,,1.0,,0.75,,190.25,
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,Mario Yamasaki,Jussier Formiga,Ray Borg,U-DEC,900.0,3.0,-2.54,8.0,-10.16,110.0,-130.0,0.12,0.0,48.74,39.31,12.38,16.67,3.35,7.03,1.5,3.17,0.38,1.83,309.05,504.97
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,Mario Yamasaki,Mauricio Rua,Gian Villante,KO/TKO,659.0,3.0,5.08,4.0,0.0,-155.0,135.0,1.16,0.63,83.37,88.3,37.5,44.44,1.46,0.44,1.19,0.56,0.25,0.0,89.43,17.34
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,John McCarthy,Michel Prazeres,Joshua Burkman,SUB,102.0,1.0,10.16,-1.0,12.7,-300.0,250.0,0.03,0.0,119.69,111.24,36.0,32.94,10.08,5.0,4.14,2.12,0.14,0.25,184.34,122.14
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,Camila Albuquerque,Rani Yahya,Joe Soto,U-DEC,900.0,3.0,0.0,3.0,-5.08,-240.0,200.0,0.0,0.0,39.35,61.75,17.27,36.6,8.95,2.94,2.73,0.6,1.36,1.4,381.12,46.75
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,Camila Albuquerque,Rony Jason,Jeremy Kennedy,U-DEC,900.0,3.0,10.16,8.0,2.54,105.0,-125.0,0.06,0.0,33.5,71.0,17.12,27.0,0.77,14.0,0.38,5.0,0.5,0.0,43.99,670.0
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,Osiris Maia,Sergio Moraes,Davi Ramos,U-DEC,900.0,3.0,-15.24,4.0,-5.08,-200.0,170.0,0.12,,75.22,,28.86,,3.17,,1.14,,0.43,,211.08,
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,John McCarthy,Vitor Belfort,Kelvin Gastelum,,,,,,,,,0.21,0.75,19.12,147.99,,,0.0,0.8,,,,,2.2,113.21
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Neil Hall,Arnold Allen,Makwan Amirkhani,S-DEC,900.0,3.0,5.08,-5.0,5.08,-115.0,-105.0,0.5,0.25,88.0,26.75,27.0,12.67,4.0,3.75,2.5,1.67,0.5,0.67,192.5,323.75
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Grant Waterman,Brad Pickett,Marlon Vera,KO/TKO,830.0,3.0,5.08,14.0,5.08,-150.0,130.0,0.06,0.5,62.33,65.5,31.85,27.25,1.71,3.12,1.46,0.75,0.15,1.5,56.58,148.0
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Grant Waterman,Bradley Scott,Scott Askham,,,,5.08,-1.0,-2.54,135.0,-155.0,0.0,0.44,94.75,67.81,39.4,23.8,2.0,2.25,0.4,0.2,0.6,0.6,167.25,90.75
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Marc Goddard,Daniel Omielanczuk,Timothy Johnson,,,,7.62,2.0,7.62,170.0,-200.0,0.08,0.5,45.12,92.75,32.43,34.0,1.17,4.75,0.57,1.25,0.14,0.0,106.86,265.12
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Leon Roberts,Darren Stewart,Francimar Barroso,U-DEC,900.0,3.0,2.54,-11.0,2.54,-210.0,175.0,0.0,0.0,10.0,31.44,7.0,32.0,2.0,4.28,1.0,1.33,0.0,0.0,75.0,86.59
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Marc Goddard,Gunnar Nelson,Alan Jouban,SUB,346.0,2.0,2.54,-7.0,2.54,-335.0,275.0,0.12,1.41,32.45,121.07,21.25,46.38,1.59,2.53,1.12,0.38,0.75,0.0,182.14,67.33
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Leon Roberts,Jimi Manuwa,Corey Anderson,KO/TKO,185.0,1.0,5.08,10.0,0.0,-145.0,125.0,0.52,0.0,44.7,123.53,30.71,62.5,1.92,6.24,0.43,3.62,0.29,0.0,76.61,364.9
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Marc Goddard,Joe Duffy,Reza Madadi,U-DEC,900.0,3.0,2.54,-9.0,-2.54,-550.0,425.0,0.62,0.0,37.12,73.0,15.75,34.4,0.0,5.44,0.0,2.4,0.75,0.6,9.62,197.25
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Grant Waterman,Leon Edwards,Vincente Luque,U-DEC,900.0,3.0,-2.54,0.0,2.54,100.0,-120.0,0.09,0.75,58.31,27.94,23.0,17.0,6.0,0.62,0.83,0.8,0.33,0.6,218.28,57.56
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Neil Hall,Lina Lansberg,Lucie Pudilova,U-DEC,900.0,3.0,2.54,13.0,5.08,-400.0,325.0,0.0,,23.0,,14.0,,1.0,,0.0,,0.0,,25.0,
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,,Marc Diakiese,Teemu Packalen,KO/TKO,30.0,1.0,7.62,-5.0,-2.54,-175.0,155.0,0.0,0.5,75.0,36.0,28.5,20.5,7.0,5.5,3.5,1.5,0.0,1.0,218.0,102.0
2017-04-08,UFC 210: Cormier vs. Johnson 2,Dan Miragliotta,Chris Weidman,Gegard Mousasi,KO/TKO,493.0,2.0,0.0,1.0,-5.08,-105.0,-115.0,0.05,0.13,65.05,66.21,31.64,37.82,6.69,2.35,2.27,0.82,0.64,0.27,119.41,94.48
2017-04-08,UFC 210: Cormier vs. Johnson 2,Keith Peterson,Cynthia Calvillo,Pearl Gonzalez,SUB,825.0,3.0,0.0,-1.0,10.16,-280.0,240.0,0.0,,26.0,,13.0,,1.0,,1.0,,3.0,,107.0,
2017-04-08,UFC 210: Cormier vs. Johnson 2,John McCarthy,Daniel Cormier,Anthony Johnson,SUB,517.0,2.0,7.62,5.0,15.24,120.0,-140.0,0.02,0.74,123.17,18.58,56.88,19.94,4.39,0.42,1.75,1.0,0.62,0.28,471.12,49.41
2017-04-08,UFC 210: Cormier vs. Johnson 2,Dan Miragliotta,Gregor Gillespie,Andrew Holbrook,KO/TKO,21.0,1.0,10.16,-1.0,-2.54,-290.0,245.0,0.0,0.0,90.0,37.0,41.0,17.33,19.0,1.75,5.0,0.67,0.0,1.67,660.0,137.25
2017-04-08,UFC 210: Cormier vs. Johnson 2,John McCarthy,Jenel Lausa,Magomed Bibulatov,U-DEC,900.0,3.0,0.0,0.0,-7.62,470.0,-640.0,2.0,,109.0,,56.0,,1.0,,1.0,,1.0,,51.0,
2017-04-08,UFC 210: Cormier vs. Johnson 2,Keith Peterson,Josh Emmett,Desmond Green,S-DEC,900.0,3.0,10.16,5.0,7.62,-200.0,170.0,0.0,,156.0,,70.5,,7.0,,4.0,,0.5,,120.0,
2017-04-08,UFC 210: Cormier vs. Johnson 2,Keith Peterson,Kamaru Usman,Sean Strickland,U-DEC,900.0,3.0,2.54,3.0,0.0,-290.0,245.0,0.0,0.38,105.0,184.44,43.75,56.67,5.88,2.28,4.5,1.33,0.5,0.5,476.62,103.12
2017-04-08,UFC 210: Cormier vs. Johnson 2,Todd Ronald Anderson,Katlyn Chookagian,Irene Aldana,S-DEC,900.0,3.0,0.0,-1.0,0.0,-135.0,115.0,0.5,0.0,127.0,256.0,33.5,108.0,0.5,1.0,0.0,1.0,0.0,0.0,8.5,6.0
2017-04-08,UFC 210: Cormier vs. Johnson 2,Dan Miragliotta,Myles Jury,Mike de la Torre,KO/TKO,210.0,1.0,2.54,-2.0,-5.08,-450.0,360.0,0.14,0.06,35.52,41.12,21.38,22.17,2.33,0.66,1.62,0.17,0.25,0.0,109.09,70.38
2017-04-08,UFC 210: Cormier vs. Johnson 2,John McCarthy,Patrick Cummins,Jan Blachowicz,U-DEC,900.0,3.0,0.0,2.0,5.08,-105.0,-115.0,0.0,0.0,58.99,96.5,35.38,40.6,5.02,1.81,3.75,1.0,0.12,0.2,115.05,131.06
2017-04-08,UFC 210: Cormier vs. Johnson 2,Todd Ronald Anderson,Shane Burgos,Charles Rosa,KO/TKO,719.0,3.0,-5.08,-4.0,-15.24,-255.0,215.0,1.0,0.0,189.0,159.88,73.0,47.5,1.0,9.0,1.0,3.25,0.0,1.25,87.0,212.38
2017-04-08,UFC 210: Cormier vs. Johnson 2,Todd Ronald Anderson,Thiago Alves,Patrick Cote,U-DEC,900.0,3.0,5.08,-4.0,2.54,110.0,-130.0,0.15,0.38,102.91,83.18,37.33,30.9,0.19,2.32,0.52,0.5,0.29,0.2,25.34,78.46
2017-04-08,UFC 210: Cormier vs. Johnson 2,John McCarthy,Will Brooks,Charles Oliveira,SUB,150.0,1.0,0.0,3.0,5.08,-220.0,180.0,0.0,0.03,83.5,37.26,48.0,23.18,7.0,4.19,2.5,1.29,0.0,1.29,249.0,195.96
2017-04-15,UFC on FOX: Johnson vs. Reis,Dan Miragliotta,Alexander Volkov,Roy Nelson,U-DEC,900.0,3.0,-17.78,-12.0,-20.32,-155.0,135.0,0.0,0.55,84.0,64.23,45.0,22.61,2.0,3.97,1.0,0.83,0.0,0.06,225.0,222.37
2017-04-15,UFC on FOX: Johnson vs. Reis,Mario Yamasaki,Aljamain Sterling,Augusto Mendes,U-DEC,900.0,3.0,-2.54,-7.0,-15.24,-400.0,325.0,0.0,0.0,118.84,73.5,41.17,26.5,3.72,4.5,2.17,2.0,1.17,0.0,144.34,66.0
2017-04-15,UFC on FOX: Johnson vs. Reis,Keith Peterson,Anthony Smith,Andrew Sanchez,KO/TKO,832.0,3.0,-7.62,-1.0,-5.08,270.0,-330.0,0.5,0.0,75.75,123.5,35.75,52.5,0.62,6.0,0.5,3.0,0.5,0.0,32.38,374.5
2017-04-15,UFC on FOX: Johnson vs. Reis,Keith Peterson,Ashlee Evans-Smith,Ketlen Vieira,U-DEC,900.0,3.0,0.0,4.0,2.54,-165.0,145.0,0.0,0.0,114.75,57.0,46.33,13.0,3.5,6.0,1.33,4.0,0.0,0.0,240.0,504.0
2017-04-15,UFC on FOX: Johnson vs. Reis,Mario Yamasaki,Bobby Green,Rashid Magomedov,S-DEC,900.0,3.0,-2.54,-2.0,-2.54,270.0,-330.0,0.03,0.81,79.0,110.0,46.5,64.2,1.16,1.75,0.67,0.8,0.17,0.2,24.91,117.0
2017-04-15,UFC on FOX: Johnson vs. Reis,Dan Miragliotta,Demetrious Johnson,Wilson Reis,SUB,889.0,3.0,2.54,-2.0,-2.54,-1100.0,700.0,0.26,0.0,72.15,67.12,61.33,25.62,6.69,9.57,4.27,4.38,0.6,0.62,606.18,362.65
2017-04-15,UFC on FOX: Johnson vs. Reis,Dan Miragliotta,Devin Clark,Jake Collier,U-DEC,900.0,3.0,7.62,-1.0,7.62,-140.0,120.0,0.5,0.75,61.5,68.0,30.5,32.75,3.5,3.12,1.0,0.75,0.5,0.25,222.5,129.5
2017-04-15,UFC on FOX: Johnson vs. Reis,Mario Yamasaki,Jacare Souza,Robert Whittaker,KO/TKO,508.0,2.0,-2.54,11.0,2.54,-265.0,225.0,0.01,0.63,32.8,99.83,20.75,51.7,3.09,0.33,1.38,0.4,0.88,0.0,139.34,46.23
2017-04-15,UFC on FOX: Johnson vs. Reis,Mike England,Jeremy Stephens,Renato Moicano,S-DEC,900.0,3.0,7.62,3.0,2.54,-170.0,150.0,0.63,0.0,131.68,120.0,35.04,46.0,2.03,1.0,1.12,0.5,0.42,0.5,71.21,18.0
2017-04-15,UFC on FOX: Johnson vs. Reis,Mike England,Louis Smolka,Tim Elliott,U-DEC,900.0,3.0,-5.08,-5.0,-5.08,160.0,-185.0,0.02,0.02,50.75,75.84,47.75,51.71,2.05,3.61,1.5,3.29,2.0,1.29,118.69,165.22
2017-04-15,UFC on FOX: Johnson vs. Reis,Keith Peterson,Patrick Williams,Tom Duquesnoy,KO/TKO,328.0,2.0,-2.54,12.0,-12.7,650.0,-1000.0,0.5,,19.5,,8.0,,1.5,,1.0,,0.5,,19.0,
2017-04-15,UFC on FOX: Johnson vs. Reis,Keith Peterson,Rose Namajunas,Michelle Waterson,SUB,467.0,2.0,-5.08,-7.0,-7.62,110.0,-130.0,0.0,0.0,130.56,38.5,42.8,29.5,5.5,2.0,2.8,2.0,1.0,3.0,224.06,112.0
2017-04-15,UFC on FOX: Johnson vs. Reis,Mike England,Zak Cummings,Nathan Coy,SUB,261.0,1.0,-5.08,-6.0,-15.24,-550.0,425.0,0.19,0.0,103.44,69.5,25.71,24.0,1.75,3.0,1.0,2.0,0.57,0.0,74.45,241.5
2017-04-22,UFC Fight Night: Swanson vs. Lobov,John McCarthy,Al Iaquinta,Diego Sanchez,KO/TKO,98.0,1.0,0.0,-6.0,5.08,-420.0,335.0,0.58,0.01,145.23,72.11,52.56,35.32,5.5,1.87,0.89,1.12,0.33,0.72,21.47,310.56
2017-04-22,UFC Fight Night: Swanson vs. Lobov,Herb Dean,Alexis Davis,Cindy Dandois,U-DEC,900.0,3.0,2.54,0.0,0.0,-290.0,245.0,0.0,,54.69,,34.0,,1.06,,0.67,,0.83,,234.53,
