date,event,referee,r_fighter,b_fighter,finish,totalfighttimesecs,finishround,heightdif,agedif,reachdif,r_odds,b_odds,r_avgkd,b_avgkd,r_avgsigstratt,b_avgsigstratt,r_avgsigstrlanded,b_avgsigstrlanded,r_avgtdatt,b_avgtdatt,r_avgtdlanded,b_avgtdlanded,r_avgsubatt,b_avgsubatt,r_avgctrltime,b_avgctrltime
2010-08-01,UFC Live: Jones vs Matyushenko,John McCarthy,Brian Stann,Mike Massenzio,SUB,790.0,3.0,2.54,2.0,-2.54,180.0,-220.0,0.0,0.5,54.75,3.0,23.25,1.5,0.88,0.5,0.0,0.5,0.0,1.5,72.12,42.5
2010-08-01,UFC Live: Jones vs Matyushenko,Jason Herzog,DaMarques Johnson,Matthew Riddle,KO/TKO,569.0,2.0,0.0,4.0,-2.54,180.0,-220.0,0.5,0.0,68.25,75.94,19.0,46.0,0.0,7.69,0.0,3.8,0.67,0.8,38.5,481.25
2010-08-01,UFC Live: Jones vs Matyushenko,Herb Dean,Darren Elkins,Charles Oliveira,SUB,41.0,1.0,0.0,6.0,7.62,200.0,-240.0,0.0,,2.0,,0.0,,2.0,,1.0,,0.0,,10.0,
2010-08-01,UFC Live: Jones vs Matyushenko,Herb Dean,James Irvin,Igor Pokrajac,SUB,149.0,1.0,-5.08,0.0,2.54,-160.0,140.0,0.14,1.0,11.19,59.5,5.33,21.0,0.06,3.0,0.0,1.5,0.11,0.0,0.98,81.0
2010-08-01,UFC Live: Jones vs Matyushenko,Herb Dean,John Howard,Jake Ellenberger,KO/TKO,741.0,3.0,5.08,2.0,0.0,181.0,-196.0,0.25,1.5,19.25,49.0,15.0,21.5,3.0,3.0,3.75,2.5,0.75,1.5,186.5,342.0
2010-08-01,UFC Live: Jones vs Matyushenko,Herb Dean,Jon Jones,Vladimir Matyushenko,KO/TKO,112.0,1.0,-10.16,-16.0,-25.4,-752.0,602.0,0.06,0.0,51.62,78.7,33.4,23.0,2.69,4.92,2.4,2.43,0.2,0.14,138.31,192.06
2010-08-01,UFC Live: Jones vs Matyushenko,John McCarthy,Mark Munoz,Yushin Okami,S-DEC,900.0,3.0,5.08,3.0,7.62,185.0,-200.0,0.0,0.62,54.38,92.23,27.0,31.2,6.25,0.17,1.0,1.7,0.5,0.8,162.88,174.23
2010-08-01,UFC Live: Jones vs Matyushenko,John McCarthy,Paul Kelly,Jacob Volkmann,U-DEC,900.0,3.0,0.0,-4.0,2.54,-105.0,-115.0,0.0,0.0,84.72,47.0,39.17,17.67,1.38,4.0,1.33,2.0,1.0,0.33,283.38,392.75
2010-08-01,UFC Live: Jones vs Matyushenko,Jason Herzog,Rob Kimmons,Steve Steinbeiss,U-DEC,900.0,3.0,12.7,0.0,5.08,-195.0,168.0,0.0,0.0,32.5,19.0,9.75,7.0,1.75,0.0,0.5,0.0,1.5,0.0,104.62,19.0
2010-08-01,UFC Live: Jones vs Matyushenko,Jason Herzog,Tyson Griffin,Takanori Gomi,KO/TKO,64.0,1.0,2.54,-5.0,5.08,-320.0,290.0,0.25,0.0,122.29,116.0,50.5,20.0,1.82,1.0,1.2,0.0,0.9,0.0,52.55,8.0
2010-08-07,UFC 117: Silva vs Sonnen,Josh Rosenthal,Anderson Silva,Chael Sonnen,SUB,1390.0,5.0,-2.54,2.0,-7.62,-460.0,410.0,1.31,0.0,83.46,109.23,33.0,31.0,0.07,5.78,0.18,3.29,0.27,0.0,75.72,601.72
2010-08-07,UFC 117: Silva vs Sonnen,Marcos Rosales,Ben Saunders,Dennis Hallman,U-DEC,900.0,3.0,-12.7,-7.0,-12.7,-300.0,250.0,0.09,0.0,34.41,23.0,26.17,7.2,0.66,4.38,0.17,1.0,1.0,2.0,61.41,324.25
2010-08-07,UFC 117: Silva vs Sonnen,Herb Dean,Clay Guida,Rafael Dos Anjos,SUB,711.0,3.0,2.54,3.0,0.0,116.0,-126.0,0.02,0.0,57.31,80.62,31.36,30.8,4.03,5.44,3.27,2.6,0.64,1.6,350.64,344.62
2010-08-07,UFC 117: Silva vs Sonnen,Josh Rosenthal,Dustin Hazelett,Rick Story,KO/TKO,375.0,2.0,-10.16,-1.0,-12.7,-150.0,130.0,0.0,0.0,21.35,94.75,14.38,29.25,0.13,6.75,0.25,3.0,1.62,2.0,7.5,426.88
2010-08-07,UFC 117: Silva vs Sonnen,Josh Rosenthal,Johny Hendricks,Charlie Brenneman,KO/TKO,340.0,2.0,2.54,-3.0,7.62,-370.0,310.0,0.25,0.0,65.0,53.0,36.33,33.0,7.5,10.0,5.0,6.0,1.33,0.0,348.0,528.0
2010-08-07,UFC 117: Silva vs Sonnen,Herb Dean,Jon Fitch,Thiago Alves,U-DEC,900.0,3.0,-7.62,6.0,-15.24,116.0,-126.0,0.0,0.74,104.85,136.58,35.85,29.33,7.32,0.63,3.0,0.5,0.85,0.33,579.11,58.49
2010-08-07,UFC 117: Silva vs Sonnen,Josh Rosenthal,Matt Hughes,Ricardo Almeida,SUB,195.0,1.0,7.62,3.0,2.54,178.0,-193.0,1.0,0.0,80.61,42.16,23.27,18.62,3.04,11.67,2.14,3.12,0.68,1.38,229.07,465.13
2010-08-07,UFC 117: Silva vs Sonnen,Herb Dean,Rodney Wallace,Phil Davis,U-DEC,900.0,3.0,12.7,3.0,17.78,600.0,-900.0,0.0,0.0,50.5,60.5,24.5,31.0,14.0,4.5,9.0,2.0,1.5,1.0,338.5,433.0
2010-08-07,UFC 117: Silva vs Sonnen,Marcos Rosales,Roy Nelson,Junior Dos Santos,U-DEC,900.0,3.0,10.16,8.0,12.7,315.0,-345.0,1.0,0.94,25.0,47.19,8.5,24.6,1.0,0.0,0.5,0.0,0.0,0.0,45.0,12.81
2010-08-07,UFC 117: Silva vs Sonnen,Herb Dean,Stefan Struve,Christian Morecraft,KO/TKO,322.0,2.0,-12.7,-1.0,-7.62,-200.0,170.0,0.0,,33.69,,14.4,,0.44,,0.4,,2.4,,103.88,
2010-08-07,UFC 117: Silva vs Sonnen,Marcos Rosales,Todd Brown,Tim Boetsch,U-DEC,900.0,3.0,2.54,4.0,-0.04,290.0,-350.0,,0.25,,55.0,,25.5,,0.38,,0.25,,0.0,,3.25
2010-08-28,UFC 118: Edgar vs Penn 2,Josh Rosenthal,Andre Winner,Nik Lentz,U-DEC,900.0,3.0,-7.62,2.0,-12.7,-115.0,105.0,0.5,0.0,127.5,133.5,40.33,61.33,0.5,11.5,0.0,4.0,0.0,2.0,114.5,344.25
2010-08-28,UFC 118: Edgar vs Penn 2,Mario Yamasaki,Dan Miller,John Salter,SUB,413.0,2.0,0.0,4.0,0.0,-230.0,190.0,0.0,0.0,133.81,39.5,18.67,5.0,2.22,3.5,1.17,1.0,1.0,0.0,48.28,80.0
2010-08-28,UFC 118: Edgar vs Penn 2,Herb Dean,Demian Maia,Mario Miranda,U-DEC,900.0,3.0,5.08,1.0,5.08,-210.0,190.0,0.0,0.5,47.8,51.5,12.0,29.0,8.7,1.5,1.38,1.5,1.12,0.0,93.34,240.5
2010-08-28,UFC 118: Edgar vs Penn 2,Herb Dean,Frankie Edgar,BJ Penn,U-DEC,1500.0,5.0,7.62,-3.0,5.08,248.0,-270.0,0.0,0.06,166.91,185.01,47.88,40.65,9.27,0.5,3.62,1.24,0.25,0.65,79.63,65.19
2010-08-28,UFC 118: Edgar vs Penn 2,Herb Dean,Joe Lauzon,Gabe Ruediger,SUB,121.0,1.0,0.0,-6.0,-2.34,-320.0,290.0,0.02,0.0,52.81,23.0,11.86,7.0,9.08,12.0,2.0,2.0,2.43,0.0,174.86,128.0
2010-08-28,UFC 118: Edgar vs Penn 2,Mario Yamasaki,Kenny Florian,Gray Maynard,U-DEC,900.0,3.0,-2.54,3.0,-10.16,-140.0,130.0,0.25,0.02,127.08,109.56,25.57,23.88,3.82,2.67,1.5,2.75,0.86,0.88,122.2,129.96
2010-08-28,UFC 118: Edgar vs Penn 2,Josh Rosenthal,Mike Pierce,Amilcar Alves,SUB,791.0,3.0,10.16,7.0,7.62,-325.0,265.0,0.0,,95.0,,40.0,,8.25,,4.33,,0.0,,571.0,
2010-08-28,UFC 118: Edgar vs Penn 2,Yves Lavigne,Nate Diaz,Marcus Davis,SUB,842.0,3.0,-5.08,-12.0,-15.24,-190.0,175.0,0.5,1.01,109.23,33.14,24.1,22.08,1.57,1.44,1.2,0.85,1.3,0.92,65.91,90.22
2010-08-28,UFC 118: Edgar vs Penn 2,Yves Lavigne,Nick Osipczak,Greg Soto,U-DEC,900.0,3.0,-7.62,1.0,-7.62,-200.0,170.0,0.0,0.0,53.25,39.0,29.33,21.0,2.25,4.0,1.0,0.0,1.0,0.0,170.0,41.0
2010-08-28,UFC 118: Edgar vs Penn 2,Mario Yamasaki,Randy Couture,James Toney,SUB,199.0,1.0,-10.16,5.0,-7.5,-600.0,500.0,0.02,,71.22,,34.77,,3.84,,2.32,,0.41,,315.84,
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Herb Dean,Brian Foster,Forrest Petz,KO/TKO,67.0,1.0,0.0,-8.0,0.0,-240.0,200.0,0.0,0.16,38.5,108.34,13.0,30.5,2.0,0.69,1.0,1.17,0.33,0.0,53.25,99.56
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Herb Dean,Cole Miller,Ross Pearson,SUB,409.0,2.0,-12.7,1.0,-12.7,190.0,-210.0,0.02,0.0,43.22,142.25,14.71,62.33,0.19,2.25,0.29,0.33,2.43,0.0,27.14,100.0
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Kerry Hatley,Efrain Escudero,Charles Oliveira,SUB,745.0,3.0,2.54,4.0,10.16,-155.0,145.0,0.88,0.0,120.12,4.0,31.75,3.0,2.88,0.0,2.0,0.0,0.5,2.0,160.62,0.0
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Jon Schorle,Jared Hamman,Kyle Kingsbury,U-DEC,900.0,3.0,2.54,0.0,2.54,-185.0,160.0,0.5,0.0,70.5,60.0,33.0,17.5,1.0,3.0,1.0,1.0,0.0,0.0,213.5,234.0
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Jon Schorle,Jim Miller,Gleison Tibau,U-DEC,900.0,3.0,5.08,1.0,0.0,-125.0,115.0,0.38,0.5,61.52,68.85,28.14,13.82,2.0,6.84,2.29,4.36,2.0,0.91,131.48,229.65
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Herb Dean,Nate Marquardt,Rousimar Palhares,KO/TKO,208.0,1.0,-10.16,1.0,-7.62,-235.0,215.0,0.47,0.0,30.65,12.31,27.64,10.2,1.54,2.81,1.91,2.2,0.91,1.6,82.98,161.69
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Kerry Hatley,Rich Attonito,Rafael Natal,U-DEC,900.0,3.0,5.08,6.0,10.16,168.0,-195.0,0.0,,65.0,,24.0,,3.0,,1.0,,0.0,,116.0,
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Jon Schorle,TJ Waldburger,David Mitchell,U-DEC,900.0,3.0,2.54,-8.0,2.54,140.0,-160.0,,,,,,,,,,,,,,
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Herb Dean,Tomasz Drwal,David Branch,U-DEC,900.0,3.0,0.0,0.0,5.08,-155.0,135.0,0.12,0.0,36.19,39.0,23.0,20.0,2.56,2.0,1.8,0.0,0.2,0.0,65.5,88.0
2010-09-15,UFC Fight Night: Marquardt vs Palhares,Kerry Hatley,Yves Edwards,John Gunderson,U-DEC,900.0,3.0,0.0,2.0,-10.16,105.0,-125.0,0.68,0.0,53.08,44.5,20.8,16.0,0.63,4.5,0.2,2.5,0.8,2.0,69.96,386.0
2010-09-25,UFC 119: Mir vs Cro Cop,Jeff Malott,CB Dollaway,Joe Doerksen,SUB,133.0,1.0,-5.08,-5.0,-2.54,-255.0,235.0,0.0,0.06,52.78,56.83,12.83,15.14,6.12,2.23,2.17,1.71,0.83,1.71,361.0,101.17
2010-09-25,UFC 119: Mir vs Cro Cop,Herb Dean,Frank Mir,Mirko Filipovic,,,,-2.54,-5.0,-15.24,-210.0,190.0,0.44,0.58,14.68,75.75,9.88,20.71,0.12,0.72,0.75,0.29,1.19,0.43,8.68,194.86
2010-09-25,UFC 119: Mir vs Cro Cop,Josh Rosenthal,Mark Hunt,Sean McCorkle,SUB,63.0,1.0,22.86,2.0,22.86,-190.0,165.0,,,,,,,,,,,,,,
2010-09-25,UFC 119: Mir vs Cro Cop,Herb Dean,Matt Mitrione,Joey Beltran,U-DEC,900.0,3.0,-5.08,4.0,-10.16,-174.0,164.0,0.5,0.0,45.0,105.0,29.0,59.5,0.0,0.0,0.0,0.0,2.0,0.0,130.0,51.5
2010-09-25,UFC 119: Mir vs Cro Cop,Herb Dean,Matt Serra,Chris Lytle,U-DEC,900.0,3.0,12.7,0.0,0.0,125.0,-135.0,0.89,0.01,36.08,79.03,16.08,30.24,0.95,0.98,1.77,0.53,0.77,1.47,41.03,91.1
2010-09-25,UFC 119: Mir vs Cro Cop,Josh Rosenthal,Melvin Guillard,Jeremy Stephens,S-DEC,900.0,3.0,-2.54,3.0,7.62,-105.0,-105.0,0.7,1.04,40.23,82.52,13.45,28.11,0.66,2.64,1.18,1.0,0.09,0.33,32.66,73.56
2010-09-25,UFC 119: Mir vs Cro Cop,Josh Rosenthal,Rogerio Nogueira,Ryan Bader,U-DEC,900.0,3.0,0.0,7.0,-2.54,160.0,-170.0,0.5,1.12,47.5,83.25,18.5,30.0,0.5,6.38,0.5,2.75,0.5,0.5,87.5,280.5
2010-09-25,UFC 119: Mir vs Cro Cop,Rob Hinds,Sean Sherk,Evan Dunham,S-DEC,900.0,3.0,10.16,9.0,7.62,167.0,-178.0,0.0,0.25,195.25,80.0,34.27,30.25,5.46,4.12,4.09,1.75,0.36,0.75,177.77,331.5
2010-09-25,UFC 119: Mir vs Cro Cop,Herb Dean,Steve Lopez,Waylon Lowe,S-DEC,900.0,3.0,-10.16,-3.0,-15.34,140.0,-160.0,0.0,0.0,49.0,6.0,6.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,87.0
2010-09-25,UFC 119: Mir vs Cro Cop,Jeff Malott,TJ Grant,Julio Paulino,U-DEC,900.0,3.0,5.08,-8.0,2.54,-220.0,180.0,0.25,0.0,80.5,62.0,37.75,17.0,2.38,0.0,1.25,0.0,0.0,0.0,83.75,0.0
2010-09-25,UFC 119: Mir vs Cro Cop,Rob Hinds,Thiago Tavares,Pat Audinwood,SUB,227.0,1.0,12.7,1.0,15.28,-280.0,240.0,0.0,,102.22,,21.25,,6.97,,2.88,,1.5,,193.57,
2010-10-16,UFC 120: Bisping vs Akiyama,Marc Goddard,Cheick Kongo,Travis Browne,,,,,,,,,0.05,1.0,60.56,44.0,,,5.18,0.0,,,,,296.36,141.0
2010-10-16,UFC 120: Bisping vs Akiyama,Leon Roberts,Cyrille Diabate,Alexander Gustafsson,SUB,461.0,2.0,-2.54,14.0,-5.08,135.0,-155.0,1.0,0.5,21.0,14.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0
2010-10-16,UFC 120: Bisping vs Akiyama,Dan Miragliotta,Dan Hardy,Carlos Condit,KO/TKO,267.0,1.0,5.08,2.0,2.54,-170.0,160.0,0.19,0.0,61.5,124.0,29.8,44.67,1.12,2.5,0.4,1.33,0.0,1.67,141.75,230.5
2010-10-16,UFC 120: Bisping vs Akiyama,Marc Goddard,James McSweeney,Fabio Maldonado,KO/TKO,648.0,3.0,-7.62,-1.0,-5.08,200.0,-240.0,0.0,,53.0,,32.0,,1.0,,0.5,,1.0,,219.0,
2010-10-16,UFC 120: Bisping vs Akiyama,Dan Miragliotta,James Wilks,Claude Patrick,U-DEC,900.0,3.0,-5.08,2.0,0.0,145.0,-165.0,0.0,0.0,60.5,18.0,24.67,13.0,5.5,2.0,1.33,1.0,4.0,2.0,225.75,276.0
2010-10-16,UFC 120: Bisping vs Akiyama,Leon Roberts,John Hathaway,Mike Pyle,U-DEC,900.0,3.0,-2.54,-12.0,-2.54,-475.0,420.0,0.5,0.5,139.12,68.62,53.25,16.75,4.62,3.5,3.5,0.5,0.75,1.5,400.12,131.5
2010-10-16,UFC 120: Bisping vs Akiyama,Marc Goddard,Michael Bisping,Yoshihiro Akiyama,U-DEC,900.0,3.0,-7.62,-4.0,-5.08,-210.0,190.0,0.01,0.0,171.38,112.0,39.67,41.0,2.82,4.5,1.5,4.0,0.42,0.5,26.06,352.0
2010-10-16,UFC 120: Bisping vs Akiyama,Dan Miragliotta,Paul Sass,Mark Holst,SUB,285.0,1.0,0.0,-3.0,4.58,-185.0,160.0,,0.0,,16.0,,2.0,,1.0,,1.0,,3.0,,56.0
2010-10-16,UFC 120: Bisping vs Akiyama,Marc Goddard,Rob Broughton,Vinicius Queiroz,SUB,703.0,3.0,12.7,0.0,14.04,145.0,-165.0,,,,,,,,,,,,,,
2010-10-16,UFC 120: Bisping vs Akiyama,Leon Roberts,Spencer Fisher,Curt Warburton,U-DEC,900.0,3.0,12.7,5.0,7.62,-210.0,175.0,0.07,,101.85,,35.62,,0.55,,0.54,,0.62,,50.43,
2010-10-23,UFC 121: Lesnar vs Velasquez,Jason Herzog,Brendan Schaub,Gabriel Gonzaga,U-DEC,900.0,3.0,-5.08,-4.0,-5.08,125.0,-145.0,0.75,0.32,27.0,19.66,15.67,13.27,0.0,0.75,0.0,1.18,0.0,0.64,4.25,39.41
2010-10-23,UFC 121: Lesnar vs Velasquez,Herb Dean,Brock Lesnar,Cain Velasquez,KO/TKO,252.0,1.0,-5.08,5.0,-10.16,-165.0,155.0,0.19,0.59,30.25,64.16,29.4,43.67,3.19,2.78,2.0,2.33,0.4,0.33,232.31,188.41
2010-10-23,UFC 121: Lesnar vs Velasquez,Jason Herzog,Chris Camozzi,Dongi Yang,S-DEC,900.0,3.0,-10.16,-2.0,-12.7,-110.0,-110.0,0.0,,111.0,,62.0,,5.0,,0.0,,0.0,,224.0,
2010-10-23,UFC 121: Lesnar vs Velasquez,Herb Dean,Court McGee,Ryan Jensen,SUB,681.0,3.0,5.08,-8.0,2.54,-250.0,210.0,0.0,0.0,59.0,14.53,22.0,10.67,7.0,0.75,5.0,0.5,1.0,0.67,324.0,37.0
2010-10-23,UFC 121: Lesnar vs Velasquez,Jason Herzog,Diego Sanchez,Paulo Thiago,U-DEC,900.0,3.0,2.54,-1.0,2.54,130.0,-140.0,0.19,0.56,107.25,38.06,32.86,13.6,11.6,5.12,1.36,0.6,0.93,1.4,179.15,100.56
2010-10-23,UFC 121: Lesnar vs Velasquez,John McCarthy,Jake Shields,Martin Kampmann,S-DEC,900.0,3.0,0.0,3.0,0.0,-170.0,160.0,,0.28,,48.56,,24.9,,2.11,,0.9,,1.6,,275.14
2010-10-23,UFC 121: Lesnar vs Velasquez,John McCarthy,Jon Madsen,Gilbert Yvel,KO/TKO,108.0,1.0,5.08,-4.0,12.7,-225.0,185.0,0.0,0.0,75.75,39.5,31.67,18.0,2.5,0.5,1.33,0.0,0.0,1.0,296.0,48.0
2010-10-23,UFC 121: Lesnar vs Velasquez,Jason Herzog,Mike Guymon,Daniel Roberts,SUB,73.0,1.0,-5.08,6.0,0.0,125.0,-145.0,0.0,0.0,48.5,30.5,32.5,6.0,3.0,5.0,1.5,3.5,1.0,1.5,223.5,244.0
2010-10-23,UFC 121: Lesnar vs Velasquez,John McCarthy,Patrick Cote,Tom Lawlor,U-DEC,900.0,3.0,2.54,3.0,7.62,-175.0,155.0,0.1,0.5,43.41,80.88,22.0,27.0,1.87,4.88,0.4,2.0,0.2,0.75,78.16,136.5
2010-10-23,UFC 121: Lesnar vs Velasquez,Herb Dean,Sam Stout,Paul Taylor,S-DEC,900.0,3.0,7.62,-4.0,5.08,-200.0,170.0,0.62,0.09,208.2,66.47,55.56,45.43,0.59,0.34,0.11,0.29,0.11,0.57,86.53,91.78
2010-10-23,UFC 121: Lesnar vs Velasquez,John McCarthy,Tito Ortiz,Matt Hamill,U-DEC,900.0,3.0,-5.08,1.0,5.08,163.0,-173.0,0.0,0.12,65.1,121.07,27.32,32.1,8.35,5.14,2.45,1.9,0.27,0.0,185.94,56.58
2010-11-13,UFC 122: Marquardt vs Okami,Leon Roberts,Amir Sadollah,Peter Sobotta,U-DEC,900.0,3.0,5.08,7.0,2.54,-265.0,245.0,0.0,0.0,88.12,48.0,47.0,16.5,0.62,6.5,0.4,1.5,0.4,1.0,121.25,307.5
2010-11-13,UFC 122: Marquardt vs Okami,Kevin Mulhall,Dennis Siver,Andre Winner,SUB,217.0,1.0,12.7,2.0,7.62,105.0,-115.0,0.29,0.25,212.85,81.25,28.44,35.25,1.56,0.25,0.44,0.0,0.22,0.0,28.01,69.75
2010-11-13,UFC 122: Marquardt vs Okami,Marc Goddard,Duane Ludwig,Nick Osipczak,S-DEC,900.0,3.0,10.16,7.0,15.24,280.0,-340.0,0.12,0.0,16.5,60.12,10.5,29.25,0.0,1.62,0.0,0.75,0.0,1.0,37.75,113.5
2010-11-13,UFC 122: Marquardt vs Okami,Marc Goddard,Kris McCray,Carlos Eduardo Rocha,SUB,141.0,1.0,-5.08,0.0,-15.24,-115.0,-105.0,0.0,,66.0,,19.0,,0.0,,0.0,,0.0,,0.0,
2010-11-13,UFC 122: Marquardt vs Okami,Marc Goddard,Krzysztof Soszynski,Goran Reljic,U-DEC,900.0,3.0,5.08,7.0,10.16,-108.0,-102.0,0.06,0.25,96.66,56.25,26.83,22.33,1.94,2.75,0.5,1.33,0.5,1.33,87.06,250.25
2010-11-13,UFC 122: Marquardt vs Okami,Kevin Mulhall,Kyle Noke,Rob Kimmons,SUB,393.0,2.0,-7.62,1.0,-7.62,-220.0,180.0,1.0,0.0,88.0,48.75,50.0,15.4,0.0,4.88,0.0,1.2,0.0,1.6,5.0,256.81
2010-11-13,UFC 122: Marquardt vs Okami,Leon Roberts,Nate Marquardt,Yushin Okami,U-DEC,900.0,3.0,5.08,2.0,2.54,-190.0,175.0,0.23,0.81,32.83,87.61,26.42,30.36,0.77,0.59,1.75,1.64,0.92,0.73,49.99,238.12
2010-11-13,UFC 122: Marquardt vs Okami,Leon Roberts,Pascal Krauss,Mark Scanlon,U-DEC,900.0,3.0,-10.16,-4.0,-5.08,-230.0,190.0,,,,,,,,,,,,,,
2010-11-13,UFC 122: Marquardt vs Okami,Leon Roberts,Seth Petruzelli,Karlos Vemola,KO/TKO,226.0,1.0,0.0,5.0,-2.54,-105.0,-115.0,0.75,0.0,53.0,42.0,21.0,16.0,0.75,3.0,0.33,0.0,1.0,1.0,41.75,11.0
2010-11-13,UFC 122: Marquardt vs Okami,Kevin Mulhall,Vladimir Matyushenko,Alexandre Ferreira,KO/TKO,140.0,1.0,-12.7,8.0,-17.78,-220.0,180.0,0.0,,41.85,,20.12,,2.46,,2.12,,0.12,,96.03,
2010-11-20,UFC 123: Rampage vs Machida,Marc Fennell,Aaron Simpson,Mark Munoz,U-DEC,900.0,3.0,0.0,4.0,-2.54,115.0,-125.0,0.25,0.5,75.62,49.19,30.0,24.8,7.0,10.62,2.0,1.0,0.25,0.4,210.5,125.44
2010-11-20,UFC 123: Rampage vs Machida,Marc Fennell,George Sotiropoulos,Joe Lauzon,SUB,463.0,2.0,0.0,7.0,0.0,-225.0,205.0,0.5,0.01,121.0,40.41,23.0,12.75,2.56,6.04,2.0,2.0,1.67,2.25,292.94,133.93
2010-11-20,UFC 123: Rampage vs Machida,Dan Miragliotta,Gerald Harris,Maiquel Falcao,U-DEC,900.0,3.0,0.0,2.0,-20.58,-250.0,230.0,0.5,,48.0,,16.0,,3.0,,2.0,,0.0,,178.75,
2010-11-20,UFC 123: Rampage vs Machida,Dan Miragliotta,Karo Parisyan,Dennis Hallman,KO/TKO,107.0,1.0,-2.54,-6.0,0.0,-160.0,140.0,0.0,0.0,63.36,39.0,31.08,10.67,8.94,5.19,4.42,1.33,0.83,1.67,265.27,516.62
2010-11-20,UFC 123: Rampage vs Machida,Herb Dean,Matt Brown,Brian Foster,SUB,431.0,2.0,-7.62,3.0,-10.16,120.0,-130.0,0.75,0.5,37.78,32.75,27.86,14.0,1.19,1.0,0.43,0.75,1.43,0.25,86.78,31.62
2010-11-20,UFC 123: Rampage vs Machida,Dan Miragliotta,Matt Hughes,BJ Penn,KO/TKO,21.0,1.0,0.0,6.0,-7.62,195.0,-215.0,1.0,0.03,48.3,165.5,22.35,40.39,1.52,1.75,2.04,1.28,0.7,0.61,121.03,75.09
2010-11-20,UFC 123: Rampage vs Machida,Marc Fennell,Mike Lullo,Edson Barboza,KO/TKO,626.0,3.0,7.62,7.0,12.5,355.0,-445.0,,,,,,,,,,,,,,
2010-11-20,UFC 123: Rampage vs Machida,Dan Miragliotta,Paul Kelly,TJ O'Brien,KO/TKO,496.0,2.0,12.7,3.0,18.2,-200.0,170.0,0.0,,72.86,,37.0,,0.69,,1.14,,1.14,,258.69,
2010-11-20,UFC 123: Rampage vs Machida,Herb Dean,Phil Davis,Tim Boetsch,SUB,475.0,2.0,-5.08,-3.0,-12.7,-485.0,425.0,0.0,0.12,76.25,83.5,40.33,32.4,4.25,3.19,2.33,0.8,0.67,0.2,558.5,113.62
2010-11-20,UFC 123: Rampage vs Machida,Herb Dean,Rampage Jackson,Lyoto Machida,,,,0.0,0.0,2.54,215.0,-235.0,1.25,0.55,77.03,44.84,37.0,39.67,1.55,1.51,0.57,1.22,0.0,0.78,102.77,62.66
2010-11-20,UFC 123: Rampage vs Machida,Herb Dean,Tyson Griffin,Nik Lentz,S-DEC,900.0,3.0,5.08,0.0,0.0,-230.0,190.0,0.12,0.0,68.14,82.75,46.18,51.75,0.91,14.75,1.09,4.75,0.82,1.75,26.27,562.12
2010-12-04,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Chris Tognoni,Cody McKenzie,Aaron Wilkinson,SUB,123.0,1.0,-5.08,-1.0,0.12,-110.0,-110.0,,,,,,,,,,,,,,
2010-12-04,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Steve Mazzagatti,Fredson Paixao,Pablo Garza,KO/TKO,51.0,1.0,17.78,4.0,17.78,-190.0,165.0,,,,,,,,,,,,,,
2010-12-04,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Josh Rosenthal,Ian Loveland,Tyler Toner,U-DEC,900.0,3.0,0.0,0.0,0.0,235.0,-275.0,,,,,,,,,,,,,,
2010-12-04,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Steve Mazzagatti,Johny Hendricks,Rick Story,U-DEC,900.0,3.0,0.0,1.0,5.08,-178.0,167.0,1.12,0.5,53.5,102.38,34.25,38.4,4.25,4.88,3.75,3.0,1.0,1.6,199.5,367.44
2010-12-04,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Herb Dean,Jonathan Brookins,Michael Johnson,U-DEC,900.0,3.0,-5.08,1.0,0.0,-230.0,190.0,,,,,,,,,,,,,,
2010-12-04,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Josh Rosenthal,Kendall Grove,Demian Maia,U-DEC,900.0,3.0,-12.7,-5.0,-17.78,265.0,-295.0,0.28,0.0,58.48,48.4,20.45,14.0,0.63,7.85,0.36,1.78,1.55,1.11,53.75,342.67
2010-12-04,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Herb Dean,Nam Phan,Leonard Garcia,S-DEC,900.0,3.0,10.16,-4.0,-2.54,165.0,-190.0,,0.0,,39.75,,16.33,,0.75,,0.0,,1.0,,108.0
2010-12-04,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Josh Rosenthal,Rich Attonito,David Branch,U-DEC,900.0,3.0,7.62,4.0,15.24,140.0,-160.0,0.5,0.0,72.5,35.0,24.5,17.5,2.0,6.0,0.5,1.5,0.0,0.0,155.5,273.5
