r_fighter,b_fighter,date,month,year,gender,location,city,state,country,finish,finishdetails,finishround,totalfighttimesecs,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,b_odds,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,r_matchwcrank,r_pfprank,b_matchwcrank,b_pfprank
Yao Zhikui,Royston Wee,2014-08-23,8,2014,MALE,"Macau, China",Macau,,China,S-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,5.08,-4.0,7.62,200.0,23.0,Orthodox,165.1,162.56,125.0,-220.0,27.0,Orthodox,170.18,170.18,135.0,,,,
Zhang Lipeng,Brendan O'Reilly,2014-08-23,8,2014,MALE,"Macau, China",Macau,,China,,,,,False,Lightweight,3.0,0.0,-10.16,-3.0,-5.08,140.0,24.0,Southpaw,180.34,180.34,155.0,-150.0,27.0,Orthodox,170.18,175.26,170.0,,,,
Bethe Correia,Shayna Baszler,2014-08-30,8,2014,FEMALE,"Sacramento, California, USA",Sacramento,California,USA,KO/TKO,Punches,2.0,416.0,False,Women's Bantamweight,3.0,0.0,5.08,-3.0,7.62,-145.0,31.0,Orthodox,165.1,162.56,135.0,135.0,34.0,Orthodox,170.18,170.18,135.0,10.0,,,
Chris Wade,Cain Carrizosa,2014-08-30,8,2014,MALE,"Sacramento, California, USA",Sacramento,California,USA,SUB,Guillotine Choke,1.0,72.0,False,Lightweight,3.0,0.0,-5.08,-2.0,10.16,-155.0,26.0,Orthodox,177.8,177.8,155.0,135.0,28.0,Orthodox,172.72,187.96,155.0,,,,
Lorenz Larkin,Derek Brunson,2014-08-30,8,2014,MALE,"Sacramento, California, USA",Sacramento,California,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,5.08,-3.0,12.7,145.0,27.0,Orthodox,180.34,182.88,170.0,-165.0,30.0,Southpaw,185.42,195.58,185.0,,,,
Ramsey Nijem,Diego Ferreira,2014-08-30,8,2014,MALE,"Sacramento, California, USA",Sacramento,California,USA,KO/TKO,Punch,2.0,413.0,False,Lightweight,3.0,0.0,-5.08,-3.0,-2.54,170.0,26.0,Orthodox,180.34,190.5,155.0,-185.0,29.0,Orthodox,175.26,187.96,155.0,,,,
Ruan Potts,Anthony Hamilton,2014-08-30,8,2014,MALE,"Sacramento, California, USA",Sacramento,California,USA,KO/TKO,Punches,2.0,557.0,False,Heavyweight,3.0,0.0,7.62,2.0,2.54,205.0,36.0,Orthodox,187.96,190.5,247.0,-225.0,34.0,Orthodox,195.58,193.04,260.0,,,,
TJ Dillashaw,Joe Soto,2014-08-30,8,2014,MALE,"Sacramento, California, USA",Sacramento,California,USA,KO/TKO,Kick,5.0,1340.0,True,Bantamweight,5.0,0.0,0.0,1.0,-5.08,-1100.0,28.0,Orthodox,167.64,170.18,125.0,900.0,27.0,Orthodox,167.64,165.1,135.0,0.0,11.0,,
Tony Ferguson,Danny Castillo,2014-08-30,8,2014,MALE,"Sacramento, California, USA",Sacramento,California,USA,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-5.08,-5.0,-12.7,-265.0,30.0,Orthodox,180.34,193.04,155.0,245.0,35.0,Orthodox,175.26,180.34,155.0,,,,
Yancy Medeiros,Damon Jackson,2014-08-30,8,2014,MALE,"Sacramento, California, USA",Sacramento,California,USA,SUB,Other - Choke,2.0,414.0,False,Lightweight,3.0,0.0,2.54,0.0,-10.16,-115.0,26.0,Orthodox,177.8,190.5,155.0,105.0,26.0,Switch,180.34,180.34,145.0,,,,
Al Iaquinta,Rodrigo Damm,2014-09-05,9,2014,MALE,"Ledyard, Connecticut, USA",Ledyard,Connecticut,USA,KO/TKO,Elbows,3.0,746.0,False,Lightweight,3.0,0.0,-7.62,-7.0,2.54,-600.0,27.0,Orthodox,177.8,177.8,155.0,500.0,34.0,Orthodox,170.18,180.34,155.0,,,,
Alistair Overeem,Ben Rothwell,2014-09-05,9,2014,MALE,"Ledyard, Connecticut, USA",Ledyard,Connecticut,USA,KO/TKO,Punch,1.0,139.0,False,Heavyweight,3.0,0.0,0.0,2.0,-5.08,-330.0,34.0,Orthodox,193.04,203.2,265.0,300.0,32.0,Orthodox,193.04,198.12,265.0,7.0,,,
Chris Beal,Tateki Matsuda,2014-09-05,9,2014,MALE,"Ledyard, Connecticut, USA",Ledyard,Connecticut,USA,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,0.0,1.0,-10.16,-500.0,29.0,Orthodox,170.18,175.26,125.0,435.0,28.0,Orthodox,170.18,165.1,125.0,,,,
Jacare Souza,Gegard Mousasi,2014-09-05,9,2014,MALE,"Ledyard, Connecticut, USA",Ledyard,Connecticut,USA,SUB,Guillotine Choke,3.0,870.0,False,Middleweight,5.0,0.0,2.54,5.0,10.16,-185.0,34.0,Orthodox,185.42,182.88,185.0,170.0,29.0,Orthodox,187.96,193.04,185.0,,,7.0,
Joe Lauzon,Michael Chiesa,2014-09-05,9,2014,MALE,"Ledyard, Connecticut, USA",Ledyard,Connecticut,USA,KO/TKO,,2.0,434.0,False,Lightweight,3.0,0.0,7.62,4.0,10.16,190.0,30.0,Orthodox,177.8,180.34,155.0,-210.0,26.0,Southpaw,185.42,190.5,170.0,,,,
John Moraga,Justin Scoggins,2014-09-05,9,2014,MALE,"Ledyard, Connecticut, USA",Ledyard,Connecticut,USA,SUB,Guillotine Choke,2.0,347.0,False,Flyweight,3.0,0.0,2.54,8.0,0.0,230.0,30.0,Orthodox,167.64,167.64,125.0,-250.0,22.0,Southpaw,170.18,167.64,125.0,5.0,,,
Matt Mitrione,Derrick Lewis,2014-09-05,9,2014,MALE,"Ledyard, Connecticut, USA",Ledyard,Connecticut,USA,KO/TKO,Punches,1.0,41.0,False,Heavyweight,3.0,0.0,0.0,7.0,0.0,116.0,36.0,Switch,190.5,200.66,265.0,-126.0,29.0,Orthodox,190.5,200.66,260.0,,,,
Rafael Natal,Chris Camozzi,2014-09-05,9,2014,MALE,"Ledyard, Connecticut, USA",Ledyard,Connecticut,USA,S-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,5.08,4.0,0.0,-185.0,31.0,Orthodox,182.88,193.04,185.0,170.0,27.0,Orthodox,187.96,193.04,185.0,,,,
Sean Soriano,Chas Skelly,2014-09-05,9,2014,MALE,"Ledyard, Connecticut, USA",Ledyard,Connecticut,USA,U-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,5.08,-5.0,5.08,170.0,24.0,Orthodox,175.26,177.8,145.0,-185.0,29.0,Orthodox,180.34,182.88,145.0,,,,
Antonio Silva,Andrei Arlovski,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,KO/TKO,Punch,1.0,179.0,False,Heavyweight,5.0,0.0,-2.54,-1.0,-7.62,-430.0,34.0,Orthodox,193.04,203.2,264.0,380.0,35.0,Orthodox,190.5,195.58,240.0,4.0,,14.0,
Francisco Trinaldo,Leandro Silva,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,0.0,8.0,5.08,-185.0,36.0,Southpaw,175.26,177.8,155.0,170.0,28.0,Orthodox,175.26,182.88,155.0,,,,
Gleison Tibau,Piotr Hallmann,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-2.54,3.0,0.0,-235.0,30.0,Southpaw,177.8,180.34,155.0,215.0,27.0,Orthodox,175.26,180.34,155.0,,,,
Godofredo Pepey,Dashon Johnson,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,SUB,Armbar,1.0,269.0,False,Featherweight,3.0,0.0,0.0,1.0,-7.62,-130.0,27.0,Orthodox,170.18,185.42,145.0,120.0,26.0,Orthodox,170.18,177.8,145.0,,,,
Igor Araujo,George Sullivan,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,KO/TKO,Punch,2.0,451.0,False,Welterweight,3.0,0.0,-2.54,0.0,-10.16,-130.0,33.0,Orthodox,185.42,195.58,170.0,120.0,33.0,Orthodox,182.88,185.42,170.0,,,,
Iuri Alcantara,Russell Doane,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,-5.08,6.0,-2.54,-315.0,34.0,Southpaw,175.26,180.34,135.0,285.0,28.0,Orthodox,170.18,177.8,135.0,7.0,,,
Jessica Andrade,Larissa Pacheco,2014-09-13,9,2014,FEMALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,SUB,Guillotine Choke,1.0,273.0,False,Women's Bantamweight,3.0,0.0,15.24,2.0,17.78,-110.0,22.0,Orthodox,154.94,157.48,115.0,100.0,20.0,Orthodox,170.18,175.26,135.0,10.0,,,
Leonardo Santos,Efrain Escudero,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-7.62,6.0,-12.7,-210.0,34.0,Orthodox,182.88,190.5,155.0,190.0,28.0,Orthodox,175.26,177.8,155.0,,,,
Paulo Thiago,Sean Spencer,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-2.54,6.0,5.08,215.0,33.0,Orthodox,180.34,185.42,170.0,-235.0,27.0,Southpaw,177.8,190.5,170.0,,,,
Rani Yahya,Johnny Bedford,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,SUB,Kimura,2.0,424.0,False,Bantamweight,3.0,0.0,10.16,-1.0,10.16,115.0,30.0,Orthodox,167.64,170.18,135.0,-125.0,31.0,Orthodox,177.8,180.34,135.0,,,,
Santiago Ponzinibbio,Wendell Oliveira,2014-09-13,9,2014,MALE,"Brasilia, Distrito Federal, Brazil",Brasilia,Distrito Federal,Brazil,,,,,False,Welterweight,3.0,0.0,-5.08,-4.0,-2.54,-105.0,27.0,Orthodox,182.88,185.42,170.0,-105.0,31.0,Orthodox,177.8,182.88,170.0,,,,
Alex Caceres,Masanori Kanehara,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,-7.62,-5.0,-15.24,-295.0,26.0,Southpaw,177.8,185.42,145.0,265.0,31.0,Orthodox,170.18,170.18,135.0,10.0,,,
Hyun Gyu Lim,Takenori Sato,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,KO/TKO,Elbows,1.0,78.0,False,Welterweight,3.0,0.0,-12.7,0.0,-15.24,-660.0,29.0,Orthodox,190.5,195.58,170.0,540.0,29.0,Southpaw,177.8,180.34,170.0,,,,
Katsunori Kikuno,Sam Sicilia,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,SUB,Rear Naked Choke,2.0,398.0,False,Featherweight,3.0,0.0,0.0,4.0,2.54,-145.0,32.0,Orthodox,172.72,167.64,145.0,135.0,28.0,Orthodox,172.72,170.18,145.0,,,,
Kazuki Tokudome,Johnny Case,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,SUB,Guillotine Choke,2.0,454.0,False,Lightweight,3.0,0.0,-2.54,2.0,-2.54,-130.0,27.0,Southpaw,180.34,185.42,155.0,120.0,25.0,Orthodox,177.8,182.88,155.0,,,,
Kiichi Kunimoto,Richard Walsh,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,S-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,5.08,8.0,5.08,-235.0,33.0,Orthodox,177.8,180.34,170.0,215.0,25.0,Orthodox,182.88,185.42,170.0,,,,
Kyoji Horiguchi,Jon Delos Reyes,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,KO/TKO,Punches,1.0,228.0,False,Flyweight,3.0,0.0,2.54,-4.0,2.54,-660.0,23.0,Orthodox,165.1,167.64,125.0,540.0,27.0,Orthodox,167.64,170.18,125.0,14.0,,,
Mark Hunt,Roy Nelson,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,KO/TKO,Punch,2.0,480.0,False,Heavyweight,5.0,0.0,5.08,2.0,0.0,-120.0,40.0,Orthodox,177.8,182.88,265.0,110.0,38.0,Orthodox,182.88,182.88,263.0,6.0,,8.0,
Maximo Blanco,Dan Hooker,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,U-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,10.16,6.0,10.16,-135.0,30.0,Orthodox,172.72,180.34,145.0,125.0,24.0,Switch,182.88,190.5,155.0,,,,
Michinori Tanaka,Kyung Ho Kang,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,S-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,10.16,-4.0,15.24,-150.0,23.0,Orthodox,165.1,170.18,135.0,140.0,27.0,Orthodox,175.26,185.42,135.0,,,,
Miesha Tate,Rin Nakai,2014-09-20,9,2014,FEMALE,"Saitama, Japan",Saitama,,Japan,U-DEC,,3.0,900.0,False,Women's Bantamweight,3.0,0.0,-12.7,1.0,-12.7,-310.0,28.0,Orthodox,167.64,165.1,135.0,280.0,27.0,Orthodox,154.94,152.4,135.0,2.0,,,
Myles Jury,Takanori Gomi,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,KO/TKO,Punch,1.0,92.0,False,Lightweight,3.0,0.0,-7.62,-10.0,-7.62,-605.0,25.0,Orthodox,177.8,185.42,145.0,505.0,35.0,Southpaw,170.18,177.8,155.0,9.0,,,
Yoshihiro Akiyama,Amir Sadollah,2014-09-20,9,2014,MALE,"Saitama, Japan",Saitama,,Japan,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,0.0,5.0,2.54,-155.0,39.0,Orthodox,177.8,185.42,170.0,145.0,34.0,Orthodox,177.8,187.96,170.0,,,,
Cat Zingano,Amanda Nunes,2014-09-27,9,2014,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punches,3.0,681.0,False,Women's Bantamweight,3.0,0.0,5.08,6.0,2.54,-215.0,32.0,Southpaw,167.64,172.72,145.0,195.0,26.0,Orthodox,172.72,175.26,145.0,1.0,,8.0,
Demetrious Johnson,Chris Cariaso,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Kimura,2.0,449.0,True,Flyweight,5.0,0.0,0.0,-5.0,-7.62,-1450.0,28.0,Orthodox,160.02,167.64,125.0,1150.0,33.0,Southpaw,160.02,160.02,125.0,0.0,4.0,8.0,
Dominick Cruz,Takeya Mizugaki,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punches,1.0,61.0,False,Bantamweight,3.0,0.0,-2.54,-1.0,0.0,-560.0,29.0,Orthodox,172.72,172.72,135.0,475.0,30.0,Orthodox,170.18,172.72,135.0,10.0,,5.0,
Donald Cerrone,Eddie Alvarez,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-10.16,1.0,-10.16,-135.0,31.0,Orthodox,185.42,185.42,155.0,125.0,30.0,Orthodox,175.26,175.26,155.0,5.0,,14.0,
Dustin Poirier,Conor McGregor,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punch,1.0,106.0,False,Featherweight,3.0,0.0,0.0,-1.0,5.08,240.0,25.0,Southpaw,175.26,182.88,155.0,-260.0,26.0,Southpaw,175.26,187.96,155.0,5.0,,9.0,
John Howard,Brian Ebersole,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,S-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,12.7,-2.0,5.08,-240.0,31.0,Orthodox,170.18,180.34,170.0,220.0,33.0,Southpaw,182.88,185.42,170.0,,,,
Jon Tuck,Kevin Lee,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-5.08,8.0,10.16,220.0,30.0,Orthodox,180.34,185.42,155.0,-240.0,22.0,Orthodox,175.26,195.58,170.0,,,,
Jorge Masvidal,James Krause,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,7.62,1.0,-2.54,-320.0,29.0,Orthodox,180.34,187.96,170.0,290.0,28.0,Orthodox,187.96,185.42,170.0,12.0,,,
Manvel Gamburyan,Cody Gibson,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Guillotine Choke,2.0,596.0,False,Bantamweight,3.0,0.0,12.7,6.0,10.16,145.0,33.0,Orthodox,165.1,170.18,135.0,-155.0,27.0,Orthodox,177.8,180.34,135.0,,,,
Patrick Cote,Stephen Thompson,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,2.54,3.0,10.16,340.0,34.0,Orthodox,180.34,180.34,170.0,-380.0,31.0,Orthodox,182.88,190.5,170.0,,,,
Tim Kennedy,Yoel Romero,2014-09-27,9,2014,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punch,3.0,658.0,False,Middleweight,3.0,0.0,2.54,-2.0,-2.54,-133.0,35.0,Orthodox,180.34,187.96,185.0,123.0,37.0,Southpaw,182.88,185.42,185.0,6.0,,10.0,
Akira Corassani,Max Holloway,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Punch,1.0,191.0,False,Featherweight,3.0,0.0,7.62,10.0,2.54,480.0,32.0,Orthodox,172.72,172.72,145.0,-570.0,22.0,Orthodox,180.34,175.26,155.0,,,,
Albert Tumenov,Matt Dwyer,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,KO/TKO,Kick,1.0,63.0,False,Welterweight,3.0,0.0,12.7,-2.0,7.62,-440.0,22.0,Orthodox,180.34,185.42,170.0,390.0,24.0,Orthodox,193.04,193.04,170.0,,,,
Cathal Pendred,Gasan Umalatov,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,S-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-5.08,-5.0,-10.16,-140.0,27.0,Orthodox,185.42,190.5,170.0,130.0,32.0,Orthodox,180.34,180.34,170.0,,,,
Chad Laprise,Yosdenis Cedeno,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-5.08,-1.0,-5.08,-320.0,28.0,Orthodox,177.8,180.34,170.0,290.0,29.0,Orthodox,172.72,175.26,155.0,,,,
Daron Cruickshank,Anthony Njokuani,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,12.7,-5.0,7.62,-110.0,29.0,Switch,172.72,182.88,155.0,100.0,34.0,Orthodox,185.42,190.5,155.0,,,,
Dennis Siver,Charles Rosa,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,U-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,7.62,7.0,-2.54,-290.0,35.0,Orthodox,167.64,177.8,145.0,260.0,28.0,Switch,175.26,175.26,145.0,11.0,,,
Elias Theodorou,Bruno Santos,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,-10.16,-1.0,-15.24,-340.0,26.0,Orthodox,185.42,190.5,185.0,280.0,27.0,Orthodox,175.26,175.26,185.0,,,,
Gunnar Nelson,Rick Story,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,S-DEC,,5.0,1500.0,False,Welterweight,5.0,0.0,-5.08,-4.0,-2.54,-360.0,26.0,Switch,180.34,182.88,170.0,325.0,30.0,Southpaw,175.26,180.34,170.0,12.0,,,
Ilir Latifi,Jan Blachowicz,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Kick,1.0,118.0,False,Light Heavyweight,3.0,0.0,10.16,0.0,12.7,-265.0,31.0,Orthodox,177.8,185.42,205.0,245.0,31.0,Orthodox,187.96,198.12,205.0,,,,
Jason Saggo,Paul Felder,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,0.0,-2.0,-2.54,-160.0,28.0,Orthodox,180.34,180.34,155.0,150.0,30.0,Orthodox,180.34,177.8,155.0,,,,
Magnus Cedenblad,Scott Askham,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,-5.08,6.0,-10.16,-120.0,32.0,Orthodox,195.58,200.66,185.0,110.0,26.0,Southpaw,190.5,190.5,185.0,,,,
Mairbek Taisumov,Marcin Bandel,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Punch,1.0,61.0,False,Lightweight,3.0,0.0,2.54,2.0,-7.62,-150.0,26.0,Orthodox,175.26,185.42,155.0,140.0,24.0,Orthodox,177.8,177.8,155.0,,,,
Mitch Gagnon,Roman Salazar,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,SUB,Rear Naked Choke,1.0,126.0,False,Bantamweight,3.0,0.0,5.08,3.0,5.08,-750.0,29.0,Southpaw,165.1,165.1,135.0,600.0,26.0,Orthodox,170.18,170.18,135.0,,,,
Nico Musoke,Alexander Yakovlev,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,,,,,False,Welterweight,3.0,0.0,7.62,-2.0,-2.54,-205.0,28.0,Orthodox,182.88,190.5,170.0,188.0,30.0,Southpaw,190.5,187.96,155.0,,,,
Niklas Backstrom,Mike Wilkinson,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Punch,1.0,79.0,False,Featherweight,3.0,0.0,-15.24,-2.0,-15.24,-1000.0,25.0,Orthodox,185.42,187.96,145.0,650.0,27.0,Switch,170.18,172.72,145.0,,,,
Nordine Taleb,Li Jingliang,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,,,,,False,Welterweight,3.0,0.0,-2.54,7.0,-7.62,-430.0,33.0,Orthodox,185.42,187.96,170.0,380.0,26.0,Orthodox,182.88,180.34,170.0,,,,
Olivier Aubin-Mercier,Jake Lindsey,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,SUB,Other - Choke,2.0,502.0,False,Lightweight,3.0,0.0,5.08,-3.0,2.54,-525.0,25.0,Southpaw,175.26,177.8,155.0,450.0,28.0,Switch,180.34,180.34,155.0,,,,
Paddy Holohan,Chris Kelades,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Flyweight,3.0,0.0,-7.62,-7.0,-2.54,-500.0,26.0,Orthodox,177.8,175.26,125.0,435.0,33.0,Orthodox,170.18,172.72,125.0,,,,
Raphael Assuncao,Bryan Caraway,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,7.62,2.0,5.08,-450.0,32.0,Orthodox,165.1,167.64,135.0,400.0,30.0,Orthodox,172.72,172.72,135.0,4.0,,10.0,
Rory MacDonald,Tarec Saffiedine,2014-10-04,10,2014,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,KO/TKO,Punch,3.0,688.0,False,Welterweight,5.0,0.0,-5.08,-3.0,-15.24,-430.0,25.0,Orthodox,182.88,193.04,170.0,380.0,28.0,Switch,177.8,177.8,170.0,2.0,,9.0,
Tor Troeng,Krzysztof Jotko,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,-2.54,6.0,0.0,130.0,31.0,Orthodox,187.96,195.58,185.0,-140.0,25.0,Southpaw,185.42,195.58,185.0,,,,
Zubaira Tukhugov,Ernest Chavez,2014-10-04,10,2014,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Punches,1.0,261.0,False,Featherweight,3.0,0.0,0.0,-8.0,5.08,-260.0,23.0,Orthodox,172.72,172.72,145.0,240.0,31.0,Orthodox,172.72,177.8,145.0,,,,
Darren Elkins,Lucas Martins,2014-10-25,10,2014,MALE,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,S-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,5.08,5.0,2.54,-220.0,30.0,Orthodox,177.8,180.34,145.0,200.0,25.0,Southpaw,182.88,182.88,145.0,13.0,,,
Diego Ferreira,Beneil Dariush,2014-10-25,10,2014,MALE,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,2.54,4.0,-5.08,-245.0,29.0,Orthodox,175.26,187.96,155.0,225.0,25.0,Southpaw,177.8,182.88,155.0,,,,
Fabio Maldonado,Hans Stringer,2014-10-25,10,2014,MALE,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,KO/TKO,Punches,2.0,546.0,False,Light Heavyweight,3.0,0.0,5.08,7.0,-5.08,-130.0,34.0,Orthodox,185.42,190.5,205.0,120.0,27.0,Orthodox,190.5,185.42,205.0,15.0,,,
Fabricio Camoes,Anthony Rocco Martin,2014-10-25,10,2014,MALE,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,SUB,Kimura,1.0,256.0,False,Lightweight,3.0,0.0,5.08,11.0,0.0,-105.0,35.0,Orthodox,177.8,185.42,155.0,-105.0,24.0,Orthodox,182.88,185.42,170.0,,,,
Felipe Arantes,Andre Fili,2014-10-25,10,2014,MALE,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,U-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,7.62,2.0,2.54,150.0,26.0,Orthodox,172.72,185.42,135.0,-160.0,24.0,Orthodox,180.34,187.96,145.0,,,,
Gilbert Burns,Christos Giagos,2014-10-25,10,2014,MALE,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,SUB,Armbar,1.0,297.0,False,Lightweight,3.0,0.0,0.0,4.0,0.0,-405.0,28.0,Orthodox,177.8,180.34,155.0,360.0,24.0,Orthodox,177.8,180.34,155.0,,,,
Glover Teixeira,Phil Davis,2014-10-25,10,2014,MALE,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,0.0,4.0,7.62,-210.0,34.0,Orthodox,187.96,193.04,205.0,190.0,30.0,Orthodox,187.96,200.66,205.0,4.0,,6.0,
